T d154 d184 d214 d244
d 150 180 210 240
290 1.255484914E+00 1.255798878E+00 1.255753806E+00 1.255682595E+00
295 1.255766819E+00 1.255783785E+00 1.255920996E+00 1.255771332E+00
300 1.256679434E+00 1.256436845E+00 1.256511237E+00 1.256548506E+00
305 1.258670891E+00 1.258399375E+00 1.258430524E+00 1.258548462E+00
310 1.261317360E+00 1.261223796E+00 1.260984670E+00 1.261168484E+00
315 1.264101991E+00 1.264007015E+00 1.263691614E+00 1.263934338E+00
320 1.267600531E+00 1.267662593E+00 1.267181317E+00 1.267334797E+00
325 1.271115069E+00 1.271150669E+00 1.270721656E+00 1.270698066E+00
330 1.274130925E+00 1.274184604E+00 1.273981424E+00 1.273691693E+00
335 1.277287212E+00 1.277380328E+00 1.277125611E+00 1.276911353E+00
340 1.279960591E+00 1.279985241E+00 1.279744013E+00 1.279548312E+00
