T d154 d184 d214 d244
d 150 180 210 240
290 1.273193520E+00 1.273497704E+00 1.273475841E+00 1.273415862E+00
295 1.272085490E+00 1.272092403E+00 1.272259783E+00 1.272125971E+00
300 1.271546198E+00 1.271309511E+00 1.271411403E+00 1.271446878E+00
305 1.272282816E+00 1.272007263E+00 1.272093641E+00 1.272210741E+00
310 1.273877767E+00 1.273780948E+00 1.273588546E+00 1.273822031E+00
315 1.275846917E+00 1.275751478E+00 1.275490098E+00 1.275752430E+00
320 1.278915227E+00 1.278983451E+00 1.278458614E+00 1.278765731E+00
325 1.282370648E+00 1.282421861E+00 1.282032546E+00 1.282107524E+00
330 1.285751122E+00 1.285825232E+00 1.285683852E+00 1.285414087E+00
335 1.289669556E+00 1.289796992E+00 1.289579776E+00 1.289425736E+00
340 1.293514185E+00 1.293588152E+00 1.293364837E+00 1.293267660E+00
