T d154 d184 d214 d244
d 150 180 210 240
290 1.233245361E+00 1.233104154E+00 1.232865289E+00 1.232660662E+00
295 1.235627503E+00 1.235147585E+00 1.235094628E+00 1.234812142E+00
300 1.238196649E+00 1.237423316E+00 1.237266987E+00 1.237190732E+00
305 1.241302337E+00 1.240385982E+00 1.240103441E+00 1.240067266E+00
310 1.244342467E+00 1.243539854E+00 1.242895064E+00 1.242910937E+00
315 1.246802453E+00 1.245862853E+00 1.245081263E+00 1.245052150E+00
320 1.249392442E+00 1.248382684E+00 1.247332368E+00 1.247133250E+00
325 1.251364375E+00 1.250055242E+00 1.248893058E+00 1.248428032E+00
330 1.251911500E+00 1.250300455E+00 1.249160060E+00 1.248350158E+00
335 1.252297907E+00 1.250312975E+00 1.248864090E+00 1.247959341E+00
340 1.251728593E+00 1.249198483E+00 1.247454657E+00 1.246369933E+00
