fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
00T1 7:0 295.4 39.25 1.000E+000 2.095E+000 3.900E-011 7.818E+004 2.459E+000 1.304E-006 1.440E-003 
00T2 7:20 296.9 39.05 1.000E+000 2.075E+000 4.898E-011 7.519E+004 2.438E+000 1.403E-006 1.505E-003 
00T3 7:54 298.9 38.79 1.000E+000 2.166E+000 7.348E-011 7.123E+004 2.447E+000 1.666E-006 8.996E-004 
00T4 8:16 300.7 38.56 1.000E+000 2.122E+000 1.060E-010 6.770E+004 2.472E+000 2.029E-006 9.101E-004 
00T5 8:36 303.6 38.19 1.000E+000 2.097E+000 1.661E-010 6.208E+004 2.469E+000 2.411E-006 1.101E-003 
00T6 8:58 306.3 37.85 1.000E+000 1.941E+000 2.783E-010 5.693E+004 2.477E+000 2.923E-006 1.921E-003 
00T7 9:17 308.7 37.56 1.000E+000 1.930E+000 3.975E-010 5.240E+004 2.457E+000 3.346E-006 8.899E-004 
00T8 9:37 310.9 37.29 1.000E+000 2.022E+000 5.849E-010 4.830E+004 2.480E+000 4.040E-006 5.447E-004 
00T9 9:56 312.2 37.14 1.000E+000 2.272E+000 7.710E-010 4.590E+004 2.485E+000 4.663E-006 1.068E-003 
0T10 10:18 315.5 36.75 1.000E+000 2.247E+000 1.174E-009 3.988E+004 2.472E+000 5.401E-006 1.298E-003 
0T11 10:36 317.9 36.47 1.000E+000 2.175E+000 1.670E-009 3.557E+004 2.459E+000 6.152E-006 1.005E-003 
0T12 10:58 320.2 36.21 1.000E+000 2.208E+000 2.304E-009 3.149E+004 2.446E+000 7.116E-006 7.515E-004 
0T13 11:17 322.5 35.95 1.000E+000 2.240E+000 3.203E-009 2.746E+004 2.449E+000 8.227E-006 9.253E-004 
0T14 11:42 325.4 35.63 1.000E+000 2.283E+000 4.685E-009 2.246E+004 2.445E+000 9.947E-006 1.253E-003 
0T15 12:4 328 35.35 1.000E+000 2.350E+000 6.617E-009 1.804E+004 2.423E+000 1.121E-005 1.470E-003 
0T16 12:26 330.4 35.09 1.000E+000 2.319E+000 8.893E-009 1.402E+004 2.372E+000 1.197E-005 9.328E-004 
