N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -4.301873800E-02 -5.040232200E-02 -5.798062100E-02 -6.652871700E-02
1.600000000E+01 3.215239700E-02 3.203459700E-02 3.191536200E-02 3.114424100E-02
1.700000000E+01 7.906674900E-02 7.774697500E-02 7.573511700E-02 7.555486900E-02
1.549996187E+01 1.851135300E-02 1.697829700E-02 1.712812000E-02 1.662007100E-02
1.649996187E+01 5.908813600E-02 5.825910800E-02 5.825824900E-02 5.807548000E-02
1.674996808E+01 7.141715400E-02 6.923509300E-02 6.936189800E-02 6.920029200E-02
1.624993176E+01 4.375730000E-02 4.367185500E-02 4.352358800E-02 4.349894200E-02
1.574996808E+01 2.559909000E-02 2.545109100E-02 2.453011400E-02 2.490489300E-02
1.524993176E+01 8.504450000E-04 -1.508778000E-03 -3.490271000E-03 -5.728751000E-03
