N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.708780600E-02 -2.671301600E-02 -2.580823100E-02 -2.558255800E-02
1.600000000E+01 3.156221700E-02 3.124066800E-02 3.089497100E-02 2.992462200E-02
1.700000000E+01 6.696848100E-02 6.464463300E-02 6.202677500E-02 6.153550200E-02
1.549996187E+01 2.020621400E-02 1.949861600E-02 2.056892300E-02 2.102435400E-02
1.649996187E+01 5.456047100E-02 5.270580200E-02 5.177071400E-02 5.085155700E-02
1.674996808E+01 6.333654200E-02 5.995690900E-02 5.914089400E-02 5.833845300E-02
1.624993176E+01 4.171754800E-02 4.102755000E-02 4.028042300E-02 3.968782400E-02
1.574996808E+01 2.598587000E-02 2.602062300E-02 2.535840200E-02 2.591806600E-02
1.524993176E+01 5.951345000E-03 6.117194000E-03 6.902258000E-03 7.567516000E-03
