N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 290 2.400E-4 1.244576971E+00 1.268419359E+00
1.468000E+10 3.162E+16 290 2.400E-4 1.249156466E+00 1.268560294E+00
2.154000E+10 3.162E+16 290 2.400E-4 1.253289804E+00 1.268765352E+00
3.162000E+10 3.162E+16 290 2.400E-4 1.256991519E+00 1.269062800E+00
4.642000E+10 3.162E+16 290 2.400E-4 1.260271351E+00 1.269492164E+00
6.813000E+10 3.162E+16 290 2.400E-4 1.263182077E+00 1.270107527E+00
1.000000E+11 3.162E+16 290 2.400E-4 1.265835981E+00 1.270980578E+00
1.468000E+11 3.162E+16 290 2.400E-4 1.268396156E+00 1.272202002E+00
2.154000E+11 3.162E+16 290 2.400E-4 1.271055447E+00 1.273878938E+00
3.162000E+11 3.162E+16 290 2.400E-4 1.274011306E+00 1.276125467E+00
4.642000E+11 3.162E+16 290 2.400E-4 1.277438337E+00 1.279044073E+00
6.813000E+11 3.162E+16 290 2.400E-4 1.281459268E+00 1.282699743E+00
1.000000E+12 3.162E+16 290 2.400E-4 1.286123327E+00 1.287097300E+00
1.468000E+12 3.162E+16 290 2.400E-4 1.291403122E+00 1.292180099E+00
2.154000E+12 3.162E+16 290 2.400E-4 1.297177946E+00 1.297803583E+00
3.162000E+12 3.162E+16 290 2.400E-4 1.303314285E+00 1.303820865E+00
4.642000E+12 3.162E+16 290 2.400E-4 1.309693966E+00 1.310104865E+00
6.813000E+12 3.162E+16 290 2.400E-4 1.316213886E+00 1.316545370E+00
1.000000E+13 3.162E+16 290 2.400E-4 1.322804855E+00 1.323071825E+00
