N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 290 2.400E-4 1.234091475E+00 1.242409803E+00
1.468000E+10 3.162E+16 290 2.400E-4 1.236500436E+00 1.242757730E+00
2.154000E+10 3.162E+16 290 2.400E-4 1.238829856E+00 1.243323022E+00
3.162000E+10 3.162E+16 290 2.400E-4 1.240868286E+00 1.244087892E+00
4.642000E+10 3.162E+16 290 2.400E-4 1.242860368E+00 1.245086765E+00
6.813000E+10 3.162E+16 290 2.400E-4 1.244879222E+00 1.246502259E+00
1.000000E+11 3.162E+16 290 2.400E-4 1.247010559E+00 1.248209325E+00
1.468000E+11 3.162E+16 290 2.400E-4 1.249489866E+00 1.250395321E+00
2.154000E+11 3.162E+16 290 2.400E-4 1.252482956E+00 1.253182449E+00
3.162000E+11 3.162E+16 290 2.400E-4 1.255841392E+00 1.256397519E+00
4.642000E+11 3.162E+16 290 2.400E-4 1.259540814E+00 1.259996822E+00
6.813000E+11 3.162E+16 290 2.400E-4 1.263589726E+00 1.263968822E+00
1.000000E+12 3.162E+16 290 2.400E-4 1.268006762E+00 1.268328284E+00
1.468000E+12 3.162E+16 290 2.400E-4 1.272752322E+00 1.273026872E+00
2.154000E+12 3.162E+16 290 2.400E-4 1.277816025E+00 1.278050854E+00
3.162000E+12 3.162E+16 290 2.400E-4 1.283201436E+00 1.283402730E+00
4.642000E+12 3.162E+16 290 2.400E-4 1.288871021E+00 1.289042020E+00
6.813000E+12 3.162E+16 290 2.400E-4 1.294819512E+00 1.294965468E+00
1.000000E+13 3.162E+16 290 2.400E-4 1.301001945E+00 1.301125241E+00
