f G/w
1.0000000E+6 3.1577383E-5
8.9779585E+5 3.2826418E-5
8.0603739E+5 3.4285341E-5
7.2365703E+5 3.5764258E-5
6.4969628E+5 3.7402856E-5
5.8329463E+5 3.9213670E-5
5.2367949E+5 4.0978645E-5
4.7015728E+5 4.3142433E-5
4.2210526E+5 4.5434569E-5
3.7896435E+5 4.7888716E-5
3.4023262E+5 5.0502993E-5
3.0545943E+5 5.3297191E-5
2.7424021E+5 5.6344602E-5
2.4621173E+5 5.9611001E-5
2.2104787E+5 6.3154046E-5
1.9845586E+5 6.6988067E-5
1.7817285E+5 7.1214740E-5
1.5996284E+5 7.5804490E-5
1.4361398E+5 8.0885069E-5
1.2893603E+5 8.6440528E-5
1.1575824E+5 9.2662732E-5
1.0392726E+5 9.9526876E-5
9.3305466E+4 1.0712560E-4
8.3769261E+4 1.1556267E-4
7.5207695E+4 1.2493876E-4
6.7521156E+4 1.3533206E-4
6.0620214E+4 1.4681761E-4
5.4424577E+4 1.5962703E-4
4.8862159E+4 1.7378351E-4
4.3868244E+4 1.8948467E-4
3.9384728E+4 2.0689819E-4
3.5359445E+4 2.2620071E-4
3.1745563E+4 2.4767063E-4
2.8501035E+4 2.7129049E-4
2.5588111E+4 2.9763452E-4
2.2972900E+4 3.2678530E-4
2.0624974E+4 3.5927953E-4
1.8517016E+4 3.9526859E-4
1.6624501E+4 4.3527249E-4
1.4925408E+4 4.7972917E-4
1.3399969E+4 5.2938159E-4
1.2030437E+4 5.8450999E-4
1.0800876E+4 6.4574705E-4
9.6969820E+3 7.1393575E-4
8.7059100E+3 7.8965111E-4
7.8161300E+3 8.7425115E-4
7.0172890E+3 9.6837626E-4
6.3000930E+3 1.0729763E-3
5.6561970E+3 1.1900513E-3
5.0781110E+3 1.3205704E-3
4.5591070E+3 1.4659739E-3
4.0931470E+3 1.6278250E-3
3.6748100E+3 1.8080771E-3
3.2992300E+3 2.0102251E-3
2.9620350E+3 2.2332653E-3
2.6593020E+3 2.4846487E-3
2.3875110E+3 2.7620219E-3
2.1434970E+3 3.0728993E-3
1.9244230E+3 3.4201300E-3
1.7277390E+3 3.8063212E-3
1.5511570E+3 4.2341931E-3
1.3926220E+3 4.7113464E-3
1.2502900E+3 5.2452727E-3
1.1225050E+3 5.8401620E-3
1.0077810E+3 6.4997691E-3
9.0478100E+2 7.2326647E-3
8.1230900E+2 8.0555535E-3
7.2928800E+2 8.9693636E-3
6.5475100E+2 9.9891357E-3
5.8783300E+2 1.1121384E-2
5.2775400E+2 1.2376320E-2
4.7381500E+2 1.3778240E-2
4.2539000E+2 1.5347845E-2
3.8191300E+2 1.7088273E-2
3.4288000E+2 1.9023080E-2
3.0783600E+2 2.1184172E-2
2.7637400E+2 2.3570483E-2
2.4812700E+2 2.6263198E-2
2.2276800E+2 2.9236819E-2
2.0000000E+2 3.2549981E-2
