f G/w
1.0000000E+6 9.2480390E-6
8.9779585E+5 9.0253788E-6
8.0603739E+5 9.1854686E-6
7.2365703E+5 9.2671784E-6
6.4969628E+5 9.3500142E-6
5.8329463E+5 9.4101569E-6
5.2367949E+5 9.4572727E-6
4.7015728E+5 9.4964735E-6
4.2210526E+5 9.4930509E-6
3.7896435E+5 9.4451516E-6
3.4023262E+5 9.3397834E-6
3.0545943E+5 9.2167616E-6
2.7424021E+5 9.0401052E-6
2.4621173E+5 8.8239488E-6
2.2104787E+5 8.5645971E-6
1.9845586E+5 8.2678923E-6
1.7817285E+5 7.9711358E-6
1.5996284E+5 7.6481411E-6
1.4361398E+5 7.2627560E-6
1.2893603E+5 6.9187323E-6
1.1575824E+5 6.5655702E-6
1.0392726E+5 6.2447500E-6
9.3305466E+4 5.9052240E-6
8.3769261E+4 5.5760973E-6
7.5207695E+4 5.2714807E-6
6.7521156E+4 4.9924760E-6
6.0620214E+4 4.7330963E-6
5.4424577E+4 4.5199039E-6
4.8862159E+4 4.3018414E-6
4.3868244E+4 4.1472176E-6
3.9384728E+4 3.9969414E-6
3.5359445E+4 3.8702944E-6
3.1745563E+4 3.8309956E-6
2.8501035E+4 3.6980575E-6
2.5588111E+4 3.6641453E-6
2.2972900E+4 3.5611937E-6
2.0624974E+4 3.5913898E-6
1.8517016E+4 3.6142399E-6
1.6624501E+4 3.6756151E-6
1.4925408E+4 3.8434735E-6
1.3399969E+4 3.9239504E-6
1.2030437E+4 4.0953443E-6
1.0800876E+4 4.2549093E-6
9.6969820E+3 4.6051575E-6
8.7059100E+3 4.8062285E-6
7.8161300E+3 5.0327904E-6
7.0172890E+3 5.5196946E-6
6.3000930E+3 5.7549211E-6
5.6561970E+3 6.1121933E-6
5.0781110E+3 6.8910712E-6
4.5591070E+3 7.4857247E-6
4.0931470E+3 8.1520860E-6
3.6748100E+3 9.1051698E-6
3.2992300E+3 1.0185767E-5
2.9620350E+3 1.1021219E-5
2.6593020E+3 1.2590071E-5
2.3875110E+3 1.3566279E-5
2.1434970E+3 1.5109284E-5
1.9244230E+3 1.7096810E-5
1.7277390E+3 1.8382754E-5
1.5511570E+3 2.0702560E-5
1.3926220E+3 2.1959064E-5
1.2502900E+3 2.5391070E-5
1.1225050E+3 2.8610290E-5
1.0077810E+3 3.0198764E-5
9.0478100E+2 3.5459496E-5
8.1230900E+2 3.9515860E-5
7.2928800E+2 4.3328018E-5
6.5475100E+2 4.7965903E-5
5.8783300E+2 5.1926836E-5
5.2775400E+2 6.0204924E-5
4.7381500E+2 7.0742755E-5
4.2539000E+2 7.2020623E-5
3.8191300E+2 8.6099826E-5
3.4288000E+2 9.0004133E-5
3.0783600E+2 9.7689440E-5
2.7637400E+2 1.0681426E-4
2.4812700E+2 1.2342665E-4
2.2276800E+2 1.3507600E-4
2.0000000E+2 1.5628163E-4
