T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
310 001_310 37.401 5.870080E-1 3.730979E+1 8.191920E+1 1.794120E+1 5.059950E-1 3.545739E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 3.162E+16
310 002_310 37.401 5.868680E-1 3.726293E+1 8.191340E+1 1.791320E+1 5.058680E-1 3.541080E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 3.162E+16
310 003_310 37.401 5.866670E-1 3.719572E+1 8.190520E+1 1.787290E+1 5.056870E-1 3.534388E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 3.162E+16
310 004_310 37.401 5.863790E-1 3.710030E+1 8.189360E+1 1.781580E+1 5.054320E-1 3.524868E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 3.162E+16
310 005_310 37.401 5.859710E-1 3.696676E+1 8.187770E+1 1.773590E+1 5.050790E-1 3.511508E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 3.162E+16
310 006_310 37.401 5.854030E-1 3.678357E+1 8.182300E+1 1.761910E+1 5.044120E-1 3.493000E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 3.162E+16
310 007_310 37.401 5.846300E-1 3.653885E+1 8.179550E+1 1.747290E+1 5.034900E-1 3.470358E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 3.162E+16
310 008_310 37.401 5.836100E-1 3.622293E+1 8.176260E+1 1.728470E+1 5.023310E-1 3.440887E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 3.162E+16
310 009_310 37.401 5.823130E-1 3.583162E+1 8.172470E+1 1.705200E+1 5.009410E-1 3.404001E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 3.162E+16
310 010_310 37.401 5.807350E-1 3.536867E+1 8.168210E+1 1.677740E+1 4.993560E-1 3.359801E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 3.162E+16
310 011_310 37.401 5.788380E-1 3.484516E+1 8.164130E+1 1.646680E+1 4.976300E-1 3.309050E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 3.162E+16
310 012_310 37.401 5.766750E-1 3.427499E+1 8.159590E+1 1.612780E+1 4.958190E-1 3.252769E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 3.162E+16
310 013_310 37.401 5.742970E-1 3.366898E+1 8.150290E+1 1.575940E+1 4.934750E-1 3.193554E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 3.162E+16
310 014_310 37.401 5.716910E-1 3.303162E+1 8.143620E+1 1.537830E+1 4.907220E-1 3.133816E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 3.162E+16
310 015_310 37.401 5.687750E-1 3.236211E+1 8.137060E+1 1.497770E+1 4.879830E-1 3.069308E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 3.162E+16
310 016_310 37.401 5.655310E-1 3.165735E+1 8.130010E+1 1.455530E+1 4.852950E-1 2.999277E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 3.162E+16
310 017_310 37.401 5.620400E-1 3.091444E+1 8.117530E+1 1.410430E+1 4.816070E-1 2.928594E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 3.162E+16
310 018_310 37.401 5.582040E-1 3.013149E+1 8.108850E+1 1.363870E+1 4.779790E-1 2.853409E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 3.162E+16
310 019_310 37.401 5.540570E-1 2.930763E+1 8.095440E+1 1.314550E+1 4.744100E-1 2.770907E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 3.162E+16
310 020_310 37.401 5.496820E-1 2.844292E+1 8.083540E+1 1.263830E+1 4.698480E-1 2.689861E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 3.162E+16
310 021_310 37.401 5.449230E-1 2.753834E+1 8.072360E+1 1.211360E+1 4.657440E-1 2.600917E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 3.162E+16
310 022_310 37.401 5.400150E-1 2.659587E+1 8.053860E+1 1.156710E+1 4.607330E-1 2.510585E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 3.162E+16
310 023_310 37.401 5.347260E-1 2.561851E+1 8.040060E+1 1.101400E+1 4.560520E-1 2.415074E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 3.162E+16
310 024_310 37.401 5.293050E-1 2.461032E+1 8.018460E+1 1.044510E+1 4.506020E-1 2.318039E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 3.162E+16
310 025_310 37.401 5.235700E-1 2.357635E+1 8.000440E+1 9.875600E+0 4.455420E-1 2.216546E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 3.162E+16
