fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00S1 8:14:54 290.9 39.86 1.000E+000 1.379E+000 3.023E-006 1.571E+004 2.641E+000 1.383E-008 1.687E-005 8.074E-002 1.687E-005 4.102E-007 3.011E-001 4.430E-002 9.238E-006 1.015E-002 
00S2 8:28:46 295 39.3 1.000E+000 1.367E+000 3.441E-006 1.386E+004 2.591E+000 1.739E-008 1.691E-005 7.387E-002 1.690E-005 3.698E-007 2.962E-001 4.020E-002 9.175E-006 1.386E-003 
00S3 8:47:00 298.2 38.88 1.000E+000 1.066E+000 3.105E-006 1.254E+004 2.583E+000 1.926E-008 1.683E-005 6.671E-002 1.683E-005 3.269E-007 2.912E-001 3.600E-002 9.057E-006 1.425E+000 
00S4 9:09:16 301.4 38.47 1.000E+000 9.727E-001 2.844E-006 1.131E+004 2.572E+000 2.149E-008 1.675E-005 6.031E-002 1.675E-005 2.896E-007 2.867E-001 3.230E-002 8.940E-006 6.081E-003 
00S5 9:27:46 305.7 37.93 1.000E+000 9.371E-001 3.154E-006 9.803E+003 2.555E+000 2.516E-008 1.721E-005 5.420E-002 1.720E-005 2.634E-007 2.825E-001 2.880E-002 9.113E-006 9.054E-004 
00S6 9:45:42 308.9 37.53 1.000E+000 9.412E-001 3.194E-006 8.786E+003 2.550E+000 2.745E-008 1.715E-005 4.845E-002 1.715E-005 2.315E-007 2.787E-001 2.560E-002 9.007E-006 4.828E-003 
00S7 10:07:32 311.8 37.18 1.000E+000 9.217E-001 3.640E-006 7.936E+003 2.542E+000 3.005E-008 1.708E-005 4.389E-002 1.707E-005 2.066E-007 2.757E-001 2.300E-002 8.943E-006 3.041E-002 
00S8 10:24:20 315.5 36.75 1.000E+000 9.585E-001 3.475E-006 6.944E+003 2.518E+000 3.402E-008 1.683E-005 3.841E-002 1.682E-005 1.759E-007 2.722E-001 2.000E-002 8.749E-006 9.474E-003 
00S9 10:43:38 319.1 36.33 1.000E+000 9.885E-001 3.456E-006 6.074E+003 2.525E+000 3.623E-008 1.703E-005 3.360E-002 1.702E-005 1.539E-007 2.691E-001 1.740E-002 8.793E-006 5.717E-004 
0S10 11:05:08 322.2 35.98 1.000E+000 9.757E-001 3.823E-006 5.393E+003 2.512E+000 3.984E-008 1.695E-005 3.010E-002 1.695E-005 1.361E-007 2.669E-001 1.560E-002 8.671E-006 5.842E-004 
0S11 11:23:38 325.5 35.62 1.000E+000 9.824E-001 3.767E-006 4.734E+003 2.509E+000 4.312E-008 1.607E-005 2.535E-002 1.606E-005 1.075E-007 2.640E-001 1.300E-002 8.206E-006 3.926E-004 
0S12 11:41:26 329.5 35.19 1.000E+000 1.038E+000 3.890E-006 4.019E+003 2.494E+000 4.845E-008 1.682E-005 2.290E-002 1.681E-005 1.010E-007 2.624E-001 1.170E-002 8.560E-006 6.117E-004 
0S13 12:00:06 332.3 34.89 1.000E+000 1.002E+000 4.287E-006 3.568E+003 2.492E+000 5.066E-008 1.673E-005 2.022E-002 1.672E-005 8.822E-008 2.608E-001 1.030E-002 8.482E-006 1.722E-003 
0S14 12:15:36 335.6 34.55 1.000E+000 1.024E+000 4.489E-006 3.086E+003 2.477E+000 5.561E-008 1.687E-005 1.805E-002 1.686E-005 7.896E-008 2.595E-001 9.200E-003 8.490E-006 3.170E-003 
0S15 12:31:26 338.1 34.29 1.000E+000 1.040E+000 4.555E-006 2.752E+003 2.473E+000 5.888E-008 1.643E-005 1.596E-002 1.642E-005 6.764E-008 2.582E-001 8.100E-003 8.248E-006 4.443E-004 
0S16 12:46:54 340.7 34.03 1.000E+000 1.036E+000 4.824E-006 2.431E+003 2.459E+000 6.343E-008 1.722E-005 1.512E-002 1.720E-005 6.700E-008 2.577E-001 7.700E-003 8.588E-006 5.691E-004 
