fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 36554 340.02 34.099 1.138729165E+00 2.544006384E+00 1.652955018E-07 2.557612298E+03 1.779295586E-04 2.113945808E-01 1.591798722E-04 5.196601240E-01 1.748643968E-05 1.449489544E-01 1.205332531E-04 7.198839010E-02 
00L2 36668 340.02 34.099 1.136963410E+00 2.551156408E+00 1.624966177E-07 2.228597897E+03 1.808775166E-04 2.112633278E-01 1.588853554E-04 5.195844897E-01 1.744071015E-05 1.448230534E-01 1.203237615E-04 8.722361957E-02 
00L3 36762 340.03 34.098 1.159089549E+00 2.509361924E+00 1.993185257E-07 2.797883618E+03 1.757015325E-04 2.111035210E-01 1.590383773E-04 5.183111329E-01 1.740155065E-05 1.445433414E-01 1.204096342E-04 5.355139948E-02 
00L4 36848 340.02 34.099 1.148084445E+00 2.534819081E+00 1.800856228E-07 2.370605857E+03 1.793790980E-04 2.112768200E-01 1.591028181E-04 5.182843019E-01 1.742199073E-05 1.446939061E-01 1.204234272E-04 7.754221487E-02 
00L5 36942 340.02 34.099 1.138171815E+00 2.558462647E+00 1.652625719E-07 2.247547974E+03 1.805685614E-04 2.111434307E-01 1.588836539E-04 5.187367153E-01 1.740218496E-05 1.446567491E-01 1.203186372E-04 8.584767517E-02 
00L6 37028 339.99 34.102 1.142852130E+00 2.554802391E+00 1.722872204E-07 2.317894879E+03 1.794091297E-04 2.110939663E-01 1.584729895E-04 5.187380383E-01 1.735318378E-05 1.446943667E-01 1.199462339E-04 8.082723819E-02 
00L7 37146 340.11 34.09 1.162758321E+00 3.297690256E+00 2.474912580E-07 3.153836985E+03 1.360281220E-04 1.955433823E-01 1.213550848E-04 5.081953744E-01 1.205956961E-05 1.329958369E-01 9.091759337E-05 6.175968034E-02 
00L8 37262 339.77 34.124 1.166786678E+00 3.284830079E+00 2.375771010E-07 3.234110622E+03 1.402213663E-04 1.989883533E-01 1.257896660E-04 5.116118511E-01 1.280599177E-05 1.358448007E-01 9.437872934E-05 6.483543595E+00 
00L9 37354 339.9 34.111 1.169095434E+00 3.275089140E+00 2.428200154E-07 3.607555709E+03 1.418800449E-04 1.998895321E-01 1.295497378E-04 5.129515030E-01 1.328320565E-05 1.365264668E-01 9.727740489E-05 2.790641176E-01 
0L10 37442 339.93 34.108 1.172636115E+00 3.258546678E+00 2.452348448E-07 3.600688560E+03 1.455462518E-04 2.012602962E-01 1.330407270E-04 5.142356918E-01 1.376908033E-05 1.376988595E-01 1.000312162E-04 1.155060950E-01 
0L11 37534 340.01 34.1 1.165364469E+00 3.257885615E+00 2.285808579E-07 3.023808376E+03 1.519310580E-04 2.023833939E-01 1.365910607E-04 5.142955799E-01 1.421706483E-05 1.382752775E-01 1.028145933E-04 5.637446722E-02 
0L12 37624 340.02 34.099 1.163567205E+00 3.264737541E+00 2.218205646E-07 2.994822302E+03 1.550900526E-04 2.037239231E-01 1.394339004E-04 5.157061604E-01 1.464916013E-05 1.390640779E-01 1.053288451E-04 5.419185860E-02 
0L13 37714 340.02 34.099 1.171745282E+00 3.229999902E+00 2.334134957E-07 3.225505784E+03 1.563744522E-04 2.049139420E-01 1.421488959E-04 5.162291926E-01 1.503687394E-05 1.404156923E-01 1.070958725E-04 4.467641524E-02 
0L14 37802 340.01 34.1 1.175209645E+00 3.211507857E+00 2.374358875E-07 3.533683542E+03 1.571129227E-04 2.057902367E-01 1.443019918E-04 5.172945594E-01 1.536154874E-05 1.404811171E-01 1.093071445E-04 5.972213836E-02 
0L15 37892 340.01 34.1 1.166237727E+00 3.241201241E+00 2.188971995E-07 2.998156118E+03 1.623876567E-04 2.067629990E-01 1.467352492E-04 5.181082273E-01 1.571910320E-05 1.417577308E-01 1.108098238E-04 4.965924270E-02 
0L16 37984 340.03 34.098 1.164671505E+00 3.232564207E+00 2.136915432E-07 2.952067386E+03 1.648695584E-04 2.075931316E-01 1.492161671E-04 5.178882999E-01 1.604223819E-05 1.422084844E-01 1.128227783E-04 4.975066422E-02 
0L17 38072 340.01 34.1 1.158208091E+00 3.236537154E+00 1.996368786E-07 2.842485958E+03 1.673769510E-04 2.083682480E-01 1.509096866E-04 5.193481897E-01 1.633079320E-05 1.430834089E-01 1.141490898E-04 5.412071680E-02 
0L18 38162 340.03 34.098 1.170769687E+00 3.207146985E+00 2.223334464E-07 3.298654915E+03 1.659271878E-04 2.115859932E-01 1.519357578E-04 5.131666591E-01 1.649701400E-05 1.433322995E-01 1.150226830E-04 4.316230913E-02 
0L19 38252 340.08 34.093 1.163489107E+00 3.225114738E+00 2.095584654E-07 3.072675083E+03 1.682791338E-04 2.142793736E-01 1.533671123E-04 5.064706756E-01 1.664435283E-05 1.433508234E-01 1.161196297E-04 1.284773706E-01 
0L20 38342 340.04 34.097 1.141769405E+00 3.277710812E+00 1.723628059E-07 2.639770492E+03 1.723485849E-04 2.101392979E-01 1.543549901E-04 5.188774282E-01 1.683033381E-05 1.437748300E-01 1.169622224E-04 6.467909569E-02 
0L21 38432 340.02 34.099 1.145773126E+00 3.268134139E+00 1.768540830E-07 2.679247681E+03 1.733388233E-04 2.106901176E-01 1.557048293E-04 5.183689158E-01 1.700533529E-05 1.442679994E-01 1.178896384E-04 6.243105040E-02 
