fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
S010 8:49:22 292.4 39.65 1.000E+000 7.540E-001 1.528E-006 2.106E+003 3.099E+000 4.931E-009 1.536E-005 2.213E-002 1.535E-005 8.664E-008 2.551E-001 1.120E-002 7.667E-006 1.575E-003 
S011 8:54:46 292.4 39.65 1.000E+000 7.540E-001 1.545E-006 2.124E+003 3.099E+000 4.902E-009 1.532E-005 2.216E-002 1.531E-005 8.661E-008 2.551E-001 1.120E-002 7.664E-006 1.512E-003 
S020 9:08:24 295.8 39.2 1.000E+000 7.442E-001 1.606E-006 2.087E+003 3.035E+000 6.206E-009 1.569E-005 2.197E-002 1.568E-005 8.798E-008 2.553E-001 1.110E-002 7.855E-006 1.443E-003 
S021 9:18:02 295.9 39.18 1.000E+000 7.439E-001 1.615E-006 2.076E+003 3.034E+000 6.211E-009 1.497E-005 2.088E-002 1.496E-005 7.965E-008 2.550E-001 1.050E-002 7.514E-006 1.432E-003 
S030 9:33:04 298.7 38.82 1.000E+000 7.358E-001 1.651E-006 2.036E+003 2.983E+000 7.507E-009 1.549E-005 2.095E-002 1.548E-005 8.274E-008 2.552E-001 1.060E-002 7.732E-006 1.360E-003 
S031 9:40:30 298.6 38.83 1.000E+000 7.361E-001 1.658E-006 2.036E+003 2.984E+000 7.387E-009 1.530E-005 2.065E-002 1.529E-005 8.059E-008 2.551E-001 1.040E-002 7.675E-006 1.269E-003 
S040 9:54:28 302.4 38.34 1.000E+000 7.252E-001 1.734E-006 1.982E+003 2.917E+000 9.385E-009 1.522E-005 1.966E-002 1.521E-005 7.630E-008 2.551E-001 9.900E-003 7.630E-006 1.223E-003 
S041 10:01:30 302.1 38.38 1.000E+000 7.260E-001 1.757E-006 1.988E+003 2.922E+000 9.153E-009 1.569E-005 2.028E-002 1.569E-005 8.120E-008 2.553E-001 1.020E-002 7.884E-006 1.160E-003 
S050 10:16:42 305.9 37.9 1.000E+000 7.151E-001 1.819E-006 1.917E+003 2.856E+000 1.153E-008 1.558E-005 1.913E-002 1.557E-005 7.601E-008 2.552E-001 9.700E-003 7.755E-006 1.876E-001 
S051 10:24:38 305.7 37.93 1.000E+000 7.157E-001 1.755E-006 1.752E+003 2.859E+000 1.159E-008 1.848E-005 2.144E-002 1.847E-005 1.012E-007 2.555E-001 1.080E-002 9.283E-006 1.655E-002 
S060 10:43:18 309.7 37.44 1.000E+000 7.041E-001 1.837E-006 1.700E+003 2.791E+000 1.463E-008 1.821E-005 2.013E-002 1.820E-005 9.355E-008 2.554E-001 1.020E-002 9.082E-006 2.132E-002 
S061 10:51:46 309.4 37.47 1.000E+000 7.050E-001 1.864E-006 1.853E+003 2.796E+000 1.409E-008 1.586E-005 1.851E-002 1.585E-005 7.489E-008 2.552E-001 9.400E-003 7.881E-006 1.040E-003 
S070 11:06:22 313.7 36.96 1.000E+000 6.926E-001 1.961E-006 1.790E+003 2.724E+000 1.789E-008 1.544E-005 1.702E-002 1.543E-005 6.697E-008 2.551E-001 8.600E-003 7.697E-006 1.050E-003 
S071 11:13:46 313.5 36.98 1.000E+000 6.932E-001 1.916E-006 1.762E+003 2.728E+000 1.764E-008 1.599E-005 1.745E-002 1.598E-005 7.111E-008 2.551E-001 8.800E-003 7.990E-006 7.803E+000 
S080 11:27:54 317.1 36.56 1.000E+000 6.828E-001 1.992E-006 1.718E+003 2.669E+000 2.129E-008 1.553E-005 1.615E-002 1.552E-005 6.392E-008 2.550E-001 8.200E-003 7.699E-006 7.998E-004 
S081 11:34:34 317.1 36.56 1.000E+000 6.828E-001 2.010E-006 1.723E+003 2.669E+000 2.106E-008 1.578E-005 1.636E-002 1.577E-005 6.577E-008 2.551E-001 8.300E-003 7.828E-006 8.753E-004 
S090 11:49:52 321.3 36.09 1.000E+000 6.707E-001 2.172E-006 1.650E+003 2.603E+000 2.601E-008 1.564E-005 1.517E-002 1.563E-005 6.047E-008 2.549E-001 7.700E-003 7.750E-006 7.136E-004 
S091 11:56:14 321.4 36.07 1.000E+000 6.704E-001 2.182E-006 1.642E+003 2.601E+000 2.609E-008 1.579E-005 1.523E-002 1.577E-005 6.126E-008 2.549E-001 7.700E-003 7.852E-006 8.436E-004 
S100 12:10:14 324.6 35.72 1.000E+000 6.612E-001 2.263E-006 1.557E+003 2.552E+000 3.054E-008 1.594E-005 1.445E-002 1.593E-005 5.868E-008 2.548E-001 7.300E-003 7.928E-006 6.782E-004 
