fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D2 30056 340 34.101 1.000000000E+00 1.000000000E-03 6.163264142E-09 3.327058222E+19 1.671179590E+00 4.074848608E-06 4.867075943E-01 
00D3 30088 340.02 34.099 1.000000000E+00 1.042142771E+00 4.868587781E-08 8.333501490E+07 1.185031055E+01 3.795882175E-04 2.745546925E-02 
00D4 30208 340.03 34.098 1.000000000E+00 1.000000000E-03 5.812308794E-09 8.383078203E+19 1.668888519E+00 4.065902370E-06 4.882497063E-01 
00D5 30292 340 34.101 1.000000000E+00 1.000000000E-03 5.779278806E-09 7.024704527E+19 1.666077024E+00 4.014059160E-06 4.889439735E-01 
00D6 30378 340.02 34.099 1.000000000E+00 1.060088010E+00 4.842480215E-08 1.300834403E+07 1.151663331E+01 3.637691963E-04 2.524406407E-02 
00D7 30474 340.03 34.098 1.000000000E+00 1.012900123E+00 4.664237457E-08 1.767038127E+03 6.342324641E+00 9.579598614E-05 2.004080076E-01 
00D8 30566 340.03 34.098 1.000000000E+00 6.601264344E-01 3.222583045E-08 3.188003890E+19 2.641903691E+00 2.282160789E-05 5.094123247E-01 
00D9 30648 340.04 34.097 1.000000000E+00 1.000000000E-03 5.889284969E-09 4.025625612E+19 1.667553579E+00 4.036650285E-06 4.862852337E-01 
0D10 30738 340.04 34.097 1.000000000E+00 1.000000000E-03 6.349213026E-09 7.271862256E+19 1.671951493E+00 4.070387254E-06 4.867823810E-01 
0D11 30828 340.05 34.096 1.000000000E+00 8.778981318E-01 3.963572976E-08 8.907499081E+02 1.984565889E+00 2.510395346E-06 4.409322544E-02 
0D12 30918 340.06 34.095 1.000000000E+00 8.636582634E-01 3.925355326E-08 8.908175429E+02 1.976892773E+00 2.492884040E-06 3.294447595E-02 
0D13 31010 340.04 34.097 1.000000000E+00 1.000000000E-03 6.657526732E-09 5.494856498E+19 1.675400588E+00 4.091254340E-06 4.870080930E-01 
0D14 31096 340.04 34.097 1.000000000E+00 1.000000000E-03 6.248219874E-09 5.624253225E+19 1.664289223E+00 3.979954661E-06 4.877593812E-01 
0D15 31182 340.05 34.096 1.000000000E+00 1.052010608E+00 4.869688878E-08 3.108135527E+16 1.115788460E+01 3.484303525E-04 1.984370333E-01 
0D16 31272 340.04 34.097 1.000000000E+00 1.000000000E-03 5.571707131E-09 5.893963358E+19 1.659900483E+00 3.952903296E-06 4.875637846E-01 
0D17 31378 340.04 34.097 1.000000000E+00 1.000000000E-03 6.535980222E-09 5.422002051E+19 1.672494008E+00 4.085939860E-06 4.863767841E-01 
0D18 31458 340.05 34.096 1.000000000E+00 1.000000000E-03 6.162186589E-09 6.451735868E+19 1.668491864E+00 4.049412046E-06 4.882975989E-01 
