fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L3 30074 340.02 34.099 1.137513961E+00 6.458767473E-01 1.837984387E-07 7.543969417E+02 1.752158150E-04 1.272772808E-01 1.718420000E-04 3.947123622E-01 8.632983990E-06 6.628377581E-02 8.722075432E-05 3.236201578E-02 
00L4 30190 340.01 34.1 1.131757165E+00 6.587575916E-01 1.743258646E-07 7.527199235E+02 1.756422703E-04 1.278065826E-01 1.732628272E-04 3.902062351E-01 8.640777538E-06 6.623482494E-02 8.755077002E-05 3.830966886E-02 
00L5 30278 340.03 34.098 1.142825317E+00 6.360357731E-01 1.917058708E-07 7.612349485E+02 1.751185634E-04 1.279084686E-01 1.723731343E-04 3.911912173E-01 8.624977561E-06 6.643800874E-02 8.746961474E-05 2.852930577E-02 
00L6 30366 340.03 34.098 1.144995938E+00 6.253268000E-01 1.944925239E-07 7.641483695E+02 1.747352549E-04 1.275703648E-01 1.718900990E-04 3.917727497E-01 8.590825227E-06 6.574784021E-02 8.782486105E-05 1.648936636E-02 
00L7 30456 340.03 34.098 1.127250768E+00 6.802631032E-01 1.678543236E-07 7.464731936E+02 1.776093232E-04 1.275887388E-01 1.722068966E-04 3.917747660E-01 8.607942248E-06 6.599649768E-02 8.781492617E-05 2.493675430E-02 
00L8 30546 340.02 34.099 1.143413506E+00 6.295223835E-01 1.919538567E-07 7.599453231E+02 1.753019546E-04 1.271315134E-01 1.721420000E-04 3.959197928E-01 8.664575193E-06 6.651866107E-02 8.744105746E-05 2.518320829E-02 
00L9 30632 340.05 34.096 1.131273230E+00 6.540804472E-01 1.733916452E-07 7.425097447E+02 1.779502928E-04 1.274738413E-01 1.718251256E-04 3.941134716E-01 8.632349656E-06 6.621504278E-02 8.749628438E-05 3.178270794E-02 
0L10 30724 340.07 34.094 1.141368880E+00 6.402633753E-01 1.895054060E-07 7.595021993E+02 1.752925684E-04 1.279668791E-01 1.723820896E-04 3.910488972E-01 8.626225055E-06 6.611381941E-02 8.789627284E-05 2.959709675E-02 
0L11 30812 340.05 34.096 1.138111455E+00 6.423882443E-01 1.835698148E-07 7.491184162E+02 1.767709520E-04 1.274622524E-01 1.718820896E-04 3.931206737E-01 8.612675744E-06 6.642139149E-02 8.681044452E-05 3.194419155E-02 
0L12 30904 340.06 34.095 1.147161450E+00 6.304940286E-01 1.998463092E-07 7.737090126E+02 1.731767331E-04 1.278056913E-01 1.719396040E-04 3.931496981E-01 8.639409557E-06 6.634271746E-02 8.724319952E-05 1.717909869E-02 
