T d154 d184 d214 d244
d 150 180 210 240
290 1.209139752E+00 1.207112689E+00 1.205367782E+00 1.203437919E+00
295 1.211880593E+00 1.209855416E+00 1.207933191E+00 1.206124253E+00
300 1.214656445E+00 1.212372655E+00 1.210276535E+00 1.208365132E+00
305 1.216910272E+00 1.214189826E+00 1.211762937E+00 1.209581723E+00
310 1.219068642E+00 1.215769956E+00 1.213080668E+00 1.210438554E+00
315 1.220619991E+00 1.216760171E+00 1.213474890E+00 1.210477729E+00
320 1.220835483E+00 1.216399859E+00 1.212482162E+00 1.208860770E+00
325 1.220574291E+00 1.215543483E+00 1.210886080E+00 1.206791360E+00
330 1.219348007E+00 1.213651763E+00 1.208351481E+00 1.203545434E+00
335 1.216401945E+00 1.209890081E+00 1.203872462E+00 1.198346854E+00
340 1.212954695E+00 1.205702023E+00 1.199025559E+00 1.192649961E+00
