N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.203913793E+00 1.199560190E+00 1.188324391E+00 1.163499809E+00 1.114425227E+00 1.028676955E+00 1.009695405E+00 1.010676116E+00 1.012992636E+00 1.017082780E+00 1.023484499E+00
1.016672606E+01 1.204547494E+00 1.200246241E+00 1.189132081E+00 1.164512760E+00 1.115709646E+00 1.030183036E+00 1.009963932E+00 1.010962743E+00 1.013344448E+00 1.017571799E+00 1.024225852E+00
1.033324570E+01 1.205068516E+00 1.200846172E+00 1.189913540E+00 1.165633734E+00 1.117370263E+00 1.032498855E+00 1.010154836E+00 1.011151889E+00 1.013561179E+00 1.017862444E+00 1.024668652E+00
1.049996187E+01 1.205542122E+00 1.201436750E+00 1.190769102E+00 1.167005268E+00 1.119616886E+00 1.035921177E+00 1.010287903E+00 1.011262038E+00 1.013662176E+00 1.017977938E+00 1.024844442E+00
1.066670514E+01 1.206028308E+00 1.202090889E+00 1.191800161E+00 1.168783908E+00 1.122701980E+00 1.040842807E+00 1.010380057E+00 1.011307096E+00 1.013659565E+00 1.017930445E+00 1.024768622E+00
1.083333839E+01 1.206585556E+00 1.202881154E+00 1.193111773E+00 1.171140464E+00 1.126917736E+00 1.047750468E+00 1.010446465E+00 1.011297297E+00 1.013558822E+00 1.017720890E+00 1.024438585E+00
1.100000000E+01 1.207273234E+00 1.203879901E+00 1.194807869E+00 1.174245613E+00 1.132566517E+00 1.057181545E+00 1.010503169E+00 1.011242051E+00 1.013362014E+00 1.017342610E+00 1.023837395E+00
1.116672606E+01 1.208151466E+00 1.205154005E+00 1.196975291E+00 1.178233009E+00 1.139887491E+00 1.069605937E+00 1.010571356E+00 1.011155121E+00 1.013074448E+00 1.016789961E+00 1.022944471E+00
1.133324570E+01 1.209277790E+00 1.206753546E+00 1.199655839E+00 1.183137331E+00 1.148931448E+00 1.085203237E+00 1.010683367E+00 1.011062499E+00 1.012715575E+00 1.016073567E+00 1.021756173E+00
1.149996187E+01 1.210701238E+00 1.208697723E+00 1.202814543E+00 1.188825089E+00 1.159412591E+00 1.103562490E+00 1.010889640E+00 1.011012113E+00 1.012333355E+00 1.015241906E+00 1.020317375E+00
1.166670514E+01 1.212457222E+00 1.210967334E+00 1.206326630E+00 1.194966718E+00 1.170634961E+00 1.123466981E+00 1.041199305E+00 1.011081379E+00 1.012016610E+00 1.014402231E+00 1.018756450E+00
1.183333839E+01 1.214567281E+00 1.213514918E+00 1.210009173E+00 1.201109151E+00 1.181626318E+00 1.143054523E+00 1.073594358E+00 1.011375304E+00 1.011894058E+00 1.013724040E+00 1.017300886E+00
1.200000000E+01 1.217043784E+00 1.216291966E+00 1.213695187E+00 1.206847217E+00 1.191498656E+00 1.160490393E+00 1.103050321E+00 1.012009401E+00 1.012110232E+00 1.013406491E+00 1.016239433E+00
1.216672606E+01 1.219893178E+00 1.219273608E+00 1.217268917E+00 1.211984371E+00 1.199810964E+00 1.174765100E+00 1.127268276E+00 1.048691300E+00 1.012784239E+00 1.013613880E+00 1.015824940E+00
1.233324570E+01 1.223112316E+00 1.222460394E+00 1.220806402E+00 1.216556822E+00 1.206641775E+00 1.185947379E+00 1.145953735E+00 1.078201941E+00 1.013978737E+00 1.014421913E+00 1.016175223E+00
1.249996187E+01 1.226682578E+00 1.225861017E+00 1.224333320E+00 1.220726477E+00 1.212358741E+00 1.194757117E+00 1.160235877E+00 1.100722694E+00 1.015703097E+00 1.015819021E+00 1.017258355E+00
1.266670514E+01 1.230571483E+00 1.229477902E+00 1.227908563E+00 1.224660729E+00 1.217344042E+00 1.201971205E+00 1.171520866E+00 1.118344537E+00 1.034405155E+00 1.017757204E+00 1.018971316E+00
1.283333839E+01 1.234741957E+00 1.233306036E+00 1.231572864E+00 1.228479383E+00 1.221868599E+00 1.208136672E+00 1.180818197E+00 1.132697557E+00 1.055287670E+00 1.020206275E+00 1.021232592E+00
1.300000000E+01 1.239159437E+00 1.237336845E+00 1.235350649E+00 1.232256510E+00 1.226090594E+00 1.213564926E+00 1.188691834E+00 1.144690078E+00 1.072891720E+00 1.023178934E+00 1.024025915E+00
