T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.212072919E+00 1.212913380E+00 1.213542415E+00 1.214026345E+00 1.214422567E+00 1.214781648E+00 1.215150696E+00 1.215577033E+00 1.216111461E+00 1.216810383E+00 1.217735917E+00 1.218953563E+00 1.220527889E+00 1.222517537E+00 1.224970105E+00 1.227914896E+00 1.231352286E+00 1.235245455E+00 1.239524186E+00
295 1.209196027E+00 1.209985634E+00 1.210583795E+00 1.211058803E+00 1.211469668E+00 1.211869633E+00 1.212310040E+00 1.212843818E+00 1.213527427E+00 1.214420143E+00 1.215579539E+00 1.217053554E+00 1.218872809E+00 1.221049376E+00 1.223585057E+00 1.226481537E+00 1.229739559E+00 1.233346453E+00 1.237266910E+00
300 1.202327674E+00 1.203099506E+00 1.203705382E+00 1.204220614E+00 1.204712231E+00 1.205244300E+00 1.205882721E+00 1.206698312E+00 1.207766426E+00 1.209160580E+00 1.210938260E+00 1.213120880E+00 1.215678094E+00 1.218533082E+00 1.221597225E+00 1.224814532E+00 1.228178707E+00 1.231710490E+00 1.235423575E+00
305 1.186171282E+00 1.186937706E+00 1.187589239E+00 1.188213746E+00 1.188895460E+00 1.189722789E+00 1.190794513E+00 1.192222209E+00 1.194125404E+00 1.196614098E+00 1.199754794E+00 1.203524967E+00 1.207778982E+00 1.212264757E+00 1.216711828E+00 1.220946889E+00 1.224947137E+00 1.228794020E+00 1.232586724E+00
310 1.152339907E+00 1.153060862E+00 1.153779749E+00 1.154601633E+00 1.155640181E+00 1.157029199E+00 1.158931117E+00 1.161538775E+00 1.165062911E+00 1.169694749E+00 1.175534354E+00 1.182492913E+00 1.190215882E+00 1.198113009E+00 1.205548745E+00 1.212106268E+00 1.217722567E+00 1.222596279E+00 1.226990705E+00
315 1.087676885E+00 1.088201079E+00 1.088945815E+00 1.090031402E+00 1.091611847E+00 1.093891834E+00 1.097139824E+00 1.101690945E+00 1.107926269E+00 1.116206791E+00 1.126739925E+00 1.139382874E+00 1.153463339E+00 1.167794345E+00 1.181031853E+00 1.192239697E+00 1.202600491E+00 1.209768284E+00 1.215687812E+00
320 1.012250296E+00 1.012763643E+00 1.013143626E+00 1.013420993E+00 1.013623852E+00 1.013776257E+00 1.013898844E+00 1.014010785E+00 1.014132866E+00 1.027052198E+00 1.044098782E+00 1.065044638E+00 1.088946400E+00 1.113787733E+00 1.136990792E+00 1.156523597E+00 1.171759587E+00 1.183330350E+00 1.192321748E+00
325 1.012650771E+00 1.013184004E+00 1.013572673E+00 1.013846866E+00 1.014033324E+00 1.014153519E+00 1.014223910E+00 1.014257615E+00 1.014267423E+00 1.014270637E+00 1.014296413E+00 1.014395535E+00 1.014650085E+00 1.024584049E+00 1.061735361E+00 1.093893479E+00 1.119150597E+00 1.138061250E+00 1.152348836E+00
330 1.014429706E+00 1.015059233E+00 1.015512004E+00 1.015820700E+00 1.016013673E+00 1.016111991E+00 1.016129080E+00 1.016072121E+00 1.015945165E+00 1.015754807E+00 1.015519644E+00 1.015283858E+00 1.015131866E+00 1.015194864E+00 1.015636879E+00 1.016616827E+00 1.035438484E+00 1.064413260E+00 1.086294334E+00
335 1.017963628E+00 1.018800427E+00 1.019399016E+00 1.019798654E+00 1.020033305E+00 1.020126675E+00 1.020090799E+00 1.019926988E+00 1.019629126E+00 1.019190516E+00 1.018616344E+00 1.017943013E+00 1.017261045E+00 1.016728852E+00 1.016557502E+00 1.016955800E+00 1.018062608E+00 1.019917676E+00 1.022493601E+00
340 1.023715064E+00 1.024925039E+00 1.025794680E+00 1.026374431E+00 1.026709346E+00 1.026830426E+00 1.026751220E+00 1.026467910E+00 1.025962599E+00 1.025211404E+00 1.024200490E+00 1.022952950E+00 1.021564053E+00 1.020229418E+00 1.019234325E+00 1.018879653E+00 1.019370436E+00 1.020753208E+00 1.022957882E+00
