N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.199304467E+00 1.192573626E+00 1.186380573E+00 1.181159749E+00
1.016672606E+01 1.210190335E+00 1.203752728E+00 1.197831553E+00 1.192909382E+00
1.033324570E+01 1.218570552E+00 1.212498958E+00 1.206947142E+00 1.202428682E+00
1.049996187E+01 1.224644842E+00 1.219406473E+00 1.214323129E+00 1.210309970E+00
1.066670514E+01 1.229945963E+00 1.225068618E+00 1.220558456E+00 1.217147070E+00
1.083333839E+01 1.234297229E+00 1.230008307E+00 1.226170631E+00 1.223435146E+00
1.100000000E+01 1.238244352E+00 1.234640206E+00 1.231543241E+00 1.229509208E+00
1.116672606E+01 1.242040335E+00 1.239245145E+00 1.236896074E+00 1.235518603E+00
1.133324570E+01 1.245940821E+00 1.243956105E+00 1.242282676E+00 1.241446949E+00
1.149996187E+01 1.250028682E+00 1.248767161E+00 1.247627985E+00 1.247178515E+00
1.166670514E+01 1.254274423E+00 1.253577166E+00 1.252800572E+00 1.252584999E+00
1.183333839E+01 1.258576345E+00 1.258258030E+00 1.257688500E+00 1.257591482E+00
1.200000000E+01 1.262819363E+00 1.262716941E+00 1.262244445E+00 1.262197270E+00
1.216672606E+01 1.266925783E+00 1.266926054E+00 1.266489093E+00 1.266459580E+00
1.233324570E+01 1.270876756E+00 1.270916837E+00 1.270488572E+00 1.270465092E+00
1.249996187E+01 1.274704651E+00 1.274756591E+00 1.274328258E+00 1.274307830E+00
1.266670514E+01 1.278471723E+00 1.278525439E+00 1.278095325E+00 1.278093632E+00
1.283333839E+01 1.282249727E+00 1.282302015E+00 1.281902886E+00 1.281978067E+00
1.300000000E+01 1.286107296E+00 1.286177876E+00 1.285804248E+00 1.285827245E+00
