N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.210790425E+00 1.206392794E+00 1.202326429E+00 1.199037626E+00
1.016672606E+01 1.217472290E+00 1.213373780E+00 1.209615325E+00 1.206670518E+00
1.033324570E+01 1.222549955E+00 1.218749294E+00 1.215315406E+00 1.212635084E+00
1.049996187E+01 1.226486730E+00 1.223009254E+00 1.219934698E+00 1.217486581E+00
1.066670514E+01 1.229675705E+00 1.226570895E+00 1.223902532E+00 1.221991000E+00
1.083333839E+01 1.232441787E+00 1.229771116E+00 1.227552599E+00 1.226162047E+00
1.100000000E+01 1.235044916E+00 1.232862083E+00 1.231113248E+00 1.230204872E+00
1.116672606E+01 1.237678846E+00 1.236006863E+00 1.234706873E+00 1.234200918E+00
1.133324570E+01 1.240467381E+00 1.239281605E+00 1.238365413E+00 1.238162010E+00
1.149996187E+01 1.243465419E+00 1.242692421E+00 1.242065208E+00 1.242070966E+00
1.166670514E+01 1.246672468E+00 1.246207467E+00 1.245769768E+00 1.245855637E+00
1.183333839E+01 1.250058478E+00 1.249792558E+00 1.249462385E+00 1.249608488E+00
1.200000000E+01 1.253592272E+00 1.253435526E+00 1.253158589E+00 1.253329962E+00
1.216672606E+01 1.257261082E+00 1.257153122E+00 1.256900714E+00 1.257080662E+00
1.233324570E+01 1.261076323E+00 1.260984210E+00 1.260744782E+00 1.260926353E+00
1.249996187E+01 1.265068067E+00 1.264977305E+00 1.264747891E+00 1.264928189E+00
1.266670514E+01 1.269274053E+00 1.269179365E+00 1.268961037E+00 1.269164657E+00
1.283333839E+01 1.273729287E+00 1.273632457E+00 1.273439649E+00 1.273673013E+00
1.300000000E+01 1.278463250E+00 1.278390255E+00 1.278212867E+00 1.278412947E+00
