N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.211774348E+00 1.207858547E+00 1.204630749E+00 1.201784769E+00
1.016672606E+01 1.217347742E+00 1.213678206E+00 1.210729665E+00 1.207721207E+00
1.033324570E+01 1.221612505E+00 1.218183848E+00 1.215520303E+00 1.212993812E+00
1.049996187E+01 1.224962366E+00 1.221797864E+00 1.219445941E+00 1.217388920E+00
1.066670514E+01 1.227726690E+00 1.224872580E+00 1.222867342E+00 1.221266805E+00
1.083333839E+01 1.230178932E+00 1.227691389E+00 1.226027523E+00 1.224912714E+00
1.100000000E+01 1.232540888E+00 1.230467203E+00 1.229227987E+00 1.228488540E+00
1.116672606E+01 1.234981194E+00 1.233340065E+00 1.232493320E+00 1.232069202E+00
1.133324570E+01 1.237611726E+00 1.236380187E+00 1.235865113E+00 1.235684959E+00
1.149996187E+01 1.240488560E+00 1.239602915E+00 1.239326981E+00 1.239289758E+00
1.166670514E+01 1.243630574E+00 1.242994185E+00 1.242871033E+00 1.242937056E+00
1.183333839E+01 1.246994318E+00 1.246536992E+00 1.246496420E+00 1.246585485E+00
1.200000000E+01 1.250576558E+00 1.250228917E+00 1.250222568E+00 1.250340405E+00
1.216672606E+01 1.254395863E+00 1.254087203E+00 1.254104329E+00 1.254224719E+00
1.233324570E+01 1.258413859E+00 1.258143683E+00 1.258174537E+00 1.258292055E+00
1.249996187E+01 1.262705471E+00 1.262434967E+00 1.262476750E+00 1.262587526E+00
1.266670514E+01 1.267268019E+00 1.266993325E+00 1.267046252E+00 1.267163124E+00
1.283333839E+01 1.272121053E+00 1.271846029E+00 1.271931482E+00 1.272048702E+00
1.300000000E+01 1.277279325E+00 1.277009448E+00 1.277096528E+00 1.277208885E+00
