N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.210569497E+00 1.208017177E+00 1.205850393E+00 1.203760930E+00
1.016672606E+01 1.214561835E+00 1.212135114E+00 1.210043153E+00 1.208242763E+00
1.033324570E+01 1.217732423E+00 1.215427945E+00 1.213557070E+00 1.211917756E+00
1.049996187E+01 1.220337294E+00 1.218182454E+00 1.216558201E+00 1.215008931E+00
1.066670514E+01 1.222598983E+00 1.220643097E+00 1.219289922E+00 1.217958523E+00
1.083333839E+01 1.224716698E+00 1.223017312E+00 1.221957287E+00 1.220870172E+00
1.100000000E+01 1.226866779E+00 1.225473386E+00 1.224716719E+00 1.223887900E+00
1.116672606E+01 1.229197161E+00 1.228135569E+00 1.227678327E+00 1.227092209E+00
1.133324570E+01 1.231819872E+00 1.231082115E+00 1.230870268E+00 1.230463702E+00
1.149996187E+01 1.234806167E+00 1.234358366E+00 1.234316859E+00 1.234037221E+00
1.166670514E+01 1.238187385E+00 1.237950113E+00 1.238021884E+00 1.237817640E+00
1.183333839E+01 1.241962829E+00 1.241865558E+00 1.241981273E+00 1.241823296E+00
1.200000000E+01 1.246113276E+00 1.246090919E+00 1.246224569E+00 1.246075913E+00
1.216672606E+01 1.250616018E+00 1.250624213E+00 1.250774438E+00 1.250630871E+00
1.233324570E+01 1.255454805E+00 1.255472175E+00 1.255609731E+00 1.255460557E+00
1.249996187E+01 1.260620336E+00 1.260627690E+00 1.260780156E+00 1.260612966E+00
1.266670514E+01 1.266103967E+00 1.266113949E+00 1.266266925E+00 1.266130492E+00
1.283333839E+01 1.271891094E+00 1.271897812E+00 1.272065184E+00 1.271931589E+00
1.300000000E+01 1.277963292E+00 1.277985727E+00 1.278152378E+00 1.278031127E+00
