N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.171441276E+00 1.169247653E+00 1.167870372E+00 1.166070970E+00
1.600000000E+01 1.255858954E+00 1.253975456E+00 1.252594664E+00 1.250423911E+00
1.700000000E+01 1.319172184E+00 1.316867393E+00 1.314616555E+00 1.314433334E+00
1.549996187E+01 1.229818733E+00 1.226887819E+00 1.226127154E+00 1.224915965E+00
1.649996187E+01 1.284192976E+00 1.281740783E+00 1.280669424E+00 1.279665732E+00
1.674996808E+01 1.301153339E+00 1.297547250E+00 1.296907141E+00 1.296251649E+00
1.624993176E+01 1.268941108E+00 1.267204689E+00 1.265810992E+00 1.264856545E+00
1.574996808E+01 1.243251435E+00 1.241325173E+00 1.239040111E+00 1.238187276E+00
1.524993176E+01 1.210938260E+00 1.208617099E+00 1.207371552E+00 1.206326630E+00
