N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.176976445E+00 1.176330964E+00 1.176090326E+00 1.174991722E+00
1.600000000E+01 1.257280675E+00 1.255711041E+00 1.254623765E+00 1.252718095E+00
1.700000000E+01 1.323508467E+00 1.321542022E+00 1.319595941E+00 1.319646534E+00
1.549996187E+01 1.231149345E+00 1.228590236E+00 1.228165136E+00 1.227240534E+00
1.649996187E+01 1.286514600E+00 1.284419298E+00 1.283665626E+00 1.282934274E+00
1.674996808E+01 1.304299412E+00 1.301058027E+00 1.300737891E+00 1.300347498E+00
1.624993176E+01 1.270715232E+00 1.269311638E+00 1.268223221E+00 1.267538323E+00
1.574996808E+01 1.244492315E+00 1.242879837E+00 1.240890748E+00 1.240302501E+00
1.524993176E+01 1.213120880E+00 1.211421723E+00 1.210680981E+00 1.210009173E+00
