N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 7.946000000E-06 6.844000000E-06 5.921000000E-06 5.016000000E-06 3.770000000E-06 1.591000000E-06 6.530000000E-06 6.634000000E-06 7.536000000E-06 9.487000000E-06 1.293900000E-05
1.600000000E+01 1.296420000E-04 1.141350000E-04 1.001080000E-04 8.806600000E-05 7.846200000E-05 7.170100000E-05 6.775500000E-05 6.650900000E-05 6.773500000E-05 7.081000000E-05 7.477800000E-05
1.700000000E+01 1.879435000E-03 1.808629000E-03 1.689691000E-03 1.556815000E-03 1.418620000E-03 1.277527000E-03 1.143896000E-03 1.028358000E-03 9.294710000E-04 8.599270000E-04 8.161880000E-04
1.549996187E+01 3.240500000E-05 2.814000000E-05 2.468700000E-05 2.212600000E-05 2.041500000E-05 1.947700000E-05 1.903300000E-05 1.853600000E-05 1.690000000E-05 1.256100000E-05 4.120000000E-06
1.649996187E+01 5.087130000E-04 4.635450000E-04 4.168130000E-04 3.711470000E-04 3.292850000E-04 2.929380000E-04 2.638450000E-04 2.431660000E-04 2.312520000E-04 2.276550000E-04 2.330570000E-04
1.674996808E+01 9.901060000E-04 9.223240000E-04 8.450930000E-04 7.641920000E-04 6.845910000E-04 6.106750000E-04 5.461220000E-04 4.932150000E-04 4.548070000E-04 4.322920000E-04 4.260270000E-04
1.624993176E+01 2.574830000E-04 2.304400000E-04 2.039790000E-04 1.798370000E-04 1.590230000E-04 1.426360000E-04 1.310670000E-04 1.244770000E-04 1.225800000E-04 1.255230000E-04 1.319730000E-04
1.574996808E+01 6.493300000E-05 5.660800000E-05 4.944200000E-05 4.378200000E-05 3.968100000E-05 3.717500000E-05 3.614200000E-05 3.631300000E-05 3.714400000E-05 3.770600000E-05 3.626200000E-05
1.524993176E+01 1.612500000E-05 1.400200000E-05 1.235700000E-05 1.115700000E-05 1.026900000E-05 9.369000000E-06 7.860000000E-06 4.782000000E-06 9.268000000E-06 9.342000000E-06 1.038100000E-05
