Ew Nt
4.4262002E-1 -1.2642312E+14
4.3992700E-1 -1.1903664E+14
4.3723396E-1 -7.1860393E+13
4.3454092E-1 -1.0358358E+12
4.3184788E-1 6.4354616E+13
4.2915484E-1 1.0310442E+14
4.2646181E-1 1.1302518E+14
4.2376877E-1 1.0604273E+14
4.2107573E-1 9.6150793E+13
4.1838271E-1 9.1795142E+13
4.1568966E-1 9.5667811E+13
4.1299663E-1 1.0710281E+14
4.1030360E-1 1.2303949E+14
4.0761056E-1 1.3847684E+14
4.0491752E-1 1.4836278E+14
4.0222449E-1 1.4988787E+14
3.9953146E-1 1.4302354E+14
3.9683842E-1 1.2953332E+14
3.9414538E-1 1.1237540E+14
3.9145235E-1 9.5893205E+13
3.8875931E-1 8.5233911E+13
3.8606628E-1 8.4160816E+13
3.8337324E-1 9.2734236E+13
3.8068021E-1 1.0700025E+14
3.7798717E-1 1.2112136E+14
3.7529413E-1 1.3043595E+14
3.7260110E-1 1.3355728E+14
3.6990806E-1 1.3259739E+14
3.6721503E-1 1.3179413E+14
3.6452199E-1 1.3550418E+14
3.6182896E-1 1.4655162E+14
3.5913592E-1 1.6550219E+14
3.5644289E-1 1.9097226E+14
3.5374985E-1 2.2076632E+14
3.5105682E-1 2.5332487E+14
3.4836378E-1 2.8871396E+14
3.4567075E-1 3.2860501E+14
3.4297771E-1 3.7541856E+14
3.4028467E-1 4.3138454E+14
3.3759164E-1 4.9815037E+14
3.3489860E-1 5.7697279E+14
3.3220557E-1 6.6908245E+14
3.2951253E-1 7.7580514E+14
3.2681950E-1 8.9830209E+14
3.2412646E-1 1.0370925E+15
3.2143343E-1 1.1916512E+15
3.1874039E-1 1.3603085E+15
3.1604736E-1 1.5404117E+15
3.1335432E-1 1.7285062E+15
3.1066129E-1 1.9203658E+15
3.0796825E-1 2.1109507E+15
3.0527521E-1 2.2945281E+15
3.0258218E-1 2.4650321E+15
2.9988914E-1 2.6165364E+15
2.9719611E-1 2.7435976E+15
2.9450307E-1 2.8412883E+15
2.9181004E-1 2.9047663E+15
2.8911700E-1 2.9280083E+15
2.8642397E-1 2.9010880E+15
2.8373093E-1 2.8059838E+15
2.8103790E-1 2.6132433E+15
2.7834486E-1 2.2848856E+15
2.7565182E-1 1.7885594E+15
2.7295879E-1 1.1205585E+15
2.7026575E-1 7.3706743E+14
