T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 5.196509E-1 1.904870E+1 4.620570E-1 7.933360E+1 5.630400E-1 2.108510E+1 4.696870E-1 7.973120E+1 7.7062198E+00 9.6580049E+00 1.6244861E+00 4.9867555E-01
295 5.248363E-1 1.851300E+1 4.484580E-1 7.865590E+1 5.695304E-1 2.055780E+1 4.563940E-1 7.908970E+1 7.8475354E+00 9.9465896E+00 1.7388485E+00 5.4849114E-01
300 5.298718E-1 1.796010E+1 4.348070E-1 7.795430E+1 5.766421E-1 2.004630E+1 4.433360E-1 7.841420E+1 8.1108022E+00 1.0406908E+01 1.9238230E+00 5.8650091E-01
305 5.348087E-1 1.739250E+1 4.212070E-1 7.720920E+1 5.832551E-1 1.949880E+1 4.302550E-1 7.770050E+1 8.3062111E+00 1.0802203E+01 2.1029390E+00 6.3229966E-01
310 5.396433E-1 1.681090E+1 4.075110E-1 7.644430E+1 5.893316E-1 1.891560E+1 4.169730E-1 7.697540E+1 8.4312974E+00 1.1126795E+01 2.2692117E+00 6.8996069E-01
315 5.443195E-1 1.621480E+1 3.938240E-1 7.564060E+1 5.940833E-1 1.826540E+1 4.035030E-1 7.619650E+1 8.3765694E+00 1.1226691E+01 2.3987430E+00 7.2956107E-01
320 5.489521E-1 1.560820E+1 3.801770E-1 7.478800E+1 5.991142E-1 1.761900E+1 3.901600E-1 7.537550E+1 8.3727109E+00 1.1412679E+01 2.5586939E+00 7.7943098E-01
325 5.534671E-1 1.498980E+1 3.664060E-1 7.391670E+1 6.029029E-1 1.691410E+1 3.764300E-1 7.452760E+1 8.1996288E+00 1.1376899E+01 2.6629121E+00 8.1969633E-01
330 5.578524E-1 1.436040E+1 3.526970E-1 7.298710E+1 6.066774E-1 1.620450E+1 3.628000E-1 7.362270E+1 8.0479345E+00 1.1380172E+01 2.7847299E+00 8.6332069E-01
335 5.622421E-1 1.372430E+1 3.389780E-1 7.201020E+1 6.098605E-1 1.546670E+1 3.490210E-1 7.266340E+1 7.8080807E+00 1.1265493E+01 2.8774773E+00 8.9893949E-01
340 5.665222E-1 1.307940E+1 3.252020E-1 7.099310E+1 6.119138E-1 1.468340E+1 3.348990E-1 7.165110E+1 7.4179729E+00 1.0923900E+01 2.8954998E+00 9.1833901E-01
