T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.128842E-1 6.404700E+0 3.950550E-1 7.615510E+1 2.545401E-1 7.956300E+0 4.071300E-1 7.677530E+1 1.6365162E+01 1.9501527E+01 2.9658831E+00 8.0781189E-01
295 2.178470E-1 6.245300E+0 3.806930E-1 7.530600E+1 2.619120E-1 7.824800E+0 3.931830E-1 7.598410E+1 1.6824353E+01 2.0185819E+01 3.1766379E+00 8.9242355E-01
300 2.227840E-1 6.073000E+0 3.661860E-1 7.444180E+1 2.701778E-1 7.705900E+0 3.794850E-1 7.515840E+1 1.7541708E+01 2.1190257E+01 3.5044863E+00 9.5345297E-01
305 2.277384E-1 5.888800E+0 3.517640E-1 7.350920E+1 2.781825E-1 7.557400E+0 3.655960E-1 7.430900E+1 1.8133456E+01 2.2079022E+01 3.7834112E+00 1.0763165E+00
310 2.327161E-1 5.693000E+0 3.372660E-1 7.253370E+1 2.858472E-1 7.378000E+0 3.517100E-1 7.338750E+1 1.8587238E+01 2.2838168E+01 4.1067925E+00 1.1634134E+00
315 2.376277E-1 5.484700E+0 3.227930E-1 7.150400E+1 2.921636E-1 7.139400E+0 3.374330E-1 7.241850E+1 1.8666220E+01 2.3177018E+01 4.3386391E+00 1.2627989E+00
320 2.426050E-1 5.266900E+0 3.083130E-1 7.041500E+1 2.989746E-1 6.900900E+0 3.232840E-1 7.139870E+1 1.8854311E+01 2.3678071E+01 4.6309128E+00 1.3777562E+00
325 2.475652E-1 5.038200E+0 2.938050E-1 6.926780E+1 3.044024E-1 6.608000E+0 3.088160E-1 7.029500E+1 1.8671732E+01 2.3756053E+01 4.8608233E+00 1.4612704E+00
330 2.524947E-1 4.798900E+0 2.793500E-1 6.803640E+1 3.099093E-1 6.306700E+0 2.943190E-1 6.914330E+1 1.8526259E+01 2.3907907E+01 5.0859781E+00 1.6008782E+00
335 2.575303E-1 4.552100E+0 2.648210E-1 6.674760E+1 3.147480E-1 5.976800E+0 2.797150E-1 6.788710E+1 1.8178892E+01 2.3837170E+01 5.3247055E+00 1.6785221E+00
340 2.625576E-1 4.296300E+0 2.503990E-1 6.534940E+1 3.181632E-1 5.603800E+0 2.646530E-1 6.655070E+1 1.7477068E+01 2.3332382E+01 5.3859204E+00 1.8050900E+00
