T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.426852E-1 3.152540E+1 5.254220E-1 8.078830E+1 7.469573E-1 3.187050E+1 5.242500E-1 8.138700E+1 5.7193363E-01 1.0828195E+00 -2.2355746E-01 7.3562117E-01
295 7.433616E-1 3.059330E+1 5.131170E-1 8.020670E+1 7.477613E-1 3.095300E+1 5.121020E-1 8.083200E+1 5.8838295E-01 1.1620845E+00 -1.9820270E-01 7.7357977E-01
300 7.439871E-1 2.965940E+1 5.007970E-1 7.960400E+1 7.485705E-1 3.003960E+1 5.000060E-1 8.025760E+1 6.1228702E-01 1.2656627E+00 -1.5819810E-01 8.1437770E-01
305 7.445740E-1 2.872390E+1 4.883790E-1 7.899110E+1 7.492938E-1 2.912160E+1 4.877710E-1 7.967980E+1 6.2989978E-01 1.3656530E+00 -1.2464866E-01 8.6433450E-01
310 7.451257E-1 2.778770E+1 4.759290E-1 7.835760E+1 7.499361E-1 2.819960E+1 4.755420E-1 7.907340E+1 6.4144132E-01 1.4606590E+00 -8.1380824E-02 9.0523488E-01
315 7.456412E-1 2.685140E+1 4.634810E-1 7.769720E+1 7.504423E-1 2.726810E+1 4.632570E-1 7.843610E+1 6.3976937E-01 1.5281593E+00 -4.8353290E-02 9.4204072E-01
320 7.461359E-1 2.591610E+1 4.510280E-1 7.701040E+1 7.509491E-1 2.634030E+1 4.510180E-1 7.777070E+1 6.4094890E-01 1.6104600E+00 -2.2172064E-03 9.7761753E-01
325 7.466050E-1 2.498160E+1 4.384960E-1 7.630700E+1 7.513409E-1 2.540460E+1 4.386410E-1 7.708420E+1 6.3032639E-01 1.6650528E+00 3.3056645E-02 1.0082481E+00
330 7.470500E-1 2.404870E+1 4.259320E-1 7.557910E+1 7.517140E-1 2.447130E+1 4.262670E-1 7.637020E+1 6.2044873E-01 1.7269209E+00 7.8589241E-02 1.0358752E+00
335 7.474865E-1 2.311820E+1 4.133760E-1 7.481790E+1 7.520322E-1 2.353580E+1 4.138890E-1 7.561540E+1 6.0445550E-01 1.7743183E+00 1.2394628E-01 1.0546793E+00
340 7.479046E-1 2.219060E+1 4.008150E-1 7.402510E+1 7.522542E-1 2.259390E+1 4.014480E-1 7.481650E+1 5.7820880E-01 1.7849951E+00 1.5767920E-01 1.0577881E+00
