T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 5.842089E-1 2.211270E+1 4.749410E-1 7.969560E+1 6.232001E-1 2.406730E+1 4.818410E-1 8.014880E+1 6.2566100E+00 8.1213929E+00 1.4320077E+00 5.6544827E-01
295 5.883524E-1 2.146130E+1 4.615220E-1 7.903650E+1 6.283737E-1 2.342580E+1 4.688220E-1 7.951870E+1 6.3690285E+00 8.3860530E+00 1.5570942E+00 6.0639824E-01
300 5.923609E-1 2.079610E+1 4.480200E-1 7.836050E+1 6.340827E-1 2.280290E+1 4.559200E-1 7.887810E+1 6.5798673E+00 8.8006350E+00 1.7327601E+00 6.5620242E-01
305 5.962791E-1 2.011940E+1 4.345020E-1 7.765600E+1 6.393257E-1 2.214840E+1 4.430130E-1 7.819940E+1 6.7331252E+00 9.1609326E+00 1.9211626E+00 6.9489024E-01
310 6.001044E-1 1.943180E+1 4.210210E-1 7.691030E+1 6.440801E-1 2.146260E+1 4.300660E-1 7.748300E+1 6.8276756E+00 9.4620409E+00 2.1031656E+00 7.3912987E-01
315 6.037976E-1 1.873330E+1 4.074480E-1 7.614680E+1 6.476808E-1 2.071580E+1 4.167390E-1 7.674960E+1 6.7754363E+00 9.5699901E+00 2.2294530E+00 7.8541126E-01
320 6.074453E-1 1.802710E+1 3.938880E-1 7.534340E+1 6.515158E-1 1.997570E+1 4.035700E-1 7.597290E+1 6.7643026E+00 9.7548521E+00 2.3990881E+00 8.2858493E-01
325 6.109952E-1 1.731230E+1 3.803640E-1 7.449370E+1 6.542908E-1 1.918250E+1 3.901780E-1 7.514000E+1 6.6171800E+00 9.7495113E+00 2.5152623E+00 8.6012776E-01
330 6.144379E-1 1.658970E+1 3.667360E-1 7.362210E+1 6.570609E-1 1.838800E+1 3.767040E-1 7.428990E+1 6.4869177E+00 9.7797477E+00 2.6461094E+00 8.9891089E-01
335 6.178777E-1 1.586290E+1 3.531560E-1 7.269670E+1 6.593280E-1 1.756860E+1 3.631440E-1 7.337650E+1 6.2867495E+00 9.7087987E+00 2.7504241E+00 9.2645466E-01
340 6.212274E-1 1.513040E+1 3.395910E-1 7.172060E+1 6.606455E-1 1.670730E+1 3.493060E-1 7.239880E+1 5.9666039E+00 9.4383892E+00 2.7812291E+00 9.3675586E-01
