T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.374431E-1 3.109010E+1 5.232930E-1 8.056550E+1 7.435458E-1 3.156450E+1 5.220230E-1 8.132080E+1 8.2075643E-01 1.5029543E+00 -2.4328430E-01 9.2879067E-01
295 7.382338E-1 3.016270E+1 5.108960E-1 7.997310E+1 7.445064E-1 3.065470E+1 5.098390E-1 8.075990E+1 8.4251794E-01 1.6049741E+00 -2.0732035E-01 9.7424588E-01
300 7.389717E-1 2.923240E+1 4.984020E-1 7.937000E+1 7.454956E-1 2.975090E+1 4.976160E-1 8.019770E+1 8.7510912E-01 1.7428044E+00 -1.5795312E-01 1.0320745E+00
305 7.396704E-1 2.830060E+1 4.858700E-1 7.874780E+1 7.463797E-1 2.884120E+1 4.853980E-1 7.960780E+1 8.9891244E-01 1.8744019E+00 -9.7239791E-02 1.0802962E+00
310 7.403329E-1 2.736810E+1 4.733390E-1 7.809900E+1 7.471632E-1 2.792600E+1 4.731750E-1 7.898980E+1 9.1416440E-01 1.9977798E+00 -3.4659481E-02 1.1277405E+00
315 7.409575E-1 2.643560E+1 4.607980E-1 7.742580E+1 7.477668E-1 2.699770E+1 4.608650E-1 7.834060E+1 9.1061812E-01 2.0820292E+00 1.4537880E-02 1.1677215E+00
320 7.415611E-1 2.550330E+1 4.481730E-1 7.673690E+1 7.483810E-1 2.607400E+1 4.485340E-1 7.767670E+1 9.1128717E-01 2.1887704E+00 8.0484423E-02 1.2098866E+00
325 7.421381E-1 2.457190E+1 4.355230E-1 7.602270E+1 7.488412E-1 2.513920E+1 4.360900E-1 7.698150E+1 8.9512970E-01 2.2566351E+00 1.3001903E-01 1.2454940E+00
330 7.426894E-1 2.364240E+1 4.228810E-1 7.527780E+1 7.492842E-1 2.420720E+1 4.237090E-1 7.624840E+1 8.8014668E-01 2.3331901E+00 1.9541714E-01 1.2729447E+00
335 7.432333E-1 2.271500E+1 4.102330E-1 7.450030E+1 7.496542E-1 2.327120E+1 4.113050E-1 7.547350E+1 8.5651491E-01 2.3900787E+00 2.6063384E-01 1.2894592E+00
340 7.437576E-1 2.179010E+1 3.974930E-1 7.370530E+1 7.498934E-1 2.232590E+1 3.987510E-1 7.466350E+1 8.1822296E-01 2.3999033E+00 3.1548510E-01 1.2833580E+00
