T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.424484E-1 7.507500E+0 4.036690E-1 7.671030E+1 2.870724E-1 9.210900E+0 4.151780E-1 7.728170E+1 1.5544511E+01 1.8493307E+01 2.7720640E+00 7.3937297E-01
295 2.477924E-1 7.322700E+0 3.894130E-1 7.588770E+1 2.948547E-1 9.053900E+0 4.013750E-1 7.650280E+1 1.5961184E+01 1.9121042E+01 2.9802554E+00 8.0402286E-01
300 2.530955E-1 7.123300E+0 3.750280E-1 7.504750E+1 3.035493E-1 8.910200E+0 3.876910E-1 7.571320E+1 1.6621287E+01 2.0054544E+01 3.2662610E+00 8.7923902E-01
305 2.584044E-1 6.910900E+0 3.607450E-1 7.413740E+1 3.119341E-1 8.734100E+0 3.739450E-1 7.487680E+1 1.7160580E+01 2.0874503E+01 3.5299309E+00 9.8748878E-01
310 2.637223E-1 6.685800E+0 3.463340E-1 7.319970E+1 3.199282E-1 8.524300E+0 3.601770E-1 7.397610E+1 1.7568286E+01 2.1567753E+01 3.8433881E+00 1.0495282E+00
315 2.689601E-1 6.446800E+0 3.319940E-1 7.219800E+1 3.264914E-1 8.250500E+0 3.459570E-1 7.304470E+1 1.7621077E+01 2.1861705E+01 4.0360507E+00 1.1591532E+00
320 2.742550E-1 6.197400E+0 3.176010E-1 7.115010E+1 3.335469E-1 7.976900E+0 3.319350E-1 7.204830E+1 1.7776181E+01 2.2308165E+01 4.3183153E+00 1.2466637E+00
325 2.795187E-1 5.936100E+0 3.032190E-1 7.003810E+1 3.391486E-1 7.644700E+0 3.175300E-1 7.098850E+1 1.7582234E+01 2.2350125E+01 4.5069757E+00 1.3388084E+00
330 2.847367E-1 5.663000E+0 2.888520E-1 6.885420E+1 3.448169E-1 7.303700E+0 3.031690E-1 6.986640E+1 1.7423798E+01 2.2463957E+01 4.7224485E+00 1.4487651E+00
335 2.900543E-1 5.381900E+0 2.744390E-1 6.761010E+1 3.497830E-1 6.932000E+0 2.886370E-1 6.866050E+1 1.7075930E+01 2.2361512E+01 4.9189813E+00 1.5298461E+00
340 2.953492E-1 5.090800E+0 2.601170E-1 6.626450E+1 3.532751E-1 6.514100E+0 2.737210E-1 6.736490E+1 1.6396825E+01 2.1849526E+01 4.9700242E+00 1.6334916E+00
