N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.216181387E+00 1.219078691E+00 1.222292302E+00 1.225156615E+00 1.228443456E+00 1.231506736E+00 1.233496354E+00 1.235520413E+00 1.236953900E+00 1.236771338E+00 1.236448836E+00
1.016672606E+01 1.216274350E+00 1.219160581E+00 1.222366949E+00 1.225229496E+00 1.228515116E+00 1.231579305E+00 1.233574583E+00 1.235602727E+00 1.237041376E+00 1.236868484E+00 1.236552920E+00
1.033324570E+01 1.216409677E+00 1.219279831E+00 1.222475664E+00 1.225335622E+00 1.228619486E+00 1.231684991E+00 1.233688518E+00 1.235722670E+00 1.237168833E+00 1.237010094E+00 1.236704723E+00
1.049996187E+01 1.216606201E+00 1.219453029E+00 1.222633563E+00 1.225489682E+00 1.228770968E+00 1.231838414E+00 1.233853885E+00 1.235896824E+00 1.237354013E+00 1.237215831E+00 1.236925358E+00
1.066670514E+01 1.216890396E+00 1.219703518E+00 1.222861871E+00 1.225712239E+00 1.228989761E+00 1.232060020E+00 1.234092715E+00 1.236148456E+00 1.237621779E+00 1.237513417E+00 1.237244673E+00
1.083333839E+01 1.217298825E+00 1.220063512E+00 1.223189868E+00 1.226031530E+00 1.229303569E+00 1.232377876E+00 1.234435118E+00 1.236509542E+00 1.238006272E+00 1.237940976E+00 1.237703862E+00
1.100000000E+01 1.217880612E+00 1.220576301E+00 1.223656797E+00 1.226485177E+00 1.229749180E+00 1.232829206E+00 1.234921068E+00 1.237022477E+00 1.238553219E+00 1.238549466E+00 1.238358141E+00
1.116672606E+01 1.218699273E+00 1.221297874E+00 1.224313274E+00 1.227138224E+00 1.230373342E+00 1.233461201E+00 1.235600888E+00 1.237740987E+00 1.239320654E+00 1.239404007E+00 1.239278510E+00
1.133324570E+01 1.219832579E+00 1.222296840E+00 1.225220992E+00 1.228012770E+00 1.231241065E+00 1.234329670E+00 1.236533611E+00 1.238728294E+00 1.240377484E+00 1.240582010E+00 1.240550162E+00
1.149996187E+01 1.221368622E+00 1.223651149E+00 1.226449536E+00 1.229188725E+00 1.232393275E+00 1.235493956E+00 1.237780808E+00 1.240050570E+00 1.241796575E+00 1.242165767E+00 1.242265141E+00
1.166670514E+01 1.223396520E+00 1.225440387E+00 1.228078231E+00 1.230734469E+00 1.233887403E+00 1.236998707E+00 1.239395039E+00 1.241764031E+00 1.243640567E+00 1.244226314E+00 1.244505213E+00
1.183333839E+01 1.225991547E+00 1.227733654E+00 1.230148721E+00 1.232679471E+00 1.235769438E+00 1.238895820E+00 1.241404615E+00 1.243897101E+00 1.245941388E+00 1.246799385E+00 1.247315410E+00
1.200000000E+01 1.229197720E+00 1.230575514E+00 1.232709165E+00 1.235059187E+00 1.238060773E+00 1.241181822E+00 1.243800876E+00 1.246434212E+00 1.248679829E+00 1.249860383E+00 1.250674491E+00
1.216672606E+01 1.233014421E+00 1.233974912E+00 1.235769126E+00 1.237893453E+00 1.240740570E+00 1.243830711E+00 1.246536962E+00 1.249312474E+00 1.251778598E+00 1.253313582E+00 1.254478100E+00
1.233324570E+01 1.237395496E+00 1.237906749E+00 1.239309902E+00 1.241125849E+00 1.243796895E+00 1.246795680E+00 1.249542523E+00 1.252438087E+00 1.255118808E+00 1.257008956E+00 1.258552376E+00
1.249996187E+01 1.242267684E+00 1.242306470E+00 1.243282831E+00 1.244752368E+00 1.247167478E+00 1.250026764E+00 1.252748191E+00 1.255716863E+00 1.258576287E+00 1.260785402E+00 1.262700004E+00
1.266670514E+01 1.247541230E+00 1.247114070E+00 1.247656231E+00 1.248725625E+00 1.250838018E+00 1.253487248E+00 1.256106935E+00 1.259082867E+00 1.262058933E+00 1.264518075E+00 1.266757658E+00
1.283333839E+01 1.253149457E+00 1.252273681E+00 1.252371717E+00 1.253009657E+00 1.254781026E+00 1.257162187E+00 1.259603367E+00 1.262511450E+00 1.265526037E+00 1.268145507E+00 1.270633945E+00
1.300000000E+01 1.259038748E+00 1.257742141E+00 1.257406915E+00 1.257602589E+00 1.258993856E+00 1.261057111E+00 1.263249966E+00 1.266015072E+00 1.268985148E+00 1.271667753E+00 1.274312994E+00
