fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_310 001_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.656186144E-15 1.000000000E+20 1.258764973E+00 8.944832285E-16 3.307768200E-04 
001_310_SRH 001_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.022760257E-15 1.000000000E+20 1.278194350E+00 8.606986707E-16 1.118557614E-03 
002_310 002_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.120979816E-15 1.000000000E+20 1.264704263E+00 1.296531818E-15 4.338870837E-04 
002_310_SRH 002_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.494385947E-15 1.000000000E+20 1.278231943E+00 1.263248807E-15 1.123035767E-03 
003_310 003_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.795504199E-15 1.000000000E+20 1.268946817E+00 1.886880605E-15 5.461562847E-04 
003_310_SRH 003_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.178953466E-15 1.000000000E+20 1.278286460E+00 1.854016863E-15 1.129586320E-03 
004_310 004_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.769593083E-15 1.000000000E+20 1.271960259E+00 2.753419797E-15 6.611801558E-04 
004_310_SRH 004_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.167601727E-15 1.000000000E+20 1.278364998E+00 2.720946141E-15 1.139153146E-03 
005_310 005_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.166268968E-15 1.000000000E+20 1.274110889E+00 4.025071916E-15 7.731030072E-04 
005_310_SRH 005_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.585126429E-15 1.000000000E+20 1.278477329E+00 3.993009060E-15 1.153093079E-03 
006_310 006_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.148637152E-15 1.000000000E+20 1.275676061E+00 5.890873092E-15 8.785702775E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.596934350E-15 1.000000000E+20 1.278636143E+00 5.859290836E-15 1.173338056E-03 
007_310 007_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.192284851E-14 1.000000000E+20 1.276862414E+00 8.627892121E-15 9.777984363E-04 
007_310_SRH 007_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.411968984E-15 1.000000000E+20 1.278857027E+00 8.596910292E-15 1.202600950E-03 
008_310 008_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.573155650E-14 1.000000000E+20 1.277822658E+00 1.264207456E-14 1.074577660E-03 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.327592539E-14 1.000000000E+20 1.279157499E+00 1.261186250E-14 1.244616196E-03 
009_310 009_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.083108371E-14 1.000000000E+20 1.278667880E+00 1.852802545E-14 1.175633838E-03 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.844783475E-14 1.000000000E+20 1.279554039E+00 1.849879495E-14 1.304380912E-03 
010_310 010_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.744904272E-14 1.000000000E+20 1.279474228E+00 2.715664186E-14 1.289848587E-03 
010_310_SRH 010_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.518397208E-14 1.000000000E+20 1.282159707E+00 2.716806297E-14 1.386257803E-03 
011_310 011_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.581889162E-14 1.000000000E+20 1.284929163E+00 3.993305770E-14 1.425424609E-03 
011_310_SRH 011_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.372612876E-14 1.000000000E+20 1.290430200E+00 4.005444123E-14 1.510637003E-03 
012_310 012_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.600071355E-14 1.000000000E+20 1.292070660E+00 5.879941325E-14 1.606450349E-03 
012_310_SRH 012_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.393772007E-14 1.000000000E+20 1.292337367E+00 5.877588767E-14 1.664921520E-03 
013_310 013_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.774511389E-14 1.000000000E+20 1.292972093E+00 8.619079183E-14 1.813208078E-03 
013_310_SRH 013_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.580878386E-14 1.000000000E+20 1.293143124E+00 8.616886345E-14 1.860703280E-03 
014_310 014_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.133963934E-14 1.000000000E+20 1.300607924E+00 1.286796229E-13 2.093156091E-03 
014_310_SRH 014_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.952635935E-14 1.000000000E+20 1.300719749E+00 1.286599407E-13 2.131560073E-03 
015_310 015_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.646532396E-14 1.000000000E+20 1.301507656E+00 1.887243184E-13 2.391795740E-03 
015_310_SRH 015_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.476361120E-14 1.000000000E+20 1.301579194E+00 1.887059907E-13 2.424506389E-03 
016_310 016_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.034946183E-13 1.000000000E+20 1.302236888E+00 2.767673289E-13 2.744789096E-03 
016_310_SRH 016_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.018880458E-13 1.000000000E+20 1.302283412E+00 2.767505435E-13 2.773312768E-03 
017_310 017_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.244717539E-13 1.000000000E+20 1.314692902E+00 4.104602053E-13 3.175883071E-03 
017_310_SRH 017_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.229420935E-13 1.000000000E+20 1.314726384E+00 4.104463172E-13 3.199195775E-03 
018_310 018_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.491625522E-13 1.000000000E+20 1.320479558E+00 6.030455783E-13 3.572291864E-03 
018_310_SRH 018_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.476922932E-13 1.000000000E+20 1.320503508E+00 6.030364968E-13 3.591845474E-03 
019_310 019_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.756291492E-13 1.000000000E+20 1.320961984E+00 8.847590004E-13 4.022789932E-03 
019_310_SRH 019_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.742022822E-13 1.000000000E+20 1.320984683E+00 8.847657746E-13 4.040545667E-03 
