X Y Xfit Yfit
1.5005300E+1 1.2100900E+2 1.4667731E+1 1.2131919E+2
1.5733900E+1 1.3350000E+2 1.5764129E+1 1.3375010E+2
1.6820700E+1 1.4730600E+2 1.6820700E+1 1.4752460E+2
1.7802400E+1 1.6274200E+2 1.7825368E+1 1.6281910E+2
1.8756400E+1 1.7983000E+2 1.8770733E+1 1.7983000E+2
1.9641600E+1 1.9882400E+2 1.9653972E+1 1.9877434E+2
2.0553100E+1 2.1999900E+2 2.0476332E+1 2.1989101E+2
2.1394100E+1 2.4354100E+2 2.1242382E+1 2.4344249E+2
2.2187400E+1 2.6983200E+2 2.1959211E+1 2.6971737E+2
2.2923600E+1 2.9912000E+2 2.2635682E+1 2.9903338E+2
2.3548400E+1 3.3183300E+2 2.3281834E+1 3.3174107E+2
2.4160000E+1 3.6822800E+2 2.3908443E+1 3.6822800E+2
2.4774300E+1 4.0892200E+2 2.4526759E+1 4.0892346E+2
2.5395400E+1 4.5427800E+2 2.5148398E+1 4.5430372E+2
2.5985700E+1 5.0478400E+2 2.5785358E+1 5.0489777E+2
2.6580500E+1 5.6115100E+2 2.6450154E+1 5.6129371E+2
2.7259100E+1 6.2403100E+2 2.7156032E+1 6.2414567E+2
2.7807500E+1 6.9409400E+2 2.7917280E+1 6.9418170E+2
2.8549200E+1 7.7211900E+2 2.8749602E+1 7.7221205E+2
2.9252600E+1 8.5894400E+2 2.9670586E+1 8.5913905E+2
3.0513700E+1 9.5595100E+2 3.0700255E+1 9.5596706E+2
3.1348000E+1 1.0639200E+3 3.1861737E+1 1.0638148E+3
3.3035300E+1 1.1845600E+3 3.3182045E+1 1.1839275E+3
3.4544100E+1 1.3186400E+3 3.4693052E+1 1.3176922E+3
3.5745600E+1 1.4671900E+3 3.6432631E+1 1.4666529E+3
3.7358300E+1 1.6332900E+3 3.8446066E+1 1.6325290E+3
3.9748400E+1 1.8191100E+3 4.0787764E+1 1.8172349E+3
4.2136500E+1 2.0244800E+3 4.3523346E+1 2.0229020E+3
4.6768500E+1 2.2536900E+3 4.6732214E+1 2.2519033E+3
5.0341100E+1 2.5091000E+3 5.0510703E+1 2.5068807E+3
5.3904800E+1 2.7939400E+3 5.4975959E+1 2.7907753E+3
6.0697900E+1 3.1062700E+3 6.0270710E+1 3.1068614E+3
6.9540500E+1 3.4613200E+3 6.6569146E+1 3.4587837E+3
7.4658900E+1 3.8542400E+3 7.4084180E+1 3.8505994E+3
8.4926600E+1 4.2895600E+3 8.3076396E+1 4.2868243E+3
9.3865100E+1 4.7728400E+3 9.3865100E+1 4.7724846E+3
1.0718700E+2 5.3173800E+3 1.0684197E+2 5.3131741E+3
1.2291100E+2 5.9134300E+3 1.2248791E+2 5.9151173E+3
1.3674300E+2 6.5852400E+3 1.4139387E+2 6.5852400E+3
1.7226100E+2 7.3330300E+3 1.6428664E+2 7.3312483E+3
2.0116900E+2 8.1648400E+3 1.9206057E+2 8.1617134E+3
2.3286200E+2 9.0751400E+3 2.2581692E+2 9.0861667E+3
2.7008600E+2 1.0124400E+4 2.6691251E+2 1.0115208E+4
3.1518600E+2 1.1280500E+4 3.1701958E+2 1.1260614E+4
3.9885900E+2 1.2554800E+4 3.7820012E+2 1.2535477E+4
4.5593300E+2 1.3934700E+4 4.5299726E+2 1.3954329E+4
5.4006900E+2 1.5492900E+4 5.4454847E+2 1.5533305E+4
6.4666700E+2 1.7262400E+4 6.5672479E+2 1.7290295E+4
7.9430300E+2 1.9214500E+4 7.9430300E+2 1.9245130E+4
9.5720000E+2 2.1403800E+4 9.6317651E+2 2.1419750E+4
1.1097100E+3 2.3769900E+4 1.1706172E+3 2.3838420E+4
1.5345700E+3 2.6563600E+4 1.4255938E+3 2.6527909E+4
1.7641500E+3 2.9608200E+4 1.7391635E+3 2.9517689E+4
1.9423100E+3 3.2649600E+4 2.1249501E+3 3.2840114E+4
2.5219000E+3 3.6425500E+4 2.5997321E+3 3.6530624E+4
3.2073600E+3 4.0507100E+4 3.1841457E+3 4.0627818E+4
4.0252400E+3 4.4738000E+4 3.9035355E+3 4.5173490E+4
4.5487500E+3 5.0382300E+4 4.7889972E+3 5.0212694E+4
5.3509600E+3 5.5880000E+4 5.8785710E+3 5.5793384E+4
6.8011900E+3 6.2149300E+4 7.2187011E+3 6.1966144E+4
8.0836500E+3 6.9505900E+4 8.8658810E+3 6.8783371E+4
1.1037200E+4 7.7214200E+4 1.0888559E+4 7.6298214E+4
1.4113400E+4 8.5048200E+4 1.3369215E+4 8.4562807E+4
1.7483600E+4 9.3697100E+4 1.6406599E+4 9.3625918E+4
1.9249300E+4 1.0380300E+5 2.0117942E+4 1.0352951E+5
2.4180700E+4 1.1288000E+5 2.4641113E+4 1.1430462E+5
3.3357500E+4 1.3995500E+5 3.6784256E+4 1.3849927E+5
3.4520400E+4 1.3171500E+5 3.0135804E+4 1.2596474E+5
4.4389900E+4 1.4556400E+5 4.4789870E+4 1.5186427E+5
5.0475900E+4 1.6413700E+5 5.4372766E+4 1.6597146E+5
7.9409900E+4 1.7472800E+5 6.5762888E+4 1.8067833E+5
8.9045900E+4 2.0621500E+5 7.9187120E+4 1.9577656E+5
1.0265700E+5 1.9404200E+5 9.4850989E+4 2.1098315E+5
1.0272400E+5 2.1261500E+5 1.1291709E+5 2.2593849E+5
1.5034200E+5 2.2531700E+5 1.3347430E+5 2.4020788E+5
1.5486400E+5 2.4053100E+5 1.5651076E+5 2.5329880E+5
1.7275400E+5 2.4384600E+5 1.8188533E+5 2.6468740E+5
