X Y Xfit Yfit
1.5027800E+1 1.3677100E+2 1.4693073E+1 1.3652472E+2
1.5786600E+1 1.5105400E+2 1.5780588E+1 1.5087253E+2
1.6852500E+1 1.6682400E+2 1.6852877E+1 1.6675280E+2
1.7866200E+1 1.8445700E+2 1.7891577E+1 1.8435989E+2
1.8782900E+1 2.0403600E+2 1.8882051E+1 2.0391320E+2
1.9717000E+1 2.2576000E+2 1.9814213E+1 2.2565806E+2
2.0627000E+1 2.4997700E+2 2.0682724E+1 2.4986686E+2
2.1472900E+1 2.7695100E+2 2.1486669E+1 2.7684060E+2
2.2239100E+1 3.0699100E+2 2.2228885E+1 3.0691126E+2
2.2978000E+1 3.4052100E+2 2.2915129E+1 3.4044478E+2
2.3564500E+1 3.7792100E+2 2.3553246E+1 3.7784489E+2
2.4148500E+1 4.1955900E+2 2.4152446E+1 4.1955770E+2
2.4805800E+1 4.6601100E+2 2.4722743E+1 4.6607689E+2
2.5296900E+1 5.1781500E+2 2.5274573E+1 5.1794973E+2
2.5899000E+1 5.7560600E+2 2.5818572E+1 5.7578364E+2
2.6360800E+1 6.4002100E+2 2.6365499E+1 6.4025352E+2
2.6926500E+1 7.1199800E+2 2.6926271E+1 7.1210982E+2
2.7522800E+1 7.9191600E+2 2.7512093E+1 7.9218755E+2
2.7989600E+1 8.8116200E+2 2.8134658E+1 8.8141593E+2
2.8493000E+1 9.8033300E+2 2.8806415E+1 9.8082971E+2
2.9580500E+1 1.0913400E+3 2.9540889E+1 1.0915807E+3
2.9946700E+1 1.2151200E+3 3.0353074E+1 1.2149520E+3
3.1058600E+1 1.3521000E+3 3.1259882E+1 1.3523720E+3
3.2080700E+1 1.5053100E+3 3.2280688E+1 1.5054316E+3
3.4096800E+1 1.6757800E+3 3.3437964E+1 1.6759027E+3
3.4106400E+1 1.8657900E+3 3.4758043E+1 1.8657582E+3
3.5029100E+1 2.0768500E+3 3.6272036E+1 2.0771954E+3
3.8926600E+1 2.3116600E+3 3.8016941E+1 2.3126612E+3
4.0036700E+1 2.5750700E+3 4.0036993E+1 2.5748803E+3
4.2886700E+1 2.8655300E+3 4.2385307E+1 2.8668870E+3
4.4953100E+1 3.1913200E+3 4.5125888E+1 3.1920600E+3
4.9691900E+1 3.5521000E+3 4.8336105E+1 3.5541617E+3
5.6826500E+1 3.9553800E+3 5.2109711E+1 3.9573815E+3
5.7653700E+1 4.4049300E+3 5.6560580E+1 4.4063842E+3
6.1485400E+1 4.9024200E+3 6.1827296E+1 4.9063643E+3
7.1666500E+1 5.4571900E+3 6.8078807E+1 5.4631053E+3
7.2183000E+1 6.0741000E+3 7.5521413E+1 6.0830469E+3
8.7677100E+1 6.7755100E+3 8.4407370E+1 6.7733590E+3
1.0133400E+2 7.5405700E+3 9.5045529E+1 7.5420243E+3
9.8558600E+1 8.3953400E+3 9.2624663E+1 7.3719850E+3
1.2461400E+2 9.3319000E+3 1.2317882E+2 9.3509753E+3
1.3301600E+2 1.0418700E+4 1.4170910E+2 1.0412171E+4
1.7620600E+2 1.1564600E+4 1.6410681E+2 1.1593782E+4
1.5579100E+2 1.2894700E+4 1.5268524E+2 1.1003493E+4
1.6880000E+2 1.4333100E+4 1.5976984E+2 1.1372451E+4
2.1181600E+2 1.5979400E+4 2.6417880E+2 1.6005497E+4
2.5087200E+2 1.7922600E+4 3.1291690E+2 1.7821587E+4
3.3807400E+2 1.9736700E+4 3.7236003E+2 1.9843602E+4
4.3704400E+2 2.2001700E+4 4.4496329E+2 2.2094836E+4
3.8379100E+2 2.4633200E+4 4.0313401E+2 2.0823611E+4
6.2746600E+2 2.7440000E+4 6.4248182E+2 2.7391482E+4
7.2254600E+2 3.0376000E+4 7.7575951E+2 3.0497734E+4
7.3424000E+2 3.4070300E+4 9.3929766E+2 3.3955528E+4
1.3358500E+3 3.7771900E+4 1.1401476E+3 3.7804370E+4
8.9150200E+2 4.2154000E+4 9.8592649E+2 3.4883839E+4
1.1255600E+3 4.6908600E+4 1.0626360E+3 3.6363537E+4
1.4626200E+3 5.2556900E+4 2.0644557E+3 5.2160311E+4
3.1261000E+3 5.7829500E+4 2.5247482E+3 5.8062280E+4
3.0767100E+3 6.4410200E+4 2.5088398E+3 5.7867872E+4
3.5450800E+3 7.1616400E+4 3.7908613E+3 7.1928102E+4
6.0913200E+3 8.0178600E+4 4.6526617E+3 8.0044735E+4
5.5097300E+3 8.7467800E+4 4.4308048E+3 7.8033648E+4
7.6599600E+3 1.0152000E+5 7.0260464E+3 9.9085077E+4
6.8844000E+3 1.1069500E+5 6.5044610E+3 9.5221860E+4
1.1179600E+4 1.2359200E+5 1.0635556E+4 1.2255077E+5
1.2820500E+4 1.3938100E+5 1.3092643E+4 1.3623110E+5
1.2931400E+4 1.5376200E+5 1.6120290E+4 1.5137908E+5
1.5602400E+4 1.6894200E+5 1.9848678E+4 1.6813026E+5
2.5514600E+4 1.8152600E+5 2.4436153E+4 1.8662448E+5
3.0260800E+4 2.0119900E+5 3.0074165E+4 2.0700149E+5
3.8220500E+4 2.5662400E+5 3.6993412E+4 2.2939767E+5
3.1364700E+4 2.9723600E+5 3.0911272E+4 2.0984819E+5
