N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 320 1.800E-4 2.696504E-1 2.229880E+1 4.290430E-1 7.709750E+1
1.468000E+10 3.162E+16 320 1.800E-4 2.684429E-1 2.217650E+1 4.286700E-1 7.708670E+1
2.154000E+10 3.162E+16 320 1.800E-4 2.667081E-1 2.200120E+1 4.281380E-1 7.707050E+1
3.162000E+10 3.162E+16 320 1.800E-4 2.642397E-1 2.173990E+1 4.273860E-1 7.700150E+1
4.642000E+10 3.162E+16 320 1.800E-4 2.607741E-1 2.139250E+1 4.263430E-1 7.696580E+1
6.813000E+10 3.162E+16 320 1.800E-4 2.559986E-1 2.091740E+1 4.249240E-1 7.691670E+1
1.000000E+11 3.162E+16 320 1.800E-4 2.495818E-1 2.028530E+1 4.230450E-1 7.684980E+1
1.468000E+11 3.162E+16 320 1.800E-4 2.412391E-1 1.947260E+1 4.206310E-1 7.676000E+1
2.154000E+11 3.162E+16 320 1.800E-4 2.308294E-1 1.847050E+1 4.175180E-1 7.666110E+1
3.162000E+11 3.162E+16 320 1.800E-4 2.184516E-1 1.728460E+1 4.138260E-1 7.647980E+1
4.642000E+11 3.162E+16 320 1.800E-4 2.044808E-1 1.598130E+1 4.096210E-1 7.632010E+1
6.813000E+11 3.162E+16 320 1.800E-4 1.894912E-1 1.459400E+1 4.048030E-1 7.610320E+1
1.000000E+12 3.162E+16 320 1.800E-4 1.740856E-1 1.320160E+1 3.996700E-1 7.589680E+1
1.468000E+12 3.162E+16 320 1.800E-4 1.587325E-1 1.182630E+1 3.940190E-1 7.563590E+1
2.154000E+12 3.162E+16 320 1.800E-4 1.437105E-1 1.051060E+1 3.880340E-1 7.539320E+1
3.162000E+12 3.162E+16 320 1.800E-4 1.291663E-1 9.250200E+0 3.816240E-1 7.506290E+1
4.642000E+12 3.162E+16 320 1.800E-4 1.152089E-1 8.069900E+0 3.747160E-1 7.477270E+1
6.813000E+12 3.162E+16 320 1.800E-4 1.019610E-1 6.965700E+0 3.674120E-1 7.437720E+1
1.000000E+13 3.162E+16 320 1.800E-4 8.955484E-2 5.953800E+0 3.597170E-1 7.392780E+1
1.468000E+13 3.162E+16 320 1.800E-4 7.810481E-2 5.041700E+0 3.515380E-1 7.344940E+1
2.154000E+13 3.162E+16 320 1.800E-4 6.768659E-2 4.235000E+0 3.429700E-1 7.297180E+1
3.162000E+13 3.162E+16 320 1.800E-4 5.833144E-2 3.525000E+0 3.340420E-1 7.236250E+1
4.642000E+13 3.162E+16 320 1.800E-4 5.003025E-2 2.911000E+0 3.247570E-1 7.166610E+1
6.813000E+13 3.162E+16 320 1.800E-4 4.274173E-2 2.386100E+0 3.151060E-1 7.086650E+1
1.000000E+14 3.162E+16 320 1.800E-4 3.640144E-2 1.941700E+0 3.050620E-1 6.994170E+1
