name time T kT_1 I
00 13:44:18 290.4 39.92 3.919E-007
00 13:48:14 290.4 39.92 4.553E-007
00 13:58:12 295.3 39.26 4.383E-007
00 14:11:04 299.1 38.76 4.407E-007
00 14:22:42 303.3 38.23 5.549E-007
00 14:35:56 306.6 37.82 6.252E-007
00 14:45:02 310.7 37.32 7.603E-007
00 14:55:12 314.9 36.82 9.837E-007
00 15:13:52 320.2 36.21 1.036E-006
001 15:29:50 324.2 35.76 1.368E-006
001 15:36:56 327.7 35.38 1.835E-006
001 15:56:12 332.7 34.85 2.039E-006
001 16:01:32 335.9 34.52 2.601E-006
001 16:11:32 341.2 33.98 3.327E-006
