T I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph rmsre 
260 1.500000000E-05 6.370441153E+00 1.000000000E+04 8.961014337E-06 2.923076923E+00 1.417531685E+04 1.000000000E+01 9.600000000E-04
270 1.500000000E-05 6.134498888E+00 1.000000000E+04 1.734877276E-05 2.851851852E+00 8.356097641E+03 2.000000000E+01 9.700000000E-04
280 1.500000000E-05 5.915409642E+00 1.000000000E+04 3.203956862E-05 2.785714286E+00 5.115277334E+03 3.000000000E+01 9.800000000E-04
290 1.500000000E-05 5.711429999E+00 1.000000000E+04 5.671930667E-05 2.724137931E+00 3.239170303E+03 4.000000000E+01 9.900000000E-04
300 1.500000000E-05 5.521048999E+00 1.000000000E+04 9.665824002E-05 2.666666667E+00 2.114596000E+03 5.000000000E+01 1.000000000E-03
310 1.500000000E-05 5.342950644E+00 1.000000000E+04 1.591515435E-04 2.612903226E+00 1.418958942E+03 6.000000000E+01 1.010000000E-03
320 1.500000000E-05 5.175983437E+00 1.000000000E+04 2.540078147E-04 2.562500000E+00 9.762046013E+02 7.000000000E+01 1.020000000E-03
330 1.500000000E-05 5.019135454E+00 1.000000000E+04 3.940742666E-04 2.515151515E+00 6.869989165E+02 8.000000000E+01 1.030000000E-03
340 1.500000000E-05 4.871513823E+00 1.000000000E+04 5.957850527E-04 2.470588235E+00 4.935678130E+02 9.000000000E+01 1.040000000E-03
350 1.500000000E-05 4.732327714E+00 1.000000000E+04 8.797176978E-04 2.428571429E+00 3.613631387E+02 1.000000000E+02 1.050000000E-03
