N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.154234118E+00 1.154466608E+00 1.154805234E+00 1.155296687E+00 1.156006256E+00 1.157023044E+00 1.158464269E+00 1.160475375E+00 1.163220146E+00 1.166852052E+00 1.171459514E+00 1.176990117E+00 1.183188365E+00 1.189612408E+00 1.195774731E+00 1.201346309E+00 1.206268415E+00 1.210686061E+00 1.214790887E+00
1.600000000E+01 1.253167210E+00 1.253202853E+00 1.253254980E+00 1.253331143E+00 1.253442233E+00 1.253603851E+00 1.253838052E+00 1.254175554E+00 1.254658136E+00 1.255340794E+00 1.256292681E+00 1.257595379E+00 1.259336759E+00 1.261599305E+00 1.264443561E+00 1.267890898E+00 1.271913468E+00 1.276439585E+00 1.281374868E+00
1.700000000E+01 1.318879330E+00 1.318962077E+00 1.319082919E+00 1.319259138E+00 1.319515448E+00 1.319886776E+00 1.320421659E+00 1.321185813E+00 1.322264986E+00 1.323765048E+00 1.325806310E+00 1.328508692E+00 1.331966561E+00 1.336218116E+00 1.341222404E+00 1.346859927E+00 1.352962328E+00 1.359356656E+00 1.365898833E+00
1.549996187E+01 1.226492960E+00 1.226535402E+00 1.226597343E+00 1.226687532E+00 1.226818423E+00 1.227007407E+00 1.227278331E+00 1.227662828E+00 1.228201042E+00 1.228940779E+00 1.229934210E+00 1.231232005E+00 1.232876863E+00 1.234899911E+00 1.237321571E+00 1.240152819E+00 1.243391243E+00 1.247014301E+00 1.250979514E+00
1.649996187E+01 1.281322784E+00 1.281375474E+00 1.281452502E+00 1.281565000E+00 1.281729003E+00 1.281967388E+00 1.282312412E+00 1.282808703E+00 1.283516375E+00 1.284513311E+00 1.285894862E+00 1.287768359E+00 1.290239904E+00 1.293392838E+00 1.297262474E+00 1.301818048E+00 1.306964655E+00 1.312568924E+00 1.318495445E+00
1.674996808E+01 1.298863055E+00 1.298929613E+00 1.299026866E+00 1.299168807E+00 1.299375518E+00 1.299675546E+00 1.300108864E+00 1.300730262E+00 1.301612499E+00 1.302847869E+00 1.304545720E+00 1.306822862E+00 1.309784491E+00 1.313497145E+00 1.317962314E+00 1.323105248E+00 1.328790313E+00 1.334858386E+00 1.341165082E+00
1.624993176E+01 1.266081878E+00 1.266124249E+00 1.266186209E+00 1.266276739E+00 1.266408796E+00 1.266600918E+00 1.266879343E+00 1.267280579E+00 1.267854249E+00 1.268665500E+00 1.269795779E+00 1.271339923E+00 1.273397318E+00 1.276055782E+00 1.279370179E+00 1.283342884E+00 1.287917186E+00 1.292991105E+00 1.298447283E+00
1.574996808E+01 1.240580689E+00 1.240614368E+00 1.240663606E+00 1.240735471E+00 1.240840157E+00 1.240992137E+00 1.241211737E+00 1.241526922E+00 1.241975134E+00 1.242604637E+00 1.243474620E+00 1.244653085E+00 1.246211806E+00 1.248218318E+00 1.250725330E+00 1.253758884E+00 1.257308921E+00 1.261328941E+00 1.265748551E+00
1.524993176E+01 1.204577194E+00 1.204661967E+00 1.204785488E+00 1.204964860E+00 1.205224096E+00 1.205596131E+00 1.206124733E+00 1.206865157E+00 1.207881929E+00 1.209241091E+00 1.210994967E+00 1.213161437E+00 1.215707697E+00 1.218555251E+00 1.221614311E+00 1.224828107E+00 1.228189801E+00 1.231719780E+00 1.235431488E+00
