fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_290 001_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.520913253E-16 1.000000000E+20 1.237017376E+00 1.265535772E-16 1.362885830E-03 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.913102125E-17 1.000000000E+20 1.255728887E+00 1.281967085E-16 2.880275677E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.796038623E-16 1.000000000E+20 1.245957653E+00 1.859527193E-16 1.651987974E-03 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.639594999E-17 1.000000000E+20 1.255743366E+00 1.881620985E-16 2.889392741E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.186515785E-16 1.000000000E+20 1.247019592E+00 2.723135334E-16 1.917799456E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.259679733E-16 1.000000000E+20 1.255764282E+00 2.761735935E-16 2.902724613E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.750303996E-16 1.000000000E+20 1.247763621E+00 3.990636547E-16 2.161167782E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.831094517E-16 1.000000000E+20 1.255794400E+00 4.053448661E-16 2.922187678E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.573748566E-16 1.000000000E+20 1.254759009E+00 5.961227570E-16 2.390279868E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.650173508E-16 1.000000000E+20 1.255837503E+00 5.949174674E-16 2.950532854E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.726922605E-16 1.000000000E+20 1.255169217E+00 8.743134097E-16 2.575445960E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.812065658E-16 1.000000000E+20 1.255898547E+00 8.731207609E-16 2.991669547E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.339037747E-16 1.000000000E+20 1.255492542E+00 1.282539847E-15 2.744597165E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.436302772E-16 1.000000000E+20 1.255983730E+00 1.281364064E-15 3.051072962E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.547918742E-16 1.000000000E+20 1.255771015E+00 1.881534106E-15 2.910848742E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.661655978E-16 1.000000000E+20 1.256100123E+00 1.880380768E-15 3.136255068E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.149431823E-15 1.000000000E+20 1.256035535E+00 2.760359065E-15 3.090319818E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.068617262E-15 1.000000000E+20 1.260162130E+00 2.768599795E-15 3.251912619E-03 
010_290 010_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.541690166E-15 1.000000000E+20 1.262304794E+00 4.070884332E-15 3.297297977E-03 
010_290_SRH 010_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.469683259E-15 1.000000000E+20 1.268386395E+00 4.091769308E-15 3.441992300E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.034660006E-15 1.000000000E+20 1.268850815E+00 6.006122111E-15 3.570608640E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.954230915E-15 1.000000000E+20 1.268955379E+00 6.005159438E-15 3.658937549E-03 
012_290 012_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.634918248E-15 1.000000000E+20 1.273088139E+00 8.815805590E-15 3.845220358E-03 
012_290_SRH 012_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.570703145E-15 1.000000000E+20 1.274761083E+00 8.817107199E-15 3.912789271E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.310501158E-15 1.000000000E+20 1.275065371E+00 1.293641246E-14 4.212862400E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.237729765E-15 1.000000000E+20 1.275112196E+00 1.293557628E-14 4.265147462E-03 
014_290 014_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.034290337E-15 1.000000000E+20 1.275438633E+00 1.897900353E-14 4.663471271E-03 
014_290_SRH 014_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.965360621E-15 1.000000000E+20 1.275468705E+00 1.897820533E-14 4.706550176E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.869312998E-15 1.000000000E+20 1.282348802E+00 2.803465723E-14 5.210810560E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.822306003E-15 1.000000000E+20 1.284099088E+00 2.808390431E-14 5.255258749E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.781418379E-15 1.000000000E+20 1.288895976E+00 4.140575671E-14 5.833703149E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.718944564E-15 1.000000000E+20 1.288909982E+00 4.140511806E-14 5.861737996E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.650373662E-15 1.000000000E+20 1.289194147E+00 6.076243663E-14 6.479340992E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.590273984E-15 1.000000000E+20 1.289203341E+00 6.076182999E-14 6.503920828E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.750104737E-15 1.000000000E+20 1.297454618E+00 8.993495776E-14 7.215690540E-03 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.720260708E-15 1.000000000E+20 1.298427999E+00 9.002825211E-14 7.243959545E-03 
019_290 019_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.030688323E-15 1.000000000E+20 1.310191596E+00 1.363823543E-13 8.031501702E-03 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.985498231E-15 1.000000000E+20 1.310672060E+00 1.366143079E-13 8.059451297E-03 
