x N
1.7438504E+0 7.0183019E+20
1.7239075E+0 7.3974641E+20
1.7058104E+0 8.6130967E+20
1.6909029E+0 8.4597358E+20
1.6718377E+0 7.8913210E+20
1.6541280E+0 9.8036262E+20
1.6419572E+0 8.7960901E+20
1.6204258E+0 8.6283798E+20
1.6073328E+0 8.9666076E+20
1.5866691E+0 9.1885874E+20
1.5741261E+0 8.2534691E+20
1.5491622E+0 8.5957076E+20
1.5378363E+0 9.4183211E+20
1.5155312E+0 8.1954305E+20
1.4988303E+0 8.6592603E+20
1.4780836E+0 8.3725512E+20
1.4596403E+0 9.0370850E+20
1.4412891E+0 1.0823777E+21
1.4285883E+0 9.7380027E+20
1.4062820E+0 8.9027794E+20
1.3899019E+0 8.5385376E+20
1.3652621E+0 8.0744004E+20
1.3459582E+0 8.9984973E+20
1.3251653E+0 8.9804449E+20
1.3051855E+0 8.8466969E+20
1.2830958E+0 8.4271366E+20
1.2602848E+0 9.7946319E+20
1.2438754E+0 9.8516853E+20
1.2205667E+0 9.1760352E+20
1.2005981E+0 8.8199183E+20
1.1746154E+0 8.9472701E+20
1.1545305E+0 9.1856098E+20
1.1287344E+0 8.8810946E+20
1.1061814E+0 9.1807594E+20
1.0808819E+0 8.9694043E+20
1.0561297E+0 8.7163994E+20
1.0280744E+0 8.8383550E+20
1.0027851E+0 8.7719963E+20
9.7276620E-1 8.7605346E+20
9.4592297E-1 9.4849344E+20
9.1865620E-1 9.5467580E+20
