Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.536039E-1 2.540680E+1 4.424100E-1 7.620500E+1 7.560428E-1 2.569200E+1 4.409170E-1 7.707180E+1 3.2258756E-01 1.1100732E+00 -3.3861248E-01 1.1246656E+00
1.468000E+10 7.515074E-1 2.512280E+1 4.411900E-1 7.577200E+1 7.550172E-1 2.552060E+1 4.391770E-1 7.696540E+1 4.6486358E-01 1.5587408E+00 -4.5835734E-01 1.5505669E+00
2.154000E+10 7.484973E-1 2.474240E+1 4.393360E-1 7.524110E+1 7.535289E-1 2.528630E+1 4.367640E-1 7.683150E+1 6.6773816E-01 2.1509671E+00 -5.8887637E-01 2.0699843E+00
3.162000E+10 7.442173E-1 2.425060E+1 4.364910E-1 7.465320E+1 7.513798E-1 2.497370E+1 4.335990E-1 7.665400E+1 9.5324628E-01 2.8954460E+00 -6.6697571E-01 2.6101704E+00
4.642000E+10 7.382153E-1 2.363550E+1 4.322680E-1 7.406760E+1 7.482996E-1 2.456830E+1 4.295420E-1 7.643540E+1 1.3476287E+00 3.7967625E+00 -6.3462944E-01 3.0977793E+00
6.813000E+10 7.299582E-1 2.289720E+1 4.259260E-1 7.364640E+1 7.439309E-1 2.405840E+1 4.243840E-1 7.620350E+1 1.8782255E+00 4.8265886E+00 -3.6335017E-01 3.3556201E+00
1.000000E+11 7.188885E-1 2.204050E+1 4.170740E-1 7.351000E+1 7.378246E-1 2.343720E+1 4.182930E-1 7.594030E+1 2.5664772E+00 5.9593296E+00 2.9142252E-01 3.2002771E+00
1.468000E+11 7.045373E-1 2.107760E+1 4.062730E-1 7.363760E+1 7.294595E-1 2.270280E+1 4.113140E-1 7.566690E+1 3.4165296E+00 7.1585884E+00 1.2255843E+00 2.6818860E+00
2.154000E+11 6.866798E-1 2.002980E+1 3.951370E-1 7.382020E+1 7.183019E-1 2.185970E+1 4.036270E-1 7.539740E+1 4.4023411E+00 8.3711121E+00 2.1034272E+00 2.0918493E+00
3.162000E+11 6.654649E-1 1.892250E+1 3.848440E-1 7.388720E+1 7.039176E-1 2.091760E+1 3.955920E-1 7.511780E+1 5.4626706E+00 9.5379011E+00 2.7169407E+00 1.6382269E+00
4.642000E+11 6.414054E-1 1.778450E+1 3.756650E-1 7.380910E+1 6.861165E-1 1.989360E+1 3.875040E-1 7.482400E+1 6.5165464E+00 1.0601902E+01 3.0551943E+00 1.3563830E+00
6.813000E+11 6.151701E-1 1.663970E+1 3.674230E-1 7.361790E+1 6.650609E-1 1.881150E+1 3.796150E-1 7.451100E+1 7.5016889E+00 1.1545066E+01 3.2116750E+00 1.1986150E+00
1.000000E+12 5.872810E-1 1.550010E+1 3.598280E-1 7.334890E+1 6.412417E-1 1.769740E+1 3.719720E-1 7.419540E+1 8.4150329E+00 1.2415948E+01 3.2647619E+00 1.1409063E+00
1.468000E+12 5.579327E-1 1.436480E+1 3.524680E-1 7.304630E+1 6.152808E-1 1.657280E+1 3.646490E-1 7.386670E+1 9.3206386E+00 1.3323035E+01 3.3404726E+00 1.1106493E+00
2.154000E+12 5.270607E-1 1.322670E+1 3.451690E-1 7.270410E+1 5.876590E-1 1.544920E+1 3.576040E-1 7.351570E+1 1.0311813E+01 1.4385858E+01 3.4773101E+00 1.1039819E+00
3.162000E+12 4.945749E-1 1.208160E+1 3.377920E-1 7.231750E+1 5.585565E-1 1.432640E+1 3.506830E-1 7.314010E+1 1.1454813E+01 1.5668975E+01 3.6759695E+00 1.1246908E+00
4.642000E+12 4.605706E-1 1.093330E+1 3.302390E-1 7.188300E+1 5.279154E-1 1.319860E+1 3.436300E-1 7.275650E+1 1.2756741E+01 1.7163184E+01 3.8969240E+00 1.2005800E+00
6.813000E+12 4.253964E-1 9.793400E+0 3.223530E-1 7.141820E+1 4.956548E-1 1.206220E+1 3.364440E-1 7.233250E+1 1.4174865E+01 1.8809172E+01 4.1882156E+00 1.2640238E+00
1.000000E+13 3.895969E-1 8.678500E+0 3.141940E-1 7.089760E+1 4.618693E-1 1.092110E+1 3.290570E-1 7.185820E+1 1.5647803E+01 2.0534562E+01 4.5168466E+00 1.3367994E+00
1.468000E+13 3.538222E-1 7.606200E+0 3.057390E-1 7.031270E+1 4.268971E-1 9.787000E+0 3.213460E-1 7.134360E+1 1.7117685E+01 2.2282620E+01 4.8567588E+00 1.4449789E+00
2.154000E+13 3.187144E-1 6.592600E+0 2.969540E-1 6.965690E+1 3.912767E-1 8.676100E+0 3.132920E-1 7.077710E+1 1.8545009E+01 2.4014246E+01 5.2149432E+00 1.5827153E+00
3.162000E+13 2.848921E-1 5.650700E+0 2.877930E-1 6.891940E+1 3.556261E-1 7.605800E+0 3.049210E-1 7.014010E+1 1.9889991E+01 2.5705383E+01 5.6171926E+00 1.7403739E+00
4.642000E+13 2.528797E-1 4.790000E+0 2.781960E-1 6.808850E+1 3.206022E-1 6.592400E+0 2.962040E-1 6.942050E+1 2.1123529E+01 2.7340574E+01 6.0795938E+00 1.9187416E+00
6.813000E+13 2.230882E-1 4.015600E+0 2.680730E-1 6.714630E+1 2.868155E-1 5.649400E+0 2.871060E-1 6.860550E+1 2.2218918E+01 2.8919885E+01 6.6292589E+00 2.1269432E+00
1.000000E+14 1.958060E-1 3.328700E+0 2.572990E-1 6.607170E+1 2.547939E-1 4.786800E+0 2.775810E-1 6.768150E+1 2.3151221E+01 3.0460851E+01 7.3066961E+00 2.3784934E+00
