T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.369940539E+00 1.299722873E+00 7.021766600E-02 1.369060004E+00 1.299480561E+00 6.957944300E-02 8.805350000E-04 2.423120000E-04
295 1.367464892E+00 1.100604602E+00 2.668602900E-01 1.366601138E+00 1.100518871E+00 2.660822670E-01 8.637540000E-04 8.573100000E-05
300 1.365548053E+00 1.296786951E+00 6.876110200E-02 1.364711055E+00 1.296573890E+00 6.813716500E-02 8.369980000E-04 2.130610000E-04
305 1.364418005E+00 1.119976226E+00 2.444417790E-01 1.363626475E+00 1.119884324E+00 2.437421510E-01 7.915300000E-04 9.190200000E-05
310 1.363769280E+00 1.297450846E+00 6.631843400E-02 1.363028828E+00 1.297272976E+00 6.575585200E-02 7.404520000E-04 1.778700000E-04
315 1.363908501E+00 1.139720306E+00 2.241881950E-01 1.363224936E+00 1.139619730E+00 2.236052060E-01 6.835650000E-04 1.005760000E-04
320 1.364913848E+00 1.301512584E+00 6.340126400E-02 1.364290407E+00 1.301363166E+00 6.292724100E-02 6.234410000E-04 1.494180000E-04
325 1.366648221E+00 1.159637901E+00 2.070103200E-01 1.366084590E+00 1.159507766E+00 2.065768240E-01 5.636310000E-04 1.301350000E-04
330 1.368640477E+00 1.308311503E+00 6.032897400E-02 1.368133282E+00 1.308172935E+00 5.996034700E-02 5.071950000E-04 1.385680000E-04
335 1.371832885E+00 1.179633853E+00 1.921990320E-01 1.371376237E+00 1.179474565E+00 1.919016720E-01 4.566480000E-04 1.592880000E-04
340 1.375433275E+00 1.315861802E+00 5.957147300E-02 1.375019182E+00 1.315711143E+00 5.930803900E-02 4.140930000E-04 1.506590000E-04
