X Y Xfit Y
8.4590000E-4 -1.1650000E-4 1.1151080E-2 -1.1650000E-4
1.0640000E-2 -1.1610000E-4 1.6341673E-2 -1.1610000E-4
2.0500000E-2 -1.1560000E-4 2.2809592E-2 -1.1560000E-4
3.0420000E-2 -1.1500000E-4 3.0537874E-2 -1.1500000E-4
4.0070000E-2 -1.1440000E-4 3.8225299E-2 -1.1440000E-4
4.9870000E-2 -1.1360000E-4 4.8402285E-2 -1.1360000E-4
6.0960000E-2 -1.1280000E-4 5.8482887E-2 -1.1280000E-4
7.0860000E-2 -1.1220000E-4 6.5970675E-2 -1.1220000E-4
8.0570000E-2 -1.1130000E-4 7.7068295E-2 -1.1130000E-4
9.0270000E-2 -1.1060000E-4 8.5573848E-2 -1.1060000E-4
1.0040000E-1 -1.0980000E-4 9.5141474E-2 -1.0980000E-4
1.1130000E-1 -1.0840000E-4 1.1143425E-1 -1.0840000E-4
1.2140000E-1 -1.0750000E-4 1.2156423E-1 -1.0750000E-4
1.3100000E-1 -1.0670000E-4 1.3031723E-1 -1.0670000E-4
1.4090000E-1 -1.0570000E-4 1.4090000E-1 -1.0570000E-4
1.5090000E-1 -1.0470000E-4 1.5106028E-1 -1.0470000E-4
1.6200000E-1 -1.0360000E-4 1.6172661E-1 -1.0360000E-4
1.7140000E-1 -1.0250000E-4 1.7184612E-1 -1.0250000E-4
1.8160000E-1 -1.0130000E-4 1.8226094E-1 -1.0130000E-4
1.9120000E-1 -1.0010000E-4 1.9203708E-1 -1.0010000E-4
2.0120000E-1 -9.8900000E-5 2.0120000E-1 -9.8900000E-5
2.1090000E-1 -9.7500000E-5 2.1116091E-1 -9.7500000E-5
2.2210000E-1 -9.5830000E-5 2.2210000E-1 -9.5830000E-5
2.3180000E-1 -9.4120000E-5 2.3234954E-1 -9.4120000E-5
2.4170000E-1 -9.2510000E-5 2.4122445E-1 -9.2510000E-5
2.5140000E-1 -9.0550000E-5 2.5114726E-1 -9.0550000E-5
2.6120000E-1 -8.8540000E-5 2.6045963E-1 -8.8540000E-5
2.7240000E-1 -8.5720000E-5 2.7229823E-1 -8.5720000E-5
2.8220000E-1 -8.3060000E-5 2.8238900E-1 -8.3060000E-5
2.9190000E-1 -8.0290000E-5 2.9199869E-1 -8.0290000E-5
3.0180000E-1 -7.7320000E-5 3.0147289E-1 -7.7320000E-5
3.1160000E-1 -7.3750000E-5 3.1194489E-1 -7.3750000E-5
3.2290000E-1 -6.9930000E-5 3.2226621E-1 -6.9930000E-5
3.3280000E-1 -6.6250000E-5 3.3152147E-1 -6.6250000E-5
3.4220000E-1 -6.1780000E-5 3.4204428E-1 -6.1780000E-5
3.5240000E-1 -5.6900000E-5 3.5282391E-1 -5.6900000E-5
3.6200000E-1 -5.2570000E-5 3.6190381E-1 -5.2570000E-5
3.7300000E-1 -4.6890000E-5 3.7328120E-1 -4.6890000E-5
3.8300000E-1 -4.1960000E-5 3.8277798E-1 -4.1960000E-5
3.9300000E-1 -3.6880000E-5 3.9228666E-1 -3.6880000E-5
4.0260000E-1 -3.1240000E-5 4.0260000E-1 -3.1240000E-5
4.2210000E-1 -1.9920000E-5 4.2282792E-1 -1.9920000E-5
4.4300000E-1 -8.2000000E-6 4.4353556E-1 -8.2000000E-6
4.6300000E-1 2.9180000E-6 4.6333733E-1 2.9180000E-6
4.8360000E-1 1.4590000E-5 4.8461837E-1 1.4590000E-5
5.0330000E-1 2.4500000E-5 5.0330000E-1 2.4500000E-5
5.5390000E-1 4.8800000E-5 5.5253018E-1 4.8800000E-5
6.0430000E-1 6.9780000E-5 6.0013309E-1 6.9780000E-5
6.5460000E-1 8.9750000E-5 6.5062214E-1 8.9750000E-5
7.0500000E-1 1.0880000E-4 7.0355000E-1 1.0880000E-4
7.5550000E-1 1.2620000E-4 7.5550000E-1 1.2620000E-4
8.0570000E-1 1.4330000E-4 8.0920413E-1 1.4330000E-4
8.5600000E-1 1.5920000E-4 8.6084355E-1 1.5920000E-4
9.0640000E-1 1.7380000E-4 9.0924181E-1 1.7380000E-4
9.5690000E-1 1.8800000E-4 9.5690000E-1 1.8800000E-4
1.0060000E+0 2.0080000E-4 1.0001723E+0 2.0080000E-4
