X Y Xfit Y
7.2120000E-4 -1.1240000E-4 2.1046688E-2 -1.1240000E-4
1.0570000E-2 -1.1290000E-4 1.0570000E-2 -1.1290000E-4
2.0510000E-2 -1.1240000E-4 2.1046688E-2 -1.1240000E-4
3.0350000E-2 -1.1200000E-4 2.9056408E-2 -1.1200000E-4
4.0220000E-2 -1.1160000E-4 3.6744078E-2 -1.1160000E-4
4.9840000E-2 -1.1090000E-4 4.9451703E-2 -1.1090000E-4
6.0910000E-2 -1.1030000E-4 5.9627111E-2 -1.1030000E-4
7.0720000E-2 -1.0960000E-4 7.0720000E-2 -1.0960000E-4
8.0810000E-2 -1.0880000E-4 8.2454137E-2 -1.0880000E-4
9.0430000E-2 -1.0800000E-4 9.3277467E-2 -1.0800000E-4
1.0040000E-1 -1.0730000E-4 1.0207513E-1 -1.0730000E-4
1.1140000E-1 -1.0640000E-4 1.1256168E-1 -1.0640000E-4
1.2120000E-1 -1.0550000E-4 1.2222350E-1 -1.0550000E-4
1.3100000E-1 -1.0460000E-4 1.3115896E-1 -1.0460000E-4
1.4090000E-1 -1.0350000E-4 1.4121736E-1 -1.0350000E-4
1.5080000E-1 -1.0230000E-4 1.5125296E-1 -1.0230000E-4
1.6190000E-1 -1.0100000E-4 1.6118117E-1 -1.0100000E-4
1.7170000E-1 -9.9710000E-5 1.7020467E-1 -9.9710000E-5
1.8140000E-1 -9.8250000E-5 1.7956955E-1 -9.8250000E-5
1.9130000E-1 -9.6640000E-5 1.8901020E-1 -9.6640000E-5
2.0130000E-1 -9.4830000E-5 1.9868898E-1 -9.4830000E-5
2.1090000E-1 -9.2620000E-5 2.0939200E-1 -9.2620000E-5
2.2200000E-1 -9.0300000E-5 2.1954125E-1 -9.0300000E-5
2.3190000E-1 -8.7740000E-5 2.2968324E-1 -8.7740000E-5
2.4180000E-1 -8.4920000E-5 2.3980378E-1 -8.4920000E-5
2.5160000E-1 -8.1650000E-5 2.5041526E-1 -8.1650000E-5
2.6130000E-1 -7.7930000E-5 2.6130000E-1 -7.7930000E-5
2.7260000E-1 -7.3800000E-5 2.7219515E-1 -7.3800000E-5
2.8230000E-1 -6.9270000E-5 2.8299148E-1 -6.9270000E-5
2.9200000E-1 -6.4640000E-5 2.9301980E-1 -6.4640000E-5
3.0200000E-1 -5.9920000E-5 3.0238925E-1 -5.9920000E-5
3.1160000E-1 -5.4230000E-5 3.1274646E-1 -5.4230000E-5
3.2270000E-1 -4.7290000E-5 3.2425343E-1 -4.7290000E-5
3.3260000E-1 -4.1050000E-5 3.3374205E-1 -4.1050000E-5
3.4240000E-1 -3.3300000E-5 3.4460949E-1 -3.3300000E-5
3.5250000E-1 -2.6160000E-5 3.5387937E-1 -2.6160000E-5
3.6220000E-1 -1.8210000E-5 3.6350862E-1 -1.8210000E-5
3.7310000E-1 -9.1560000E-6 3.7373577E-1 -9.1560000E-6
3.8310000E-1 -3.0180000E-7 3.8310209E-1 -3.0180000E-7
3.9280000E-1 9.6090000E-6 3.9296371E-1 9.6090000E-6
4.0240000E-1 1.9570000E-5 4.0231709E-1 1.9570000E-5
4.2230000E-1 4.1910000E-5 4.2167064E-1 4.1910000E-5
4.4320000E-1 6.7810000E-5 4.4197973E-1 6.7810000E-5
4.6300000E-1 9.4280000E-5 4.6102504E-1 9.4280000E-5
4.8380000E-1 1.2350000E-4 4.8057885E-1 1.2350000E-4
5.0350000E-1 1.5460000E-4 5.0013263E-1 1.5460000E-4
5.5390000E-1 2.4350000E-4 5.5142340E-1 2.4350000E-4
6.0450000E-1 3.3880000E-4 6.0220931E-1 3.3880000E-4
6.5460000E-1 4.4130000E-4 6.5479751E-1 4.4130000E-4
7.0490000E-1 5.4160000E-4 7.0583998E-1 5.4160000E-4
7.5520000E-1 6.3870000E-4 7.5586373E-1 6.3870000E-4
8.0580000E-1 7.3490000E-4 8.0673016E-1 7.3490000E-4
8.5630000E-1 8.2540000E-4 8.5630000E-1 8.2540000E-4
9.0680000E-1 9.1120000E-4 9.0525151E-1 9.1120000E-4
9.5700000E-1 9.9660000E-4 9.5624162E-1 9.9660000E-4
1.0060000E+0 1.0760000E-3 1.0060000E+0 1.0760000E-3
