N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.153480922E+00 1.154155537E+00 1.154704396E+00 1.155203283E+00 1.155721793E+00 1.156331050E+00 1.157110833E+00 1.158155501E+00 1.159576736E+00 1.161499728E+00 1.164046642E+00 1.167301668E+00 1.171258305E+00 1.175768437E+00 1.180537450E+00 1.185207722E+00 1.189502703E+00 1.193334021E+00 1.196781711E+00
1.600000000E+01 1.213903730E+00 1.217291101E+00 1.219771211E+00 1.221600845E+00 1.222984972E+00 1.224089266E+00 1.225051082E+00 1.225988751E+00 1.227008266E+00 1.228205641E+00 1.229664012E+00 1.231445503E+00 1.233581738E+00 1.236069474E+00 1.238876890E+00 1.241959290E+00 1.245277026E+00 1.248807946E+00 1.252550487E+00
1.700000000E+01 1.202351672E+00 1.213754207E+00 1.222838772E+00 1.230222788E+00 1.236479023E+00 1.242061438E+00 1.247271430E+00 1.252258476E+00 1.257047521E+00 1.261617357E+00 1.265987565E+00 1.270149766E+00 1.274138619E+00 1.278062178E+00 1.281985975E+00 1.285985325E+00 1.290156249E+00 1.294549902E+00 1.299123351E+00
1.549996187E+01 1.204143852E+00 1.205957702E+00 1.207269393E+00 1.208223639E+00 1.208934060E+00 1.209490626E+00 1.209966733E+00 1.210425615E+00 1.210925936E+00 1.211525892E+00 1.212285300E+00 1.213264524E+00 1.214520197E+00 1.216098094E+00 1.218025632E+00 1.220307115E+00 1.222924350E+00 1.225843660E+00 1.229027651E+00
1.649996187E+01 1.206533233E+00 1.212605138E+00 1.217165766E+00 1.220657163E+00 1.223452344E+00 1.225859916E+00 1.228130577E+00 1.230458564E+00 1.232976803E+00 1.235750180E+00 1.238777074E+00 1.242007581E+00 1.245375336E+00 1.248829208E+00 1.252350985E+00 1.255955875E+00 1.259681529E+00 1.263573896E+00 1.267676062E+00
1.674996808E+01 1.202733385E+00 1.210996609E+00 1.217373031E+00 1.222409925E+00 1.226590274E+00 1.230310093E+00 1.233866361E+00 1.237448322E+00 1.241137207E+00 1.244924910E+00 1.248753680E+00 1.252563201E+00 1.256324338E+00 1.260049015E+00 1.263781063E+00 1.267579921E+00 1.271506578E+00 1.275618006E+00 1.279974041E+00
1.624993176E+01 1.212215916E+00 1.216760171E+00 1.220115495E+00 1.222624151E+00 1.224564514E+00 1.226164231E+00 1.227572137E+00 1.229048524E+00 1.230653187E+00 1.232499245E+00 1.234638718E+00 1.237111945E+00 1.239878759E+00 1.242906807E+00 1.246133306E+00 1.249523323E+00 1.253068591E+00 1.256784561E+00 1.260699976E+00
1.574996808E+01 1.210096064E+00 1.212591114E+00 1.214406904E+00 1.215734814E+00 1.216726383E+00 1.217502893E+00 1.218163921E+00 1.218795211E+00 1.219475331E+00 1.220280260E+00 1.221284578E+00 1.222558325E+00 1.224159258E+00 1.226122991E+00 1.228456244E+00 1.231138209E+00 1.234131064E+00 1.237395100E+00 1.240901902E+00
1.524993176E+01 1.194148559E+00 1.195401643E+00 1.196311776E+00 1.196987854E+00 1.197515804E+00 1.197965489E+00 1.198396917E+00 1.198865653E+00 1.199426711E+00 1.200136084E+00 1.201048881E+00 1.202212854E+00 1.203659033E+00 1.205394120E+00 1.207402082E+00 1.209656866E+00 1.212136557E+00 1.214826690E+00 1.217713564E+00
