N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198209001E+00 1.195516001E+00 1.193077631E+00 1.190884783E+00
1.600000000E+01 1.223621288E+00 1.221677787E+00 1.220333517E+00 1.218829099E+00
1.700000000E+01 1.255312219E+00 1.254768551E+00 1.254814766E+00 1.254920937E+00
1.549996187E+01 1.209186606E+00 1.206779074E+00 1.204755259E+00 1.202865754E+00
1.649996187E+01 1.229024403E+00 1.227884172E+00 1.227369161E+00 1.227023346E+00
1.674996808E+01 1.238196649E+00 1.237423316E+00 1.237266987E+00 1.237190732E+00
1.624993176E+01 1.226449536E+00 1.224935067E+00 1.223905026E+00 1.223252407E+00
1.574996808E+01 1.216712299E+00 1.214507305E+00 1.212634462E+00 1.210941230E+00
1.524993176E+01 1.204648775E+00 1.202016082E+00 1.199839250E+00 1.197945906E+00
