N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.197473710E+00 1.194432011E+00 1.191617483E+00 1.189002401E+00
1.600000000E+01 1.221006803E+00 1.218145125E+00 1.215738292E+00 1.213152915E+00
1.700000000E+01 1.239381314E+00 1.235986261E+00 1.233581040E+00 1.231623913E+00
1.549996187E+01 1.208005312E+00 1.205147451E+00 1.202617853E+00 1.200190161E+00
1.649996187E+01 1.222146601E+00 1.218946163E+00 1.216353623E+00 1.214060005E+00
1.674996808E+01 1.227238047E+00 1.223824341E+00 1.221196977E+00 1.218947551E+00
1.624993176E+01 1.222292302E+00 1.219370794E+00 1.216850922E+00 1.214643975E+00
1.574996808E+01 1.214987394E+00 1.212119011E+00 1.209565166E+00 1.207090361E+00
1.524993176E+01 1.203798143E+00 1.200841222E+00 1.198253936E+00 1.195945732E+00
