Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.204366262E+00 1.227180274E+00 -2.281401200E-02 1.189334464E+00 1.206897910E+00 -1.756344600E-02 1.503179800E-02 2.028236400E-02
1.468000E+10 1.204819715E+00 1.227268548E+00 -2.244883300E-02 1.194350269E+00 1.212984343E+00 -1.863407400E-02 1.046944600E-02 1.428420500E-02
2.154000E+10 1.205476993E+00 1.227397215E+00 -2.192022200E-02 1.198238086E+00 1.217429480E+00 -1.919139400E-02 7.238907000E-03 9.967735000E-03
3.162000E+10 1.206424173E+00 1.227584177E+00 -2.116000400E-02 1.201443981E+00 1.220676115E+00 -1.923213400E-02 4.980192000E-03 6.908062000E-03
4.642000E+10 1.207777735E+00 1.227854573E+00 -2.007683800E-02 1.204363024E+00 1.223091201E+00 -1.872817700E-02 3.414711000E-03 4.763372000E-03
6.813000E+10 1.209688822E+00 1.228243104E+00 -1.855428200E-02 1.207352470E+00 1.224970661E+00 -1.761819100E-02 2.336352000E-03 3.272443000E-03
1.000000E+11 1.212341011E+00 1.228796148E+00 -1.645513700E-02 1.210744149E+00 1.226553904E+00 -1.580975500E-02 1.596862000E-03 2.242244000E-03
1.468000E+11 1.215933546E+00 1.229573006E+00 -1.363946000E-02 1.214841875E+00 1.228039497E+00 -1.319762200E-02 1.091671000E-03 1.533509000E-03
2.154000E+11 1.220639753E+00 1.230644799E+00 -1.000504600E-02 1.219892011E+00 1.229597206E+00 -9.705195000E-03 7.477420000E-04 1.047593000E-03
3.162000E+11 1.226534700E+00 1.232087933E+00 -5.553233000E-03 1.226020195E+00 1.231372663E+00 -5.352468000E-03 5.145050000E-04 7.152700000E-04
4.642000E+11 1.233506098E+00 1.233970880E+00 -4.647820000E-04 1.233149226E+00 1.233482292E+00 -3.330660000E-04 3.568720000E-04 4.885880000E-04
6.813000E+11 1.241199254E+00 1.236333494E+00 4.865760000E-03 1.240948830E+00 1.235999125E+00 4.949705000E-03 2.504240000E-04 3.343690000E-04
1.000000E+12 1.249069997E+00 1.239164494E+00 9.905503000E-03 1.248891734E+00 1.238934658E+00 9.957076000E-03 1.782630000E-04 2.298360000E-04
1.468000E+12 1.256566176E+00 1.242388556E+00 1.417762000E-02 1.256437406E+00 1.242229262E+00 1.420814400E-02 1.287700000E-04 1.592940000E-04
2.154000E+12 1.263334473E+00 1.245875118E+00 1.745935500E-02 1.263240130E+00 1.245763196E+00 1.747693400E-02 9.434300000E-05 1.119220000E-04
3.162000E+12 1.269296052E+00 1.249471651E+00 1.982440100E-02 1.269225936E+00 1.249391408E+00 1.983452800E-02 7.011600000E-05 8.024300000E-05
4.642000E+12 1.274560220E+00 1.253047403E+00 2.151281700E-02 1.274507190E+00 1.252988349E+00 2.151884100E-02 5.303000000E-05 5.905400000E-05
6.813000E+12 1.279292120E+00 1.256525629E+00 2.276649100E-02 1.279251133E+00 1.256480852E+00 2.277028100E-02 4.098700000E-05 4.477700000E-05
1.000000E+13 1.283638093E+00 1.259890579E+00 2.374751400E-02 1.283605650E+00 1.259855585E+00 2.375006500E-02 3.244300000E-05 3.499400000E-05
