T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.218615866E+00 1.196544258E+00 2.207160800E-02 1.217069309E+00 1.194479622E+00 2.258968700E-02 1.546557000E-03 2.064636000E-03
295 1.218743996E+00 1.198621255E+00 2.012274100E-02 1.217254441E+00 1.196609881E+00 2.064456000E-02 1.489555000E-03 2.011374000E-03
300 1.217049221E+00 1.200302493E+00 1.674672800E-02 1.215552061E+00 1.198287133E+00 1.726492800E-02 1.497160000E-03 2.015360000E-03
305 1.211242759E+00 1.202516904E+00 8.725855000E-03 1.209707238E+00 1.200401350E+00 9.305888000E-03 1.535521000E-03 2.115554000E-03
310 1.197450115E+00 1.204098788E+00 -6.648673000E-03 1.195917620E+00 1.201773923E+00 -5.856303000E-03 1.532495000E-03 2.324865000E-03
315 1.168662330E+00 1.204399799E+00 -3.573746900E-02 1.167315911E+00 1.201827905E+00 -3.451199400E-02 1.346419000E-03 2.571894000E-03
320 1.114893746E+00 1.202772388E+00 -8.787864200E-02 1.114155956E+00 1.199894146E+00 -8.573819000E-02 7.377900000E-04 2.878242000E-03
325 1.026254951E+00 1.196243421E+00 -1.699884700E-01 1.026788126E+00 1.193112473E+00 -1.663243470E-01 -5.331750000E-04 3.130948000E-03
330 1.008916646E+00 1.178915064E+00 -1.699984180E-01 1.008298586E+00 1.175814769E+00 -1.675161830E-01 6.180600000E-04 3.100295000E-03
335 1.009748695E+00 1.140525728E+00 -1.307770330E-01 1.009055410E+00 1.138145465E+00 -1.290900550E-01 6.932850000E-04 2.380263000E-03
340 1.011678800E+00 1.065250597E+00 -5.357179700E-02 1.010807803E+00 1.064906344E+00 -5.409854100E-02 8.709970000E-04 3.442530000E-04
