N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+10 20 3.162E+16 340 3.800E-4 3.593425E-1 2.070210E+1 3.871470E-1 7.440450E+1 3.149320E-1 3.286757E-1
1.468000E+10 20 3.162E+16 340 3.800E-4 3.578189E-1 2.058800E+1 3.867430E-1 7.438710E+1 3.145610E-1 3.272500E-1
2.154000E+10 20 3.162E+16 340 3.800E-4 3.556663E-1 2.042730E+1 3.861760E-1 7.436220E+1 3.140330E-1 3.252408E-1
3.162000E+10 20 3.162E+16 340 3.800E-4 3.526730E-1 2.020480E+1 3.853930E-1 7.432710E+1 3.133110E-1 3.224393E-1
4.642000E+10 20 3.162E+16 340 3.800E-4 3.485985E-1 1.990350E+1 3.843370E-1 7.427820E+1 3.123340E-1 3.186244E-1
6.813000E+10 20 3.162E+16 340 3.800E-4 3.432030E-1 1.950730E+1 3.829510E-1 7.421180E+1 3.110450E-1 3.135770E-1
1.000000E+11 20 3.162E+16 340 3.800E-4 3.362959E-1 1.900460E+1 3.811930E-1 7.412450E+1 3.094040E-1 3.071154E-1
1.468000E+11 20 3.162E+16 340 3.800E-4 3.277880E-1 1.839160E+1 3.789900E-1 7.402330E+1 3.073730E-1 2.991739E-1
2.154000E+11 20 3.162E+16 340 3.800E-4 3.177181E-1 1.767430E+1 3.763410E-1 7.390750E+1 3.049710E-1 2.897702E-1
3.162000E+11 20 3.162E+16 340 3.800E-4 3.062238E-1 1.686540E+1 3.733320E-1 7.376180E+1 3.021970E-1 2.790457E-1
4.642000E+11 20 3.162E+16 340 3.800E-4 2.934657E-1 1.597890E+1 3.699660E-1 7.358620E+1 2.990530E-1 2.671575E-1
6.813000E+11 20 3.162E+16 340 3.800E-4 2.795586E-1 1.502540E+1 3.660730E-1 7.340980E+1 2.955370E-1 2.542038E-1
1.000000E+12 20 3.162E+16 340 3.800E-4 2.645647E-1 1.401220E+1 3.618290E-1 7.318820E+1 2.916110E-1 2.402546E-1
1.468000E+12 20 3.162E+16 340 3.800E-4 2.485468E-1 1.294730E+1 3.570490E-1 7.294760E+1 2.872360E-1 2.253762E-1
2.154000E+12 20 3.162E+16 340 3.800E-4 2.316305E-1 1.184260E+1 3.518100E-1 7.266270E+1 2.824120E-1 2.096679E-1
3.162000E+12 20 3.162E+16 340 3.800E-4 2.140275E-1 1.071540E+1 3.459890E-1 7.235150E+1 2.771000E-1 1.933497E-1
4.642000E+12 20 3.162E+16 340 3.800E-4 1.960200E-1 9.586800E+0 3.397280E-1 7.197960E+1 2.713180E-1 1.766695E-1
6.813000E+12 20 3.162E+16 340 3.800E-4 1.779300E-1 8.478600E+0 3.328490E-1 7.158080E+1 2.650490E-1 1.599438E-1
1.000000E+13 20 3.162E+16 340 3.800E-4 1.600882E-1 7.412100E+0 3.254820E-1 7.112500E+1 2.583110E-1 1.434719E-1
1.468000E+13 20 3.162E+16 340 3.800E-4 1.428076E-1 6.405500E+0 3.176510E-1 7.060280E+1 2.511230E-1 1.275372E-1
