N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+10 20 1.778E+15 340 3.800E-4 3.764829E-1 2.129390E+1 3.831370E-1 7.381170E+1 3.098140E-1 3.436554E-1
1.468000E+10 20 1.778E+15 340 3.800E-4 3.754604E-1 2.106270E+1 3.810980E-1 7.360080E+1 3.075290E-1 3.424499E-1
2.154000E+10 20 1.778E+15 340 3.800E-4 3.739953E-1 2.075360E+1 3.781970E-1 7.336300E+1 3.045020E-1 3.407780E-1
3.162000E+10 20 1.778E+15 340 3.800E-4 3.719182E-1 2.035150E+1 3.742780E-1 7.310110E+1 3.006540E-1 3.384532E-1
4.642000E+10 20 1.778E+15 340 3.800E-4 3.690168E-1 1.984590E+1 3.692320E-1 7.282740E+1 2.959280E-1 3.353167E-1
6.813000E+10 20 1.778E+15 340 3.800E-4 3.650452E-1 1.923250E+1 3.629990E-1 7.256940E+1 2.904000E-1 3.311374E-1
1.000000E+11 20 1.778E+15 340 3.800E-4 3.597527E-1 1.851420E+1 3.558450E-1 7.231170E+1 2.842090E-1 3.257137E-1
1.468000E+11 20 1.778E+15 340 3.800E-4 3.529365E-1 1.770230E+1 3.481490E-1 7.203390E+1 2.775880E-1 3.188586E-1
2.154000E+11 20 1.778E+15 340 3.800E-4 3.445078E-1 1.681610E+1 3.402780E-1 7.172360E+1 2.707910E-1 3.104995E-1
3.162000E+11 20 1.778E+15 340 3.800E-4 3.345392E-1 1.587980E+1 3.324450E-1 7.139140E+1 2.639940E-1 3.007590E-1
4.642000E+11 20 1.778E+15 340 3.800E-4 3.232489E-1 1.491780E+1 3.248710E-1 7.102760E+1 2.573340E-1 2.898529E-1
6.813000E+11 20 1.778E+15 340 3.800E-4 3.109049E-1 1.394930E+1 3.176000E-1 7.063380E+1 2.508690E-1 2.780181E-1
1.000000E+12 20 1.778E+15 340 3.800E-4 2.977006E-1 1.298240E+1 3.105500E-1 7.021220E+1 2.445410E-1 2.654436E-1
1.468000E+12 20 1.778E+15 340 3.800E-4 2.836892E-1 1.201590E+1 3.034780E-1 6.978430E+1 2.382520E-1 2.521683E-1
2.154000E+12 20 1.778E+15 340 3.800E-4 2.688201E-1 1.104460E+1 2.963500E-1 6.931870E+1 2.318650E-1 2.381670E-1
3.162000E+12 20 1.778E+15 340 3.800E-4 2.530435E-1 1.006570E+1 2.890690E-1 6.880420E+1 2.253030E-1 2.233805E-1
