N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+10 20 1.000E+15 340 3.800E-4 3.771896E-1 2.111010E+1 3.829260E-1 7.307760E+1 3.073340E-1 3.434378E-1
1.468000E+10 20 1.000E+15 340 3.800E-4 3.762022E-1 2.080630E+1 3.806700E-1 7.264300E+1 3.041110E-1 3.420828E-1
2.154000E+10 20 1.000E+15 340 3.800E-4 3.747859E-1 2.041100E+1 3.772980E-1 7.217140E+1 2.999510E-1 3.402378E-1
3.162000E+10 20 1.000E+15 340 3.800E-4 3.727749E-1 1.991580E+1 3.725250E-1 7.170750E+1 2.947170E-1 3.378792E-1
4.642000E+10 20 1.000E+15 340 3.800E-4 3.699600E-1 1.931690E+1 3.659580E-1 7.133790E+1 2.885640E-1 3.347064E-1
6.813000E+10 20 1.000E+15 340 3.800E-4 3.660963E-1 1.861970E+1 3.576480E-1 7.110350E+1 2.816110E-1 3.305921E-1
1.000000E+11 20 1.000E+15 340 3.800E-4 3.609300E-1 1.783350E+1 3.481340E-1 7.096390E+1 2.741700E-1 3.252268E-1
1.468000E+11 20 1.000E+15 340 3.800E-4 3.542491E-1 1.697280E+1 3.382400E-1 7.082540E+1 2.664940E-1 3.184455E-1
2.154000E+11 20 1.000E+15 340 3.800E-4 3.459515E-1 1.605730E+1 3.286050E-1 7.062390E+1 2.588570E-1 3.101559E-1
3.162000E+11 20 1.000E+15 340 3.800E-4 3.360974E-1 1.510860E+1 3.195470E-1 7.033850E+1 2.514160E-1 3.004696E-1
4.642000E+11 20 1.000E+15 340 3.800E-4 3.249011E-1 1.414870E+1 3.111070E-1 6.998810E+1 2.442870E-1 2.895904E-1
6.813000E+11 20 1.000E+15 340 3.800E-4 3.126393E-1 1.319360E+1 3.031970E-1 6.959290E+1 2.374710E-1 2.777946E-1
1.000000E+12 20 1.000E+15 340 3.800E-4 2.995224E-1 1.225000E+1 2.956820E-1 6.915960E+1 2.309080E-1 2.652573E-1
1.468000E+12 20 1.000E+15 340 3.800E-4 2.856167E-1 1.131490E+1 2.883800E-1 6.868630E+1 2.244240E-1 2.520866E-1
2.154000E+12 20 1.000E+15 340 3.800E-4 2.708812E-1 1.038140E+1 2.810660E-1 6.817700E+1 2.179390E-1 2.381710E-1
3.162000E+12 20 1.000E+15 340 3.800E-4 2.552436E-1 9.445500E+0 2.735540E-1 6.763860E+1 2.112990E-1 2.235089E-1
4.642000E+12 20 1.000E+15 340 3.800E-4 2.387379E-1 8.509700E+0 2.658290E-1 6.704410E+1 2.044430E-1 2.081186E-1
6.813000E+12 20 1.000E+15 340 3.800E-4 2.215141E-1 7.583300E+0 2.578430E-1 6.638510E+1 1.973540E-1 1.921240E-1
1.000000E+13 20 1.000E+15 340 3.800E-4 2.038234E-1 6.679100E+0 2.495580E-1 6.565390E+1 1.899710E-1 1.757919E-1
1.468000E+13 20 1.000E+15 340 3.800E-4 1.859751E-1 5.811000E+0 2.408910E-1 6.485570E+1 1.823140E-1 1.593681E-1
2.154000E+13 20 1.000E+15 340 3.800E-4 1.682976E-1 4.992100E+0 2.318360E-1 6.397280E+1 1.743260E-1 1.431834E-1
3.162000E+13 20 1.000E+15 340 3.800E-4 1.511096E-1 4.233100E+0 2.223750E-1 6.298720E+1 1.660060E-1 1.274991E-1
