N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+10 20 1.778E+16 340 3.800E-4 3.660915E-1 2.107800E+1 3.869580E-1 7.439530E+1 3.147360E-1 3.348515E-1
1.468000E+10 20 1.778E+16 340 3.800E-4 3.649052E-1 2.097840E+1 3.864890E-1 7.437470E+1 3.143070E-1 3.337250E-1
2.154000E+10 20 1.778E+16 340 3.800E-4 3.632146E-1 2.083720E+1 3.858280E-1 7.434510E+1 3.137010E-1 3.321187E-1
3.162000E+10 20 1.778E+16 340 3.800E-4 3.608356E-1 2.064000E+1 3.849130E-1 7.430310E+1 3.128610E-1 3.298577E-1
4.642000E+10 20 1.778E+16 340 3.800E-4 3.575458E-1 2.036980E+1 3.836730E-1 7.424430E+1 3.117090E-1 3.267431E-1
6.813000E+10 20 1.778E+16 340 3.800E-4 3.531010E-1 2.000930E+1 3.820390E-1 7.416420E+1 3.101860E-1 3.225364E-1
1.000000E+11 20 1.778E+16 340 3.800E-4 3.472723E-1 1.954380E+1 3.799520E-1 7.405900E+1 3.082320E-1 3.170289E-1
1.468000E+11 20 1.778E+16 340 3.800E-4 3.399004E-1 1.896570E+1 3.772820E-1 7.394690E+1 3.058300E-1 3.100683E-1
2.154000E+11 20 1.778E+16 340 3.800E-4 3.309481E-1 1.827790E+1 3.741750E-1 7.380080E+1 3.029590E-1 3.016557E-1
3.162000E+11 20 1.778E+16 340 3.800E-4 3.205141E-1 1.749340E+1 3.706780E-1 7.362080E+1 2.997170E-1 2.918318E-1
4.642000E+11 20 1.778E+16 340 3.800E-4 3.087823E-1 1.663040E+1 3.666940E-1 7.343700E+1 2.960840E-1 2.808381E-1
6.813000E+11 20 1.778E+16 340 3.800E-4 2.959278E-1 1.570490E+1 3.624120E-1 7.321740E+1 2.921390E-1 2.687906E-1
1.000000E+12 20 1.778E+16 340 3.800E-4 2.820451E-1 1.472660E+1 3.577320E-1 7.297870E+1 2.878420E-1 2.558104E-1
1.468000E+12 20 1.778E+16 340 3.800E-4 2.671541E-1 1.370040E+1 3.526570E-1 7.270900E+1 2.831930E-1 2.418907E-1
2.154000E+12 20 1.778E+16 340 3.800E-4 2.512713E-1 1.263130E+1 3.471190E-1 7.240980E+1 2.781150E-1 2.270875E-1
3.162000E+12 20 1.778E+16 340 3.800E-4 2.344844E-1 1.152940E+1 3.411540E-1 7.206270E+1 2.726270E-1 2.114491E-1
4.642000E+12 20 1.778E+16 340 3.800E-4 2.169808E-1 1.041040E+1 3.346260E-1 7.168920E+1 2.666700E-1 1.951914E-1
6.813000E+12 20 1.778E+16 340 3.800E-4 1.990298E-1 9.294000E+0 3.276650E-1 7.125610E+1 2.602830E-1 1.785355E-1
1.000000E+13 20 1.778E+16 340 3.800E-4 1.809479E-1 8.201200E+0 3.202580E-1 7.076100E+1 2.534670E-1 1.617807E-1
1.468000E+13 20 1.778E+16 340 3.800E-4 1.630656E-1 7.152100E+0 3.122990E-1 7.022130E+1 2.462010E-1 1.452485E-1
2.154000E+13 20 1.778E+16 340 3.800E-4 1.456995E-1 6.163800E+0 3.038920E-1 6.960530E+1 2.385250E-1 1.292068E-1
3.162000E+13 20 1.778E+16 340 3.800E-4 1.291302E-1 5.250100E+0 2.950370E-1 6.890150E+1 2.304000E-1 1.139330E-1
4.642000E+13 20 1.778E+16 340 3.800E-4 1.135857E-1 4.420000E+0 2.857230E-1 6.809550E+1 2.218260E-1 9.962642E-2
6.813000E+13 20 1.778E+16 340 3.800E-4 9.923175E-2 3.678300E+0 2.759300E-1 6.716910E+1 2.128030E-1 8.642553E-2
1.000000E+14 20 1.778E+16 340 3.800E-4 8.617001E-2 3.025900E+0 2.656230E-1 6.610010E+1 2.032910E-1 7.442287E-2
1.000000E+10 120 1.778E+16 340 3.800E-4 3.655270E-1 2.103050E+1 3.867300E-1 7.438610E+1 3.145410E-1 3.343043E-1
1.468000E+10 120 1.778E+16 340 3.800E-4 3.640983E-1 2.091090E+1 3.861670E-1 7.436140E+1 3.140140E-1 3.329605E-1
2.154000E+10 120 1.778E+16 340 3.800E-4 3.620745E-1 2.074240E+1 3.853800E-1 7.432610E+1 3.132910E-1 3.310399E-1
3.162000E+10 120 1.778E+16 340 3.800E-4 3.592500E-1 2.050930E+1 3.843020E-1 7.427630E+1 3.122950E-1 3.283631E-1
4.642000E+10 120 1.778E+16 340 3.800E-4 3.553873E-1 2.019400E+1 3.828620E-1 7.420720E+1 3.109670E-1 3.246956E-1
6.813000E+10 120 1.778E+16 340 3.800E-4 3.502436E-1 1.977990E+1 3.809960E-1 7.411450E+1 3.092090E-1 3.198468E-1
1.000000E+11 120 1.778E+16 340 3.800E-4 3.436176E-1 1.925570E+1 3.785990E-1 7.400710E+1 3.070210E-1 3.135878E-1
1.468000E+11 120 1.778E+16 340 3.800E-4 3.354074E-1 1.861870E+1 3.756920E-1 7.387780E+1 3.043850E-1 3.058410E-1
2.154000E+11 120 1.778E+16 340 3.800E-4 3.256483E-1 1.787750E+1 3.723730E-1 7.371380E+1 3.012990E-1 2.966736E-1
3.162000E+11 120 1.778E+16 340 3.800E-4 3.144943E-1 1.704870E+1 3.686220E-1 7.353040E+1 2.978420E-1 2.862041E-1
4.642000E+11 120 1.778E+16 340 3.800E-4 3.021389E-1 1.615050E+1 3.644650E-1 7.333170E+1 2.940530E-1 2.746182E-1
6.813000E+11 120 1.778E+16 340 3.800E-4 2.887229E-1 1.519590E+1 3.600340E-1 7.309230E+1 2.899320E-1 2.620599E-1
1.000000E+12 120 1.778E+16 340 3.800E-4 2.742982E-1 1.419180E+1 3.550920E-1 7.285240E+1 2.854590E-1 2.485788E-1
1.468000E+12 120 1.778E+16 340 3.800E-4 2.588730E-1 1.314250E+1 3.498480E-1 7.255740E+1 2.805960E-1 2.341891E-1
2.154000E+12 120 1.778E+16 340 3.800E-4 2.424937E-1 1.205520E+1 3.440300E-1 7.225180E+1 2.753220E-1 2.189293E-1
3.162000E+12 120 1.778E+16 340 3.800E-4 2.252988E-1 1.094310E+1 3.377990E-1 7.189400E+1 2.696000E-1 2.029505E-1
4.642000E+12 120 1.778E+16 340 3.800E-4 2.075221E-1 9.824200E+0 3.311040E-1 7.148900E+1 2.634470E-1 1.864550E-1
6.813000E+12 120 1.778E+16 340 3.800E-4 1.894615E-1 8.719400E+0 3.238680E-1 7.105010E+1 2.568650E-1 1.697261E-1
1.000000E+13 120 1.778E+16 340 3.800E-4 1.714444E-1 7.649100E+0 3.161990E-1 7.055020E+1 2.498730E-1 1.530601E-1
1.468000E+13 120 1.778E+16 340 3.800E-4 1.537968E-1 6.632300E+0 3.081010E-1 6.998320E+1 2.424510E-1 1.367760E-1
2.154000E+13 120 1.778E+16 340 3.800E-4 1.368186E-1 5.684300E+0 2.995750E-1 6.934240E+1 2.346390E-1 1.211294E-1
3.162000E+13 120 1.778E+16 340 3.800E-4 1.207640E-1 4.816500E+0 2.905850E-1 6.862680E+1 2.264160E-1 1.063646E-1
4.642000E+13 120 1.778E+16 340 3.800E-4 1.058287E-1 4.035700E+0 2.811530E-1 6.781670E+1 2.177830E-1 9.265279E-2
6.813000E+13 120 1.778E+16 340 3.800E-4 9.214416E-2 3.344200E+0 2.712890E-1 6.689050E+1 2.087400E-1 8.010465E-2
1.000000E+14 120 1.778E+16 340 3.800E-4 7.977903E-2 2.741000E+0 2.609680E-1 6.582730E+1 1.992680E-1 6.877743E-2
1.000000E+10 220 1.778E+16 340 3.800E-4 3.654370E-1 2.102300E+1 3.866940E-1 7.438460E+1 3.145020E-1 3.342256E-1
1.468000E+10 220 1.778E+16 340 3.800E-4 3.639700E-1 2.090010E+1 3.861160E-1 7.435930E+1 3.139750E-1 3.328311E-1
2.154000E+10 220 1.778E+16 340 3.800E-4 3.618938E-1 2.072740E+1 3.853090E-1 7.432310E+1 3.132320E-1 3.308625E-1
3.162000E+10 220 1.778E+16 340 3.800E-4 3.590002E-1 2.048870E+1 3.842060E-1 7.427200E+1 3.122170E-1 3.281165E-1
4.642000E+10 220 1.778E+16 340 3.800E-4 3.550498E-1 2.016660E+1 3.827360E-1 7.420140E+1 3.108500E-1 3.243775E-1
6.813000E+10 220 1.778E+16 340 3.800E-4 3.498008E-1 1.974460E+1 3.808360E-1 7.410680E+1 3.090720E-1 3.194164E-1
1.000000E+11 220 1.778E+16 340 3.800E-4 3.430575E-1 1.921180E+1 3.783940E-1 7.399890E+1 3.068460E-1 3.130523E-1
1.468000E+11 220 1.778E+16 340 3.800E-4 3.347272E-1 1.856650E+1 3.754550E-1 7.386700E+1 3.041500E-1 3.052187E-1
2.154000E+11 220 1.778E+16 340 3.800E-4 3.248555E-1 1.781800E+1 3.721070E-1 7.370060E+1 3.010640E-1 2.959165E-1
