f G/w
1.0000000E+6 1.7650757E-5
8.9779585E+5 1.7676015E-5
8.0603739E+5 1.7632719E-5
7.2365703E+5 1.7550137E-5
6.4969628E+5 1.7420594E-5
5.8329463E+5 1.7281963E-5
5.2367949E+5 1.7166608E-5
4.7015728E+5 1.7011490E-5
4.2210526E+5 1.6848092E-5
3.7896435E+5 1.6692792E-5
3.4023262E+5 1.6501704E-5
3.0545943E+5 1.6298801E-5
2.7424021E+5 1.6123295E-5
2.4621173E+5 1.5894459E-5
2.2104787E+5 1.5694290E-5
1.9845586E+5 1.5404964E-5
1.7817285E+5 1.5172312E-5
1.5996284E+5 1.4889182E-5
1.4361398E+5 1.4590949E-5
1.2893603E+5 1.4213639E-5
1.1575824E+5 1.3876495E-5
1.0392726E+5 1.3474012E-5
9.3305466E+4 1.3031454E-5
8.3769261E+4 1.2544565E-5
7.5207695E+4 1.2121953E-5
6.7521156E+4 1.1614320E-5
6.0620214E+4 1.1004030E-5
5.4424577E+4 1.0525084E-5
4.8862159E+4 1.0101559E-5
4.3868244E+4 9.6533452E-6
3.9384728E+4 8.9253647E-6
3.5359445E+4 8.6483023E-6
3.1745563E+4 8.3478199E-6
2.8501035E+4 7.7782325E-6
2.5588111E+4 7.6592992E-6
2.2972900E+4 7.1900915E-6
2.0624974E+4 7.3175080E-6
1.8517016E+4 7.1821994E-6
1.6624501E+4 7.3340548E-6
1.4925408E+4 7.0479707E-6
1.3399969E+4 7.1659481E-6
1.2030437E+4 7.4291579E-6
1.0800876E+4 7.4595285E-6
9.6969820E+3 7.8136905E-6
8.7059100E+3 8.0733278E-6
7.8161300E+3 8.7228400E-6
7.0172890E+3 9.0363721E-6
6.3000930E+3 9.4588579E-6
5.6561970E+3 1.0231033E-5
5.0781110E+3 1.1009383E-5
4.5591070E+3 1.1723706E-5
4.0931470E+3 1.2870108E-5
3.6748100E+3 1.4208445E-5
3.2992300E+3 1.5187712E-5
2.9620350E+3 1.6900098E-5
2.6593020E+3 1.8483142E-5
2.3875110E+3 2.0320076E-5
2.1434970E+3 2.2571909E-5
1.9244230E+3 2.4174978E-5
1.7277390E+3 2.6677109E-5
1.5511570E+3 3.0385875E-5
1.3926220E+3 3.3077777E-5
1.2502900E+3 3.7025174E-5
1.1225050E+3 4.0773461E-5
1.0077810E+3 4.5137917E-5
9.0478100E+2 4.9226423E-5
8.1230900E+2 5.4795528E-5
7.2928800E+2 6.0529090E-5
6.5475100E+2 6.7029944E-5
5.8783300E+2 7.4810247E-5
5.2775400E+2 8.4233258E-5
4.7381500E+2 9.3544436E-5
4.2539000E+2 1.0342268E-4
3.8191300E+2 1.2001477E-4
3.4288000E+2 1.3066302E-4
3.0783600E+2 1.4189305E-4
2.7637400E+2 1.5218649E-4
2.4812700E+2 1.6699318E-4
2.2276800E+2 1.8706573E-4
2.0000000E+2 2.1439734E-4
