d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.030261850E+00 1.016609197E+00 1.365265300E-02 1.030178393E+00 1.016543230E+00 1.363516300E-02 8.345700000E-05 6.596700000E-05
150 1.549996187E+01 1.048932557E+00 1.204754428E+00 -1.558218710E-01 1.049021236E+00 1.204563102E+00 -1.555418660E-01 -8.867900000E-05 1.913260000E-04
150 1.600000000E+01 1.252219628E+00 1.237960343E+00 1.425928500E-02 1.251831276E+00 1.237513310E+00 1.431796600E-02 3.883520000E-04 4.470330000E-04
150 1.649996187E+01 1.300873029E+00 1.247559460E+00 5.331356900E-02 1.299586229E+00 1.246760429E+00 5.282580000E-02 1.286800000E-03 7.990310000E-04
150 1.700000000E+01 1.342417239E+00 1.272538320E+00 6.987891900E-02 1.338217955E+00 1.271177333E+00 6.704062200E-02 4.199284000E-03 1.360987000E-03
180 1.500000000E+01 1.027766331E+00 1.015061418E+00 1.270491300E-02 1.027699930E+00 1.015009941E+00 1.268998900E-02 6.640100000E-05 5.147700000E-05
180 1.549996187E+01 1.042440412E+00 1.199768464E+00 -1.573280520E-01 1.042528960E+00 1.199589409E+00 -1.570604490E-01 -8.854800000E-05 1.790550000E-04
180 1.600000000E+01 1.249021861E+00 1.234521346E+00 1.450051500E-02 1.248654926E+00 1.234095176E+00 1.455975000E-02 3.669350000E-04 4.261700000E-04
180 1.649996187E+01 1.299413424E+00 1.245585296E+00 5.382812800E-02 1.298184770E+00 1.244809007E+00 5.337576300E-02 1.228654000E-03 7.762890000E-04
180 1.700000000E+01 1.340529077E+00 1.272428837E+00 6.810024000E-02 1.336508885E+00 1.271084835E+00 6.542405000E-02 4.020192000E-03 1.344002000E-03
210 1.500000000E+01 1.025514200E+00 1.013896806E+00 1.161739400E-02 1.025459983E+00 1.013854879E+00 1.160510400E-02 5.421700000E-05 4.192700000E-05
210 1.549996187E+01 1.042753075E+00 1.196056687E+00 -1.533036120E-01 1.042837659E+00 1.195885636E+00 -1.530479770E-01 -8.458400000E-05 1.710510000E-04
210 1.600000000E+01 1.245215270E+00 1.231776639E+00 1.343863100E-02 1.244862511E+00 1.231363689E+00 1.349882200E-02 3.527590000E-04 4.129500000E-04
210 1.649996187E+01 1.297657101E+00 1.244192423E+00 5.346467800E-02 1.296467961E+00 1.243434346E+00 5.303361500E-02 1.189140000E-03 7.580770000E-04
210 1.700000000E+01 1.338734202E+00 1.272244643E+00 6.648955900E-02 1.334825008E+00 1.270913187E+00 6.391182100E-02 3.909194000E-03 1.331456000E-03
240 1.500000000E+01 1.023503502E+00 1.012971453E+00 1.053204900E-02 1.023458220E+00 1.012936159E+00 1.052206100E-02 4.528200000E-05 3.529400000E-05
240 1.549996187E+01 1.045540631E+00 1.192835632E+00 -1.472950010E-01 1.045618677E+00 1.192669817E+00 -1.470511400E-01 -7.804600000E-05 1.658150000E-04
240 1.600000000E+01 1.245018976E+00 1.230087542E+00 1.493143400E-02 1.244674302E+00 1.229684935E+00 1.498936700E-02 3.446740000E-04 4.026070000E-04
240 1.649996187E+01 1.296399896E+00 1.243465316E+00 5.293458000E-02 1.295234497E+00 1.242717876E+00 5.251662100E-02 1.165399000E-03 7.474400000E-04
240 1.700000000E+01 1.338220132E+00 1.271994665E+00 6.622546700E-02 1.334374939E+00 1.270665481E+00 6.370945800E-02 3.845193000E-03 1.329184000E-03
