N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 5.633335000E-02 5.362687600E-02 5.181643500E-02 5.058925000E-02
1.016672606E+01 4.927619200E-02 4.643417900E-02 4.447192700E-02 4.306371400E-02
1.033324570E+01 4.299292900E-02 4.016609800E-02 3.818177600E-02 3.672087400E-02
1.049996187E+01 3.711277600E-02 3.443189000E-02 3.253701500E-02 3.113063500E-02
1.066670514E+01 3.146766200E-02 2.903892300E-02 2.732249800E-02 2.605291000E-02
1.083333839E+01 2.607083300E-02 2.397031200E-02 2.249452400E-02 2.141609500E-02
1.100000000E+01 2.105540700E-02 1.932401900E-02 1.812090300E-02 1.725899600E-02
1.116672606E+01 1.658873100E-02 1.523077700E-02 1.430221700E-02 1.365534900E-02
1.133324570E+01 1.279523000E-02 1.178285500E-02 1.110535900E-02 1.065113500E-02
1.149996187E+01 9.716164000E-03 8.999229000E-03 8.532608000E-03 8.236051000E-03
1.166670514E+01 7.311518000E-03 6.829593000E-03 6.526778000E-03 6.348830000E-03
1.183333839E+01 5.487761000E-03 5.180656000E-03 4.995979000E-03 4.900134000E-03
1.200000000E+01 4.130520000E-03 3.945325000E-03 3.839852000E-03 3.796201000E-03
1.216672606E+01 3.129106000E-03 3.023648000E-03 2.967556000E-03 2.954179000E-03
1.233324570E+01 2.389726000E-03 2.333162000E-03 2.305726000E-03 2.308133000E-03
1.249996187E+01 1.839537000E-03 1.811118000E-03 1.799178000E-03 1.808629000E-03
1.266670514E+01 1.425260000E-03 1.412075000E-03 1.407890000E-03 1.419529000E-03
1.283333839E+01 1.109311000E-03 1.103849000E-03 1.103149000E-03 1.114511000E-03
1.300000000E+01 8.655520000E-04 8.636760000E-04 8.642670000E-04 8.742960000E-04
