N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.913099700E-02 2.655718600E-02 2.466367100E-02 2.325254200E-02
1.016672606E+01 2.415795800E-02 2.173639200E-02 1.995163200E-02 1.861556400E-02
1.033324570E+01 1.965959400E-02 1.748191200E-02 1.588290300E-02 1.468711500E-02
1.049996187E+01 1.562783000E-02 1.375783500E-02 1.239464400E-02 1.137975900E-02
1.066670514E+01 1.211713600E-02 1.058339700E-02 9.475526000E-03 8.656056000E-03
1.083333839E+01 9.178365000E-03 7.974257000E-03 7.113163000E-03 6.481083000E-03
1.100000000E+01 6.818748000E-03 5.910524000E-03 5.267755000E-03 4.799961000E-03
1.116672606E+01 4.995337000E-03 4.334397000E-03 3.871737000E-03 3.538297000E-03
1.133324570E+01 3.630740000E-03 3.165057000E-03 2.843020000E-03 2.613652000E-03
1.149996187E+01 2.634658000E-03 2.316423000E-03 2.099501000E-03 1.947291000E-03
1.166670514E+01 1.920512000E-03 1.709694000E-03 1.568538000E-03 1.471378000E-03
1.183333839E+01 1.414256000E-03 1.279289000E-03 1.190909000E-03 1.131512000E-03
1.200000000E+01 1.057022000E-03 9.739690000E-04 9.209960000E-04 8.863730000E-04
1.216672606E+01 8.042550000E-04 7.554590000E-04 7.252100000E-04 7.060010000E-04
1.233324570E+01 6.234020000E-04 5.962220000E-04 5.798010000E-04 5.696430000E-04
1.249996187E+01 4.914290000E-04 4.771650000E-04 4.686820000E-04 4.635450000E-04
1.266670514E+01 3.925480000E-04 3.855560000E-04 3.813870000E-04 3.788910000E-04
1.283333839E+01 3.163250000E-04 3.131830000E-04 3.112360000E-04 3.100630000E-04
1.300000000E+01 2.560580000E-04 2.548280000E-04 2.539600000E-04 2.534070000E-04
