Ew Nt
4.4384268E-1 1.2250059E+15
4.4114222E-1 1.1909020E+15
4.3844174E-1 1.2100479E+15
4.3574126E-1 1.2133512E+15
4.3304078E-1 1.1774625E+15
4.3034031E-1 1.1195473E+15
4.2763984E-1 1.0709071E+15
4.2493937E-1 1.0538276E+15
4.2223889E-1 1.0727073E+15
4.1953842E-1 1.1166182E+15
4.1683794E-1 1.1667304E+15
4.1413746E-1 1.2048052E+15
4.1143699E-1 1.2205875E+15
4.0873652E-1 1.2154565E+15
4.0603604E-1 1.2004946E+15
4.0333557E-1 1.1904964E+15
4.0063510E-1 1.1976346E+15
3.9793462E-1 1.2278401E+15
3.9523414E-1 1.2810789E+15
3.9253367E-1 1.3546530E+15
3.8983320E-1 1.4466351E+15
3.8713272E-1 1.5565048E+15
3.8443225E-1 1.6835429E+15
3.8173177E-1 1.8266735E+15
3.7903130E-1 1.9873034E+15
3.7633082E-1 2.1717114E+15
3.7363035E-1 2.3890985E+15
3.7092988E-1 2.6465581E+15
3.6822940E-1 2.9457024E+15
3.6552893E-1 3.2827989E+15
3.6282845E-1 3.6498429E+15
3.6012798E-1 4.0341976E+15
3.5742750E-1 4.4181254E+15
3.5472703E-1 4.7809495E+15
3.5202655E-1 5.1037426E+15
3.4932608E-1 5.3732701E+15
3.4662560E-1 5.5824156E+15
3.4392513E-1 5.7276234E+15
3.4122466E-1 5.8061287E+15
3.3852418E-1 5.8150056E+15
3.3582371E-1 5.7520296E+15
3.3312323E-1 5.6174152E+15
3.3042276E-1 5.4156397E+15
3.2772228E-1 5.1564849E+15
3.2502181E-1 4.8542699E+15
3.2232133E-1 4.5250773E+15
3.1962086E-1 4.1834816E+15
3.1692039E-1 3.8408081E+15
3.1421991E-1 3.5054588E+15
3.1151944E-1 3.1841489E+15
3.0881896E-1 2.8825293E+15
3.0611849E-1 2.6049259E+15
3.0341801E-1 2.3538257E+15
3.0071754E-1 2.1297963E+15
2.9801706E-1 1.9319289E+15
2.9531659E-1 1.7584337E+15
2.9261611E-1 1.6068604E+15
2.8991564E-1 1.4735252E+15
2.8721517E-1 1.3521102E+15
2.8451469E-1 1.2319741E+15
2.8181422E-1 1.0974015E+15
2.7911374E-1 9.2953598E+14
2.7641327E-1 7.1221607E+14
2.7371279E-1 4.4042529E+14
2.7101232E-1 2.8780892E+14
