Ew Nt
4.4425533E-1 1.6608436E+15
4.4155236E-1 1.5878991E+15
4.3884937E-1 1.5822236E+15
4.3614638E-1 1.6056997E+15
4.3344339E-1 1.6218699E+15
4.3074041E-1 1.6103758E+15
4.2803742E-1 1.5679446E+15
4.2533444E-1 1.5026934E+15
4.2263145E-1 1.4285331E+15
4.1992847E-1 1.3609682E+15
4.1722548E-1 1.3127286E+15
4.1452249E-1 1.2894507E+15
4.1181952E-1 1.2880679E+15
4.0911653E-1 1.2999671E+15
4.0641354E-1 1.3171573E+15
4.0371056E-1 1.3373385E+15
4.0100757E-1 1.3649509E+15
3.9830459E-1 1.4084667E+15
3.9560160E-1 1.4762218E+15
3.9289862E-1 1.5730356E+15
3.9019563E-1 1.6990680E+15
3.8749265E-1 1.8513694E+15
3.8478966E-1 2.0271396E+15
3.8208668E-1 2.2262774E+15
3.7938369E-1 2.4510844E+15
3.7668071E-1 2.7033495E+15
3.7397772E-1 2.9813000E+15
3.7127474E-1 3.2787589E+15
3.6857175E-1 3.5867416E+15
3.6586877E-1 3.8958389E+15
3.6316578E-1 4.1975501E+15
3.6046279E-1 4.4837192E+15
3.5775981E-1 4.7446827E+15
3.5505682E-1 4.9680902E+15
3.5235384E-1 5.1402346E+15
3.4965085E-1 5.2496160E+15
3.4694787E-1 5.2902948E+15
3.4424488E-1 5.2627352E+15
3.4154190E-1 5.1721261E+15
3.3883891E-1 5.0260690E+15
3.3613593E-1 4.8332806E+15
3.3343294E-1 4.6033978E+15
3.3072996E-1 4.3469324E+15
3.2802697E-1 4.0746081E+15
3.2532399E-1 3.7961960E+15
3.2262100E-1 3.5195658E+15
3.1991802E-1 3.2505831E+15
3.1721503E-1 2.9937246E+15
3.1451205E-1 2.7526153E+15
3.1180906E-1 2.5299725E+15
3.0910608E-1 2.3271377E+15
3.0640309E-1 2.1438960E+15
3.0370011E-1 1.9788768E+15
3.0099712E-1 1.8302898E+15
2.9829414E-1 1.6965317E+15
2.9559115E-1 1.5763587E+15
2.9288817E-1 1.4684997E+15
2.9018518E-1 1.3706393E+15
2.8748220E-1 1.2778072E+15
2.8477921E-1 1.1805634E+15
2.8207622E-1 1.0640774E+15
2.7937324E-1 9.0995358E+14
2.7667025E-1 7.0223512E+14
2.7396727E-1 4.3632101E+14
2.7126428E-1 2.8584175E+14
