d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.016905533E+00 1.186658265E+00 -1.697527320E-01 1.015549313E+00 1.183972697E+00 -1.684233840E-01 1.356220000E-03 2.685568000E-03
150 1.016672606E+01 1.016911237E+00 1.186687704E+00 -1.697764670E-01 1.015960341E+00 1.184813657E+00 -1.688533160E-01 9.508960000E-04 1.874047000E-03
150 1.033324570E+01 1.016919706E+00 1.186730780E+00 -1.698110740E-01 1.016258169E+00 1.185431054E+00 -1.691728850E-01 6.615370000E-04 1.299726000E-03
150 1.049996187E+01 1.016932340E+00 1.186793724E+00 -1.698613840E-01 1.016474453E+00 1.185896366E+00 -1.694219130E-01 4.578870000E-04 8.973580000E-04
150 1.066670514E+01 1.016951317E+00 1.186885517E+00 -1.699342000E-01 1.016635321E+00 1.186267836E+00 -1.696325150E-01 3.159960000E-04 6.176810000E-04
150 1.083333839E+01 1.016980075E+00 1.187018953E+00 -1.700388780E-01 1.016762246E+00 1.186594543E+00 -1.698322970E-01 2.178290000E-04 4.244100000E-04
150 1.100000000E+01 1.017024155E+00 1.187212119E+00 -1.701879640E-01 1.016873905E+00 1.186920678E+00 -1.700467730E-01 1.502500000E-04 2.914410000E-04
150 1.116672606E+01 1.017092646E+00 1.187489956E+00 -1.703973100E-01 1.016988751E+00 1.187289730E+00 -1.703009790E-01 1.038950000E-04 2.002260000E-04
150 1.133324570E+01 1.025234975E+00 1.187885988E+00 -1.626510130E-01 1.025316171E+00 1.187748191E+00 -1.624320200E-01 -8.119600000E-05 1.377970000E-04
150 1.149996187E+01 1.036878427E+00 1.188443255E+00 -1.515648280E-01 1.036932513E+00 1.188348114E+00 -1.514156010E-01 -5.408600000E-05 9.514100000E-05
150 1.166670514E+01 1.051972758E+00 1.189213397E+00 -1.372406390E-01 1.052007923E+00 1.189147360E+00 -1.371394370E-01 -3.516500000E-05 6.603700000E-05
150 1.183333839E+01 1.070511318E+00 1.190251845E+00 -1.197405270E-01 1.070533155E+00 1.190205646E+00 -1.196724910E-01 -2.183700000E-05 4.619900000E-05
150 1.200000000E+01 1.091679010E+00 1.191607295E+00 -9.992828500E-02 1.091691441E+00 1.191574605E+00 -9.988316400E-02 -1.243100000E-05 3.269000000E-05
150 1.216672606E+01 1.113715421E+00 1.193305959E+00 -7.959053800E-02 1.113721358E+00 1.193282448E+00 -7.956109000E-02 -5.937000000E-06 2.351100000E-05
150 1.233324570E+01 1.134345620E+00 1.195336723E+00 -6.099110300E-02 1.134347327E+00 1.195319464E+00 -6.097213700E-02 -1.707000000E-06 1.725900000E-05
150 1.249996187E+01 1.151741910E+00 1.197650180E+00 -4.590827000E-02 1.151741144E+00 1.197637185E+00 -4.589604100E-02 7.659999999E-07 1.299500000E-05
150 1.266670514E+01 1.165303137E+00 1.200180834E+00 -3.487769700E-02 1.165301163E+00 1.200170762E+00 -3.486959900E-02 1.974000000E-06 1.007200000E-05
150 1.283333839E+01 1.175563411E+00 1.202881898E+00 -2.731848700E-02 1.175561013E+00 1.202873871E+00 -2.731285800E-02 2.398000000E-06 8.027000000E-06
150 1.300000000E+01 1.183487651E+00 1.205743424E+00 -2.225577300E-02 1.183485225E+00 1.205736843E+00 -2.225161800E-02 2.426000000E-06 6.581000000E-06
180 1.000000000E+01 1.015050567E+00 1.181627806E+00 -1.665772390E-01 1.014016620E+00 1.179302138E+00 -1.652855180E-01 1.033947000E-03 2.325668000E-03
180 1.016672606E+01 1.015055018E+00 1.181676097E+00 -1.666210790E-01 1.014332633E+00 1.180062786E+00 -1.657301530E-01 7.223850000E-04 1.613311000E-03
180 1.033324570E+01 1.015061760E+00 1.181746654E+00 -1.666848940E-01 1.014560331E+00 1.180632549E+00 -1.660722180E-01 5.014290000E-04 1.114105000E-03
180 1.049996187E+01 1.015072096E+00 1.181849531E+00 -1.667774350E-01 1.014725445E+00 1.181082580E+00 -1.663571350E-01 3.466510000E-04 7.669510000E-04
180 1.066670514E+01 1.015088190E+00 1.181999071E+00 -1.669108810E-01 1.014849021E+00 1.181472129E+00 -1.666231080E-01 2.391690000E-04 5.269420000E-04
180 1.083333839E+01 1.015113724E+00 1.182215495E+00 -1.671017710E-01 1.014948737E+00 1.181853751E+00 -1.669050140E-01 1.649870000E-04 3.617440000E-04
180 1.100000000E+01 1.015155092E+00 1.182526706E+00 -1.673716140E-01 1.015041078E+00 1.182278305E+00 -1.672372270E-01 1.140140000E-04 2.484010000E-04
180 1.116672606E+01 1.015223518E+00 1.182970083E+00 -1.677465650E-01 1.015144412E+00 1.182799279E+00 -1.676548670E-01 7.910600000E-05 1.708040000E-04
180 1.133324570E+01 1.015338652E+00 1.183593520E+00 -1.682548680E-01 1.015283380E+00 1.183475733E+00 -1.681923530E-01 5.527200000E-05 1.177870000E-04
180 1.149996187E+01 1.026641294E+00 1.184454062E+00 -1.578127680E-01 1.026693308E+00 1.184372462E+00 -1.576791540E-01 -5.201400000E-05 8.160000000E-05
