d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.240573228E+00 1.219859322E+00 2.071390600E-02 1.233223682E+00 1.211700680E+00 2.152300200E-02 7.349546000E-03 8.158642000E-03
150 1.016672606E+01 1.240625645E+00 1.219883046E+00 2.074259900E-02 1.235409302E+00 1.214032595E+00 2.137670700E-02 5.216343000E-03 5.850451000E-03
150 1.033324570E+01 1.240702085E+00 1.219917777E+00 2.078430800E-02 1.237031572E+00 1.215766051E+00 2.126552100E-02 3.670513000E-03 4.151726000E-03
150 1.049996187E+01 1.240813258E+00 1.219968549E+00 2.084470900E-02 1.238249218E+00 1.217048894E+00 2.120032400E-02 2.564040000E-03 2.919655000E-03
150 1.066670514E+01 1.240974266E+00 1.220042707E+00 2.093155900E-02 1.239193179E+00 1.218004106E+00 2.118907300E-02 1.781087000E-03 2.038601000E-03
150 1.083333839E+01 1.241206081E+00 1.220150756E+00 2.105532500E-02 1.239973585E+00 1.218734538E+00 2.123904700E-02 1.232496000E-03 1.416218000E-03
150 1.100000000E+01 1.241537018E+00 1.220307658E+00 2.122936000E-02 1.240685887E+00 1.219326753E+00 2.135913400E-02 8.511310000E-04 9.809050000E-04
150 1.116672606E+01 1.242003873E+00 1.220534422E+00 2.146945100E-02 1.241416242E+00 1.219855675E+00 2.156056700E-02 5.876310000E-04 6.787470000E-04
150 1.133324570E+01 1.242651788E+00 1.220859936E+00 2.179185200E-02 1.242245374E+00 1.220389727E+00 2.185564700E-02 4.064140000E-04 4.702090000E-04
150 1.149996187E+01 1.243531717E+00 1.221322756E+00 2.220896100E-02 1.243249460E+00 1.220995856E+00 2.225360400E-02 2.822570000E-04 3.269000000E-04
150 1.166670514E+01 1.244694238E+00 1.221972249E+00 2.272198900E-02 1.244496770E+00 1.221743511E+00 2.275325900E-02 1.974680000E-04 2.287380000E-04
150 1.183333839E+01 1.246180431E+00 1.222867871E+00 2.331256000E-02 1.246040681E+00 1.222706172E+00 2.333450900E-02 1.397500000E-04 1.616990000E-04
150 1.200000000E+01 1.248013331E+00 1.224075340E+00 2.393799100E-02 1.247912776E+00 1.223959319E+00 2.395345700E-02 1.005550000E-04 1.160210000E-04
150 1.216672606E+01 1.250196050E+00 1.225658769E+00 2.453728100E-02 1.250122057E+00 1.225573779E+00 2.454827800E-02 7.399300000E-05 8.499000000E-05
150 1.233324570E+01 1.252718920E+00 1.227669545E+00 2.504937500E-02 1.252662947E+00 1.227605613E+00 2.505733400E-02 5.597300000E-05 6.393200000E-05
150 1.249996187E+01 1.255569326E+00 1.230135414E+00 2.543391200E-02 1.255525655E+00 1.230085810E+00 2.543984500E-02 4.367100000E-05 4.960400000E-05
150 1.266670514E+01 1.258734425E+00 1.233054523E+00 2.567990200E-02 1.258699263E+00 1.233014764E+00 2.568449900E-02 3.516200000E-05 3.975900000E-05
150 1.283333839E+01 1.262196744E+00 1.236397928E+00 2.579881600E-02 1.262167647E+00 1.236365114E+00 2.580253300E-02 2.909700000E-05 3.281400000E-05
150 1.300000000E+01 1.265932329E+00 1.240120800E+00 2.581152900E-02 1.265907743E+00 1.240093080E+00 2.581466300E-02 2.458600000E-05 2.772000000E-05
180 1.000000000E+01 1.236025026E+00 1.216684585E+00 1.934044100E-02 1.229254641E+00 1.209200950E+00 2.005369100E-02 6.770385000E-03 7.483635000E-03
180 1.016672606E+01 1.236108322E+00 1.216719901E+00 1.938842100E-02 1.231345994E+00 1.211409093E+00 1.993690100E-02 4.762328000E-03 5.310808000E-03
180 1.033324570E+01 1.236229414E+00 1.216771515E+00 1.945789900E-02 1.232903045E+00 1.213035103E+00 1.986794200E-02 3.326369000E-03 3.736412000E-03
180 1.049996187E+01 1.236404728E+00 1.216846862E+00 1.955786600E-02 1.234094521E+00 1.214236917E+00 1.985760400E-02 2.310207000E-03 2.609945000E-03
180 1.066670514E+01 1.236656962E+00 1.216956558E+00 1.970040400E-02 1.235059173E+00 1.215143330E+00 1.991584300E-02 1.597789000E-03 1.813228000E-03
180 1.083333839E+01 1.237016675E+00 1.217115683E+00 1.990099200E-02 1.235914510E+00 1.215860471E+00 2.005403900E-02 1.102165000E-03 1.255212000E-03
